|         Mass|          Lum|
|       double|       double|
|             |             |
|         null|         null|
 148.845675197 4.15696790479 
 148.340535522 9.00493944284 
 147.669681638 15.3332070948 
 147.168532949 23.0154735286 
 146.502979318 31.9350371214 
 145.840435582 42.1178866866 
 145.180888126 53.4067336121 
 144.524323403 65.7541527714 
  143.70779142 79.2509117724 
 142.895872671 93.6592116405 
 142.088541092 109.246322855 
 141.285770766 125.563097269 
 140.487535924 143.140003726 
 139.535604882 162.910392826 
 138.590124039 194.748303991 
 137.651049691 231.667368128 
 136.563502151  274.23465323 
 135.638160013 322.503810716 
 134.566515826   384.9005276 
 133.352143216 460.122424695 
 132.298560293 547.349316843 
 131.104654462 646.860766155 
 129.921522831 752.046450321 
 128.603257253 903.448230662 
 127.442699055 1094.25380498 
 126.149585184  1288.9670654 
 124.728174729 1493.66498614 
 123.322780242 1515.84340485 
  121.93322126    1733.70746 
 120.559319354 1579.19324408 
 119.065900684 1457.41970559 
 117.590981616 1992.64993773 
 116.002808512 2401.66313081 
 114.565833246 2787.62729588 
  112.89052177  3272.9245115 
 111.239708597 3830.14127939 
 109.737315209  4394.9986724 
