|         Mass|          Lum|
|       double|       double|
|             |             |
|         null|         null|
  50.437773322  607.83231283 
 47.2829674093  1274.2749857 
 44.1750617599 1323.18820722 
 41.0382635657 1223.15703938 
 37.9088105089 1201.31971938 
 34.7807211639 1259.75037127 
 31.6586306394 1323.18820722 
 28.5244011473 1385.27588201 
  25.410878815 1452.65392595 
 22.2809175153 1520.81649273 
 19.1420386584 1592.17743692 
 16.0222834088 1664.15923385 
 12.8895044407 1739.39530317 
 9.75378612338 1818.03276944 
 6.60513790995 1897.11598483 
 3.42333041696 1979.63926746 
 1.65951168591 2032.19725591 
