|         Mass|          Lum|
|       double|       double|
|             |             |
|         null|         null|
 300.166488547 14337.4614017 
 290.792149128 11455.9924021 
 281.391531793 11474.7690798 
  271.98643465  11493.576533 
 262.597954344 11531.2839677 
 253.246415559 11645.1501462 
 243.951307205 11934.7590574 
 234.731225487 12211.5553282 
 225.348323118 12515.2504458 
 216.095473189 12826.4983053 
 206.753445595 13123.9761916 
 197.367477499 13450.3627481 
 187.981094207 13762.3095777 
 178.635801925 14081.4912176 
 169.370817087  14408.075461 
 160.041378497 14742.2339922 
 150.712615345 15084.1424775 
  141.44596117 15433.9806574 
 131.999068404 15791.9324408 
 122.765066426 16131.7456399 
 113.403376164 16505.8803009 
 104.045765416 16861.0563384 
 94.7061000077 17252.1054994 
 85.3301211439  17623.338924 
 76.0160872954 18002.5606057 
 66.7284479491 18389.9424372 
 57.3279143185 18816.4502085 
 47.9846534027 19221.3454399 
 38.6461556962 19602.8237164 
 29.3107923705 20024.6402523 
 19.9164806383 20455.5335005 
 10.4045765416  20895.698775 
 5.13605802142 21136.6210839 
