|            Name|       raStr|      decStr|amaj|amin|  PA|FWHM|  sizePC|    vlsr| nearDis|  farDis| kda|     dis|        Ref|
|            char|        char|        char|long|long|long|long|  double|  double|  double|  double|char|  double|       char|
|                |            |            |    |    |    |    |        |        |        |        |    |        |           |
|            null|        null|        null|null|null|null|null|    null|    null|    null|    null|null|    null|       null|
 G002.9836+0.0107 17h52m31.08s -26d22m23.2s   37   26   53   31     null     null     null     null null     null        null 
 G003.0371-0.0582 17h52m54.26s -26d21m43.6s   63   50    6   56     null     null     null     null null     null        null 
 G003.0928+0.1680 17h52m09.74s -26d11m56.4s   54   44  105   49     null     null     null     null null     null        null 
 G003.1447+0.4733 17h51m06.67s -25d59m54.6s   35   26   85   30     null     null     null     null null     null        null 
 G003.2110+0.6465 17h50m36.00s -25d51m10.4s   43   38  116   40     null     null     null     null null     null        null 
 G003.2278+0.4924 17h51m13.61s -25d55m02.3s   55   30   59   41     null     null     null     null null     null        null 
 G003.2413+0.6334 17h50m43.13s -25d50m01.0s   38   24   18   30     null    40.67     null     null null     null      malt90 
 G003.2702+0.4446 17h51m30.36s -25d54m19.1s   56   39  -14   47     null     null     null     null null     null        null 
 G003.4350-0.5719 17h55m46.80s -26d16m43.7s   33   26   44   29     null     1.24     null     null null     null      malt90 
 G004.4076+0.0993 17h55m22.99s -25d06m01.8s   23   19  133   21     null     null     null     null null     null        null 
 G004.4341+0.1294 17h55m19.61s -25d03m44.6s   34   23  126   28     null     null     null     null null     null        null 
 G004.7473-0.7623 17h59m25.82s -25d14m17.9s   41   31   97   36     null     null     null     null null     null        null 
 G005.3876+0.1874 17h57m13.01s -24d12m32.4s   31   20   80   25     0.35    10.58     2.90    14.03 near     2.90   Wienen+12 
 G005.8357-0.9958 18h02m42.02s -24d24m31.0s   41   29  144   35     null     null     null     null null     null        null 
 G005.8523-0.2397 17h59m51.34s -24d01m10.9s   36   32  154   34     0.60    16.69     3.66    13.25 near     3.66 Csengeri+14 
 G005.8799-0.3591 18h00m22.15s -24d03m18.7s   33   25  147   29     null     null     null     null null     null        null 
 G005.8893-0.4565 18h00m45.60s -24d05m43.1s   28   19  141   23     0.28     9.22     2.48    14.43 near     2.48 Csengeri+14 
 G005.8917-0.3567 18h00m23.14s -24d02m37.3s   48   19   19   30     null     null     null     null null     null        null 
 G005.9394-0.3754 18h00m33.65s -24d00m41.4s   43   19   34   29     null     null     null     null null     null        null 
 G005.9547-0.4768 18h00m58.78s -24d02m55.0s   29   22   -4   25     null     null     null     null null     null        null 
 G006.2130-0.5937 18h01m59.02s -23d52m55.2s   39   19   98   27     0.49    18.38     3.74    13.16 near     3.74   Wienen+12 
 G006.4609-0.3902 18h01m44.76s -23d33m57.6s   27   22  119   24     null     null     null     null null     null        null 
 G006.4916-0.3322 18h01m35.54s -23d30m37.8s   28   20  -12   24     null     null     null     null null     null        null 
 G006.4982-0.3222 18h01m34.13s -23d29m59.6s   45   32  -40   38     null     null     null     null null     null        null 
 G007.3449-0.0001 18h02m10.27s -22d36m16.6s   34   28   58   31     2.00    19.80     3.56    13.30  far    13.30   Wienen+12 
 G008.0495-0.2433 18h04m35.21s -22d06m39.6s   26   24  119   25     1.45    39.20     4.87    11.96  far    11.96   Wienen+12 
 G008.1102+0.2591 18h02m49.73s -21d48m40.0s   25   23  -22   24     0.38    18.91     3.27    13.56 near     3.27 Csengeri+14 
 G008.1232+0.2573 18h02m51.79s -21d48m02.5s   33   23   62   28     0.45    19.34     3.31    13.52 near     3.31 Csengeri+14 
 G008.2629+0.1680 18h03m29.64s -21d43m22.8s   51   20   11   32     0.49    18.42     3.18    13.64 near     3.18   Dunham+11 
 G008.5441-0.3421 18h06m00.12s -21d43m41.2s   34   26  122   30     1.77    37.13     4.63    12.18  far    12.18   Wienen+12 
 G008.7264-0.3959 18h06m35.23s -21d35m42.7s   28   21  108   24     1.41    39.09     4.71    12.10  far    12.10 Csengeri+14 
 G009.5776-0.6599 18h09m21.17s -20d58m46.2s   40   23   69   30     null     null     null     null null     null        null 
 G009.9517-0.3649 18h09m01.44s -20d30m33.8s   35   27   15   31     2.19    12.79     2.18    14.56  far    14.56   Dunham+11 
 G010.0676-0.4076 18h09m25.37s -20d25m43.0s   36   24   72   29     2.07    11.40     1.98    14.76  far    14.76  Shirley+13 
 G010.1065-0.4168 18h09m32.26s -20d23m56.4s   41   27   -2   33     2.36    11.49     1.99    14.75  far    14.75   Wienen+12 
 G010.1365-0.4108 18h09m34.63s -20d22m11.3s   41   21   -1   30     2.16    10.60     1.86    14.87  far    14.87  Shirley+13 
 G010.1839-0.4050 18h09m39.19s -20d19m32.2s   34   19    9   26     1.80    15.29     2.45    14.28  far    14.28 Csengeri+14 
 G010.1904-0.3884 18h09m36.29s -20d18m42.5s   28   25   93   26     1.87    10.62     1.86    14.87  far    14.87   Wienen+12 
 G010.1976-0.2876 18h09m14.59s -20d15m24.5s   29   19  137   23     1.66    10.80     1.88    14.85  far    14.85  Shirley+13 
 G010.1984-0.3164 18h09m21.12s -20d16m12.0s   41   25   82   32     2.31    10.63     1.86    14.87  far    14.87 Csengeri+14 
 G010.2144-0.3051 18h09m20.59s -20d15m02.2s   22   19  108   20     1.43    11.35     1.96    14.77  far    14.77   Wienen+12 
 G010.2190-0.3632 18h09m34.18s -20d16m28.6s   34   23   65   28     2.00    11.84     2.02    14.71  far    14.71   Wienen+12 
 G010.2488-0.1101 18h08m41.23s -20d07m33.2s   31   20   10   25     1.76    13.35     2.21    14.52  far    14.52   Wienen+12 
 G010.5743-0.7905 18h11m53.74s -20d10m10.2s   33   25  103   29     null     null     null     null null     null        null 
 G010.5785-0.3491 18h10m15.41s -19d57m11.2s   42   24   20   32     2.68    -2.60    -0.59    17.31  far    17.31  Shirley+13 
 G010.5959-0.3638 18h10m20.86s -19d56m42.0s   32   19   71   25     2.12    -3.30    -0.77    17.48  far    17.48  Shirley+13 
 G010.6174-0.0304 18h09m09.05s -19d45m54.0s   37   21   42   28     1.53    64.00     5.45    11.25  far    11.25  Shirley+13 
 G010.6233-0.5091 18h10m56.76s -19d59m27.6s   45   29  115   37     3.17    -4.10    -0.97    17.68  far    17.68   Wienen+12 
 G010.6333-0.4978 18h10m55.44s -19d58m36.5s   29   20  137   24     2.02    -2.89    -0.66    17.37  far    17.37   Wienen+12 
 G010.6627+0.0811 18h08m49.78s -19d40m16.7s   44   29  109   36     0.49    19.60     2.84    13.87 near     2.84  Shirley+13 
 G010.6847-0.3071 18h10m19.13s -19d50m23.3s   39   23  138   30     2.03    18.90     2.76    13.94  far    13.94   Wienen+12 
 G010.9823-0.3677 18h11m09.26s -19d36m30.2s   33   28  148   30     2.45    -0.60    -0.13    16.81  far    16.81  Shirley+13 
 G011.0970-0.1093 18h10m25.70s -19d22m59.5s   39   21   49   28     0.49    29.79     3.63    13.05 near     3.63   Wienen+12 
 G011.3811+0.8103 18h07m36.41s -18d41m21.1s   29   24  162   26     1.68    26.83     3.35    13.31  far    13.31 Csengeri+14 
 G012.3628+0.4214 18h11m02.62s -18d01m06.6s   26   26  -46   26     0.44    30.90     3.50    13.10 near     3.50  Shirley+13 
 G012.6738-0.0998 18h13m35.69s -17d59m46.0s   36   22   47   28     1.60    55.00     4.78    11.80  far    11.80  Shirley+13 
 G012.7025-0.1452 18h13m49.18s -17d59m33.4s   29   29   97   29     1.81    34.70     3.71    12.88  far    12.88  Shirley+13 
 G012.7359-0.1024 18h13m43.75s -17d56m34.1s   44   27   80   35     0.81    55.51     4.80    11.78 near     4.80   Wienen+12 
 G012.8572-0.2088 18h14m21.94s -17d53m13.9s   31   25  -32   28     1.77    32.66     3.55    13.02  far    13.02  Dempsey+14 
 G012.9459-0.2488 18h14m41.50s -17d49m41.9s   25   24   11   24     1.51    34.00     3.63    12.94  far    12.94  Shirley+13 
 G012.9674-0.2380 18h14m41.69s -17d48m15.8s   33   28  146   30     null     null     null     null null     null        null 
 G013.2826+0.2272 18h13m36.79s -17d18m18.4s   34   26   -4   30     0.32    16.90     2.21    14.34 near     2.21  Shirley+13 
 G014.0177-0.1603 18h16m30.36s -16d50m38.0s   31   23  112   26     0.49    41.20     3.92    12.58 near     3.92  Shirley+13 
 G014.1842-0.2280 18h17m05.14s -16d43m46.9s   45   25  110   34     0.63    39.70     3.81    12.67 near     3.81  Shirley+13 
 G014.2314-0.1758 18h16m59.23s -16d39m47.9s   42   22   52   30     0.53    37.54     3.68    12.80 near     3.68   Wienen+12 
 G014.3280-0.5328 18h18m29.45s -16d44m51.0s   30   23   14   26     0.30    19.66     2.36    14.12 near     2.36   Wienen+12 
 G014.3848-0.1308 18h17m07.56s -16d30m25.2s   27   19   85   23     0.31    25.00     2.80    13.67 near     2.80  Shirley+13 
 G014.4683-0.0857 18h17m07.54s -16d24m43.2s   58   23  118   36     0.64    38.12     3.68    12.78 near     3.68   Wienen+12 
 G014.4876-0.1274 18h17m19.03s -16d24m53.6s   22   20  -14   21     0.38    39.72     3.77    12.69 near     3.77   Wienen+12 
 G014.6858-0.2234 18h18m03.67s -16d17m09.6s   44   28   -5   35     0.62    37.67     3.63    12.82 near     3.63   Wienen+12 
 G014.7258-0.2031 18h18m03.96s -16d14m28.0s   50   24  -26   35     0.61    37.47     3.61    12.83 near     3.61   Wienen+12 
 G015.0060+0.0090 18h17m50.47s -15d53m37.7s   29   28   29   28     1.86    24.58     2.70    13.72  far    13.72  Shirley+13 
 G015.0201-0.6201 18h20m10.54s -16d10m44.0s   28   28   38   28     0.31    19.70     2.29    14.13 near     2.29  Shirley+13 
 G015.1239-0.5584 18h20m09.22s -16d03m29.9s   44   26  -16   34     0.37    19.60     2.27    14.14 near     2.27  Shirley+13 
 G015.2169-0.4267 18h19m51.19s -15d54m50.8s   25   21  102   23     0.28    22.67     2.52    13.88 near     2.52  Dempsey+14 
 G015.2277-0.8391 18h21m23.26s -16d05m56.0s   38   21   70   28     1.97    15.60     1.89    14.51  far    14.51  Shirley+13 
 G015.2317-0.6097 18h20m33.19s -15d59m14.6s   36   24  -24   30     0.34    20.50     2.34    14.07 near     2.34  Shirley+13 
 G015.2576-0.6158 18h20m37.58s -15d58m03.0s   47   29  141   37     0.44    21.59     2.43    13.97 near     2.43   Wienen+12 
 G015.5022-0.4201 18h20m23.28s -15d39m33.8s   49   30  147   38     2.34    39.70     3.65    12.73  far    12.73  Shirley+13 
 G015.7173-0.5948 18h21m26.93s -15d33m07.2s   34   24  121   29     2.01    17.79     2.05    14.31  far    14.31   Wienen+12 
 G016.3013-0.5251 18h22m19.90s -15d00m13.7s   44   30   84   36     2.24    38.33     3.49    12.83  far    12.83   Wienen+12 
 G016.4210-0.6344 18h22m57.84s -14d56m57.8s   40   28    7   34     0.60    41.09     3.63    12.67 near     3.63   Wienen+12 
 G017.0658+0.8213 18h18m55.01s -13d41m42.0s   60   24   16   38     0.39    20.00     2.13    14.12 near     2.13 Csengeri+14 
 G018.0641-0.3081 18h24m56.90s -13d20m41.3s   40   27   76   33     1.98    46.93     3.79    12.37  far    12.37   Wienen+12 
 G018.0982-0.3545 18h25m10.94s -13d20m10.7s   36   31   89   33     0.59    45.42     3.71    12.45 near     3.71 Csengeri+14 
 G018.0986-0.3431 18h25m08.50s -13d19m50.2s   35   20   63   26     0.54    56.81     4.26    11.90 near     4.26   Wienen+12 
 G018.1042-0.3058 18h25m01.01s -13d18m29.9s   23   20   30   22     0.43    50.99     3.99    12.17 near     3.99   Wienen+12 
 G018.1750-0.2985 18h25m07.58s -13d14m32.3s   31   24   26   27     0.51    49.14     3.89    12.26 near     3.89   Wienen+12 
 G018.8008-0.2958 18h26m18.94s -12d41m15.4s   39   29   68   34     0.75    65.50     4.58    11.51 near     4.58  Shirley+13 
 G018.8441-0.3758 18h26m41.30s -12d41m11.8s   60   34  -14   45     0.96    61.00     4.39    11.70 near     4.39  Shirley+13 
 G018.9295-0.0289 18h25m35.64s -12d26m57.1s   48   37   17   42     0.72    43.60     3.54    12.54 near     3.54  Purcell+12 
 G019.5732-0.1006 18h27m04.90s -11d54m47.5s   38   26  100   31     1.74    63.25     4.43    11.59  far    11.59   Dunham+11 
 G019.5892-0.0799 18h27m02.23s -11d53m21.8s   35   26  121   30     1.70    60.77     4.32    11.70  far    11.70   Dunham+11 
 G022.3685+0.3814 18h30m37.58s  -9d12m49.3s   46   39   65   42     1.04    84.17     5.12    10.60 near     5.12   Wienen+12 
 G022.5309-0.1927 18h32m59.64s  -9d20m06.0s   42   23   42   31     0.72    75.90     4.79    10.92 near     4.79   Wienen+12 
 G022.6919-0.4519 18h34m13.61s  -9d18m42.5s   25   22   15   23     1.21    76.77     4.81    10.87  far    10.87   Wienen+12 
 G022.7215-0.2733 18h33m38.38s  -9d12m11.5s   49   22  110   33     0.74    72.83     4.65    11.03 near     4.65   Wienen+12 
 G023.2674-0.3559 18h34m57.34s  -8d45m24.1s   28   19  148   23     0.53    75.60     4.74    10.87 near     4.74  Shirley+13 
 G023.2694-0.2097 18h34m26.04s  -8d41m15.4s   43   23   72   32     0.75    77.30     4.81    10.80 near     4.81  Shirley+13 
 G023.2778-0.2149 18h34m28.10s  -8d40m57.4s   32   22  121   27     0.64    78.40     4.86    10.76 near     4.86 Csengeri+14 
 G023.2826-0.2007 18h34m25.58s  -8d40m18.5s   42   27  109   34     0.80    78.00     4.84    10.77 near     4.84  Dempsey+14 
 G023.2957+0.0556 18h33m31.85s  -8d32m31.2s   35   20  156   27     0.50    54.80     3.82    11.79 near     3.82  Shirley+13 
 G023.2989-0.2501 18h34m38.06s  -8d40m48.4s   21   19   59   20     0.49    82.20     5.01    10.60 near     5.01  Shirley+13 
 G023.3222-0.0775 18h34m03.48s  -8d34m47.6s   32   20  -28   26     0.71    96.90     5.60    10.01 near     5.60  Shirley+13 
 G023.3339-0.2111 18h34m33.55s  -8d37m51.6s   37   22  -15   28     0.66    79.39     4.90    10.71 near     4.90 Csengeri+14 
 G023.3760-0.1293 18h34m20.64s  -8d33m21.6s   48   26   14   35     0.96    98.39     5.66     9.95 near     5.66 Csengeri+14 
 G023.4556-0.2301 18h34m51.24s  -8d31m54.1s   50   20   -9   32     0.91   103.40     5.86     9.73 near     5.86  Shirley+13 
 G023.4742+0.1037 18h33m41.45s  -8d21m41.0s   29   22  105   26     0.65    85.40     5.14    10.46 near     5.14   Wienen+12 
 G023.4771+0.1147 18h33m39.41s  -8d21m13.7s   28   22   57   25     0.62    85.40     5.14    10.45 near     5.14 Csengeri+14 
 G023.5176+0.2425 18h33m16.44s  -8d15m32.0s   26   19  126   22     1.13    82.25     5.01    10.58  far    10.58 Csengeri+14 
 G023.8923+0.4071 18h33m22.94s  -7d51m01.8s   37   25  130   30     0.77    89.10     5.28    10.26 near     5.28  Shirley+13 
 G023.9790+0.1498 18h34m27.94s  -7d53m31.9s   35   19    6   26     1.35    77.16     4.79    10.75  far    10.75 Csengeri+14 
 G024.0179+0.2107 18h34m19.20s  -7d49m46.6s   38   31   47   34     1.58   105.00     5.94     9.59  far     9.59  Dempsey+14 
 G024.0234+0.2431 18h34m12.84s  -7d48m34.9s   40   24  124   31     0.84    96.20     5.57     9.96 near     5.57  Shirley+13 
 G024.0492-0.2145 18h35m54.14s  -7d59m51.4s   36   30  136   33     0.79    81.10     4.95    10.58 near     4.95  Shirley+13 
 G024.2583+0.1022 18h35m09.34s  -7d39m58.3s   29   22  -15   25     0.69    99.40     5.70     9.80 near     5.70  Shirley+13 
 G024.3462+0.0626 18h35m27.65s  -7d36m23.0s   44   22  -17   31     0.98   117.20     6.53     8.96 near     6.53  Shirley+13 
 G024.4326+0.3238 18h34m41.14s  -7d24m33.8s   42   23   89   31     1.37   114.10     6.37     9.10  far     9.10  Shirley+13 
 G024.5245-0.1397 18h36m30.98s  -7d32m28.0s   40   27  -13   33     0.85    90.30     5.32    10.15 near     5.32  Dempsey+14 
 G024.5269+0.3232 18h34m51.77s  -7d19m33.6s   33   30   17   31     1.41   107.80     6.08     9.39  far     9.39  Shirley+13 
 G024.5458-0.2144 18h36m49.44s  -7d33m23.8s   41   22   16   30     0.84   100.60     5.76     9.71 near     5.76  Shirley+13 
 G024.5611+0.3413 18h34m51.72s  -7d17m14.3s   44   33   54   38     1.73   107.40     6.06     9.40  far     9.40  Shirley+13 
 G024.6669-0.1154 18h36m41.62s  -7d24m12.2s   37   20   32   27     1.20   112.20     6.29     9.16  far     9.16  Shirley+13 
 G024.6897-0.1253 18h36m46.27s  -7d23m15.7s   26   21  148   24     1.09   108.24     6.10     9.34  far     9.34 Csengeri+14 
 G024.7441+0.1624 18h35m50.50s  -7d12m25.6s   59   26   70   39     1.77   107.40     6.07     9.37  far     9.37  Shirley+13 
 G025.1526-0.2906 18h38m13.22s  -7d03m08.6s   38   38  134   38     0.76    63.48     4.15    11.24 near     4.15   Wienen+12 
 G025.8048+0.2712 18h37m24.96s  -6d12m54.4s   37   23  -28   29     0.88   110.46     6.28     9.03 near     6.28 Csengeri+14 
 G026.2895+0.1343 18h38m48.00s  -5d50m50.6s   29   22   12   25     1.08   111.32     6.37     8.87  far     8.87 Csengeri+14 
 G026.3438+0.1365 18h38m53.54s  -5d47m53.2s   25   22   -5   23     0.99   110.53     6.33     8.91  far     8.91 Csengeri+14 
 G026.5753-0.3244 18h40m57.94s  -5d48m12.6s   28   19   87   23     1.00   108.27     6.22     8.99  far     8.99 Csengeri+14 
 G027.4646+0.1189 18h41m01.08s  -4d48m35.6s   44   27  134   34     1.52   100.38     5.84     9.24  far     9.24   Wienen+12 
 G028.1943-0.0747 18h43m02.88s  -4d14m58.6s   34   24   92   29     1.30    98.17     5.76     9.22  far     9.22   Wienen+12 
 G028.2726-0.1666 18h43m31.18s  -4d13m18.8s   49   28  104   37     0.87    79.60     4.84    10.13 near     4.84 Csengeri+14 
 G028.5246-0.2519 18h44m17.14s  -4d02m12.5s   27   19  141   23     0.58    87.33     5.22     9.72 near     5.22 Csengeri+14 
 G028.5413-0.2371 18h44m15.79s  -4d00m54.7s   43   28   11   35     0.86    84.34     5.07     9.86 near     5.07 Csengeri+14 
 G029.5561+0.1861 18h44m36.74s  -2d55m08.8s   33   29   65   31     0.73    79.81     4.86     9.93 near     4.86   Wienen+12 
 G029.8406-0.0342 18h45m55.06s  -2d45m59.4s   28   23  152   26     0.76   100.19     6.03     8.72 near     6.03   Wienen+12 
