|            Name|    sName|      ra|     dec|amaj|amin|  PA|FWHM|    Sp|  Sint|   S_N|  Dist|          VLSR|             l|                b|      amaj_36|      amin_36|      fwhm_eq|Dist_B|sigma_D|              Nh2|        Tdust|     mass_1kpc|         Lum_1kpc|       Mclump|           Lclump|     L_M_ratio|           r_pc|         n_H2|
|            char|     char|  double|  double|long|long|long|long|double|double|double|double|        double|        double|           double|       double|       double|       double|double| double|           double|       double|        double|           double|       double|           double|        double|         double|       double|
|                |         |     deg|     deg|arcs|arcs| deg|arcs|    Jy|    Jy|      |      |              |              |                 |             |             |             |      |       |                 |             |              |                 |             |                 |              |               |             |
|            null|     null|    null|    null|null|null|null|null|  null|  null|  null|  null|          null|          null|             null|         null|         null|         null|  null|   null|             null|         null|          null|             null|         null|             null|          null|           null|         null|
 G017.0289-0.0706 G017_0289 275.5216  -14.148   25   25   31   25   1.19   1.95  18.48   10.4  93.1999969482  17.0289153892   -0.070658179539 19.8097829367 19.8097829367 15.6444878472   9.95     0.4  2.8612342092e+22 19.3218585072  13.5969561146      65.653738663 1346.13264773     6499.88426199  4.82856148905  0.772365877986 10068.8758689 
 G017.1117-0.1136 G017_1117 275.6009 -14.0951   32   20  129   26   0.59   1.06   8.84   10.5  93.0999984741  17.1117429395   -0.113695197745  22.185073811   18.33514385 16.1167614613   9.99    0.37 1.11260152607e+22 23.0253390992  5.59544511988     76.8777683347 558.425982509     7672.40896758  13.7393481104  0.797835341703   3789.554633 
 G018.1483-0.2851 G018_1483 276.2566 -13.2597   36   26   71   31   2.71   6.89   41.9    4.3  56.7999992371  18.1482675734   -0.285214754909 23.6680692073 20.1290213374 23.5743504683   3.55    0.24 6.16670706895e+22 23.7766791646  36.6060911638     627.959004713 461.328263892      7913.8533569  17.1544949146   0.40995159158 23076.7528654 
 G018.3012-0.3894 G018_3012 276.4247 -13.1731   44   36  140   40   3.73  16.34  52.23    3.0  32.2999992371  18.3012721913   -0.389476451326 26.8361230434 23.6680692073 34.6951005187   3.21    0.21 1.14062938281e+23  23.300471644  91.1322947292      1026.1896813 939.036278119     10573.9610951  11.2604393903  0.542540756463 20265.0477621 
 G018.4430-0.0046 G018_4430 276.1434 -12.8679   32   26   95   29   1.12   2.51  13.98   12.0           53.5  18.4430622874 -0.00456635784333  22.185073811 20.1290213374 21.2544113068   3.45    0.21  4.0029763211e+22 19.9059901719  22.0708427078     107.483939218  262.69820533     1279.32758654  4.86995175675  0.360042055119 19398.1260223 
 G018.4602-0.0027 G018_4602 276.1501 -12.8519   34   24   40   28   3.29   7.12  41.75   12.1  52.4000015259  18.4602594734 -0.00285664906332  22.916751515  19.498140937 20.8746257451   3.44     0.2 8.61044712969e+22 22.6507286999  43.8788625925     427.726123564 519.244908375     5061.53985581  9.74788538928  0.352745826616   40770.77439 
 G018.6536-0.0597 G018_6536 276.2944 -12.7075   38   25  -23   31   2.18   5.58  33.03    3.7  44.7999992371  18.6536935288  -0.0597623390543 24.4372154715 19.8097829367 23.8694365246   3.35    0.18 5.79166298171e+22 21.0339247759  35.9431320054     241.057511565  403.37179893     2705.26792354  6.70663623662  0.391599607153 23149.4755304 
 G018.6612+0.0350 G018_6612 276.2123 -12.6565   36   22   65   29    1.9   4.18  27.97   10.8  80.9000015259  18.6613492082   0.0348839913779 23.6680692073 18.8991401921 20.2916238877  10.14    0.23 5.72292425884e+22  18.202218732  35.9136098844     114.541126343 3692.62300287     11777.0727941  3.18935152193   1.01150429939 12296.8574377 
 G018.6664+0.0257 G018_6664 276.2231 -12.6563   27   21   99   24   1.29   1.98  20.47   10.9   80.900001525   18.666451888   0.0256621048003 20.4555004828 18.6125629616 13.6656503687  10.14    0.23 3.57301093228e+22 20.7895264491  19.6142232058     120.821600712 2016.72658433     12422.8286566   6.1598973074  0.692372598224 20940.6315209 
 G018.7099+0.0006 G018_7099 276.2668 -12.6296   40   28   20   33   0.91   2.76   13.4    2.6  28.2999992371  18.7099850695 0.000443930995837 25.2225593467 20.7888792387 27.1983455379  13.05    0.27 2.93326828805e+22 19.9937824246  16.5344703828     78.1568715386 2815.86164236     13310.3106152  4.72690504923   1.73424085855 1860.56752618 
