|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |     Sp |   Sint |    S_N |
|  9835 | G032.4241+0.0813 | 282.5556 |  -0.4149 |   35 |   32 |  42 |   33 |   0.65 |   1.93 |   8.28 |
|  9836 | G032.4558+0.3865 | 282.2985 |  -0.2475 |   24 |   22 | 161 |   23 |   0.76 |   1.07 |   9.36 |
|  9837 | G032.4719+0.2044 | 282.4679 |  -0.3162 |   35 |   32 |   9 |   34 |   1.37 |   4.19 |  15.86 |
|  9838 | G032.7054-0.0605 | 282.8102 |  -0.2292 |   36 |   22 |  80 |   28 |   1.11 |   2.38 |  11.91 |
|  9839 | G032.7379+0.1094 | 282.6737 |  -0.1228 |   28 |   22 |  87 |   25 |   0.68 |   1.14 |   7.12 |
|  9840 | G032.7383+0.1928 | 282.5997 |  -0.0844 |   42 |   31 |  99 |   36 |   0.89 |   3.20 |   8.72 |
|  9841 | G032.7442-0.0753 | 282.8410 |  -0.2014 |   24 |   23 |  -4 |   24 |   5.09 |   7.88 |  54.94 |
|  9842 | G032.7491-0.0650 | 282.8341 |  -0.1924 |   29 |   20 |  78 |   24 |   1.07 |   1.66 |  11.89 |
|  9843 | G032.7674-0.1826 | 282.9471 |  -0.2297 |   36 |   22 | 108 |   28 |   0.84 |   1.79 |   9.58 |
|  9845 | G032.7968+0.1909 | 282.6281 |  -0.0332 |   26 |   24 | -14 |   25 |  11.62 |  19.64 |  88.91 |
|  9846 | G032.8045+0.1912 | 282.6313 |  -0.0262 |   31 |   19 |  82 |   24 |   0.77 |   1.22 |   7.07 |
|  9847 | G032.8202-0.3303 | 283.1026 |  -0.2500 |   28 |   23 |  91 |   25 |   2.52 |   4.43 |  27.79 |
|  9849 | G032.8265-0.0825 | 282.8849 |  -0.1314 |   29 |   22 |  40 |   25 |   0.90 |   1.54 |  10.54 |
|  9850 | G032.8608-0.4121 | 283.1939 |  -0.2512 |   28 |   26 |  86 |   27 |   0.80 |   1.53 |   9.59 |
|  9851 | G032.9262+0.6058 | 282.3178 |   0.2711 |   35 |   22 | 135 |   27 |   0.79 |   1.61 |   9.03 |
|  9853 | G032.9911+0.0342 | 282.8561 |   0.0683 |   29 |   25 | 112 |   27 |   2.58 |   5.02 |  26.13 |
|  9854 | G032.9956+0.0415 | 282.8517 |   0.0756 |   24 |   19 |  39 |   21 |   0.77 |   0.95 |   7.80 |
|  9855 | G033.0223-0.3688 | 283.2291 |  -0.0877 |   34 |   21 |  90 |   27 |   1.30 |   2.50 |  13.83 |
|  9856 | G033.0982+0.0649 | 282.8776 |   0.1776 |   31 |   27 |  31 |   29 |   1.19 |   2.70 |  11.71 |
|  9858 | G033.1326-0.0929 | 283.0338 |   0.1362 |   30 |   24 |  67 |   27 |   4.11 |   8.08 |  41.10 |
|  9859 | G033.1345-0.0221 | 282.9716 |   0.1702 |   32 |   22 |  28 |   26 |   0.56 |   1.06 |   5.99 |
|  9860 | G033.2011+0.0194 | 282.9650 |   0.2485 |   33 |   19 |  51 |   25 |   0.52 |   0.87 |   5.56 |
|  9861 | G033.2058-0.0088 | 282.9923 |   0.2397 |   45 |   25 | 126 |   33 |   0.91 |   2.76 |  10.20 |
|  9863 | G033.2278-0.0179 | 283.0104 |   0.2552 |   22 |   20 |  24 |   21 |   0.84 |   1.02 |   9.39 |
|  9864 | G033.2371-0.0214 | 283.0177 |   0.2618 |   40 |   25 |   7 |   32 |   1.46 |   4.04 |  15.37 |
|  9865 | G033.2645+0.0670 | 282.9516 |   0.3265 |   41 |   31 |  81 |   36 |   1.22 |   4.22 |  12.48 |
|  9866 | G033.2868-0.0190 | 283.0383 |   0.3072 |   30 |   26 |  48 |   28 |   0.80 |   1.65 |   8.42 |
|  9868 | G033.3376+0.1655 | 282.8973 |   0.4365 |   46 |   23 | 121 |   33 |   0.51 |   1.48 |   5.22 |
|  9869 | G033.3860+0.0020 | 283.0648 |   0.4051 |   38 |   22 |  40 |   29 |   0.77 |   1.75 |   8.78 |
|  9870 | G033.3883+0.1670 | 282.9190 |   0.4823 |   24 |   19 |  94 |   21 |   1.24 |   1.51 |  13.01 |
|  9871 | G033.3883+0.1984 | 282.8911 |   0.4966 |   33 |   25 |   7 |   29 |   0.76 |   1.67 |   7.75 |
|  9872 | G033.3917+0.0099 | 283.0605 |   0.4137 |   35 |   23 | 108 |   29 |   1.96 |   4.33 |  19.89 |
|  9873 | G033.4025-0.0032 | 283.0770 |   0.4174 |   42 |   25 |  28 |   32 |   0.65 |   1.85 |   6.52 |
|  9874 | G033.4160-0.0030 | 283.0830 |   0.4294 |   33 |   25 | -19 |   29 |   1.07 |   2.41 |  11.98 |
|  9875 | G033.4173+0.0319 | 283.0525 |   0.4466 |   23 |   22 |  48 |   23 |   0.74 |   1.04 |   8.25 |
|  9876 | G033.4196+0.1249 | 282.9708 |   0.4910 |   28 |   28 | -16 |   28 |   0.63 |   1.35 |   6.84 |
|  9877 | G033.4306-0.0143 | 283.0997 |   0.4373 |   42 |   28 |  13 |   34 |   0.55 |   1.76 |   5.30 |
|  9878 | G033.4526-0.0810 | 283.1691 |   0.4265 |   37 |   28 |  -3 |   32 |   0.52 |   1.44 |   5.69 |
|  9879 | G033.4941-0.0138 | 283.1282 |   0.4941 |   28 |   23 |  15 |   26 |   1.09 |   1.95 |  11.20 |
|  9880 | G033.5185-0.0575 | 283.1783 |   0.4958 |   42 |   23 |  73 |   31 |   0.73 |   1.91 |   8.35 |
|  9881 | G033.5236+0.0195 | 283.1120 |   0.5354 |   31 |   20 |  96 |   25 |   0.65 |   1.09 |   7.72 |
|  9883 | G033.6092+0.2305 | 282.9633 |   0.7079 |   28 |   27 |  68 |   27 |   0.55 |   1.12 |   6.08 |
|  9884 | G033.6218-0.0335 | 283.2040 |   0.5987 |   32 |   23 | 100 |   27 |   0.52 |   1.06 |   6.47 |
|  9885 | G033.6326-0.0227 | 283.1993 |   0.6132 |   30 |   21 |  15 |   25 |   0.53 |   0.91 |   6.16 |
|  9886 | G033.6377-0.0345 | 283.2121 |   0.6124 |   35 |   24 | -12 |   29 |   0.59 |   1.39 |   7.27 |
|  9887 | G033.6416-0.2282 | 283.3863 |   0.5275 |   24 |   23 | 122 |   23 |   1.39 |   2.09 |  17.99 |
|  9888 | G033.6488-0.0273 | 283.2108 |   0.6256 |   39 |   28 |  43 |   33 |   0.74 |   2.21 |   9.14 |
|  9889 | G033.6546-0.0204 | 283.2073 |   0.6339 |   48 |   24 | 118 |   34 |   1.10 |   3.36 |  13.86 |
|  9891 | G033.7038+0.2832 | 282.9595 |   0.8160 |   39 |   28 | 100 |   33 |   0.58 |   1.71 |   7.19 |
|  9892 | G033.7142+0.2557 | 282.9887 |   0.8128 |   22 |   21 |  82 |   22 |   1.12 |   1.42 |  12.99 |
|  9893 | G033.7394-0.0197 | 283.2453 |   0.7097 |   32 |   24 | 112 |   28 |   1.93 |   4.07 |  23.26 |
|  9895 | G033.7440-0.0074 | 283.2365 |   0.7193 |   42 |   34 | -13 |   38 |   0.81 |   3.10 |   9.39 |
|  9897 | G033.8102-0.1877 | 283.4272 |   0.6960 |   28 |   24 |  63 |   26 |   1.64 |   2.95 |  20.32 |
|  9899 | G033.8511+0.0172 | 283.2635 |   0.8259 |   30 |   22 |  48 |   26 |   0.75 |   1.35 |   9.55 |
|  9901 | G033.9147+0.1095 | 283.2103 |   0.9246 |   30 |   27 |  11 |   28 |   6.31 |  13.53 |  68.86 |
|  9902 | G033.9205+0.1044 | 283.2175 |   0.9275 |   46 |   19 | 131 |   29 |   1.17 |   2.76 |  14.03 |
|  9903 | G033.9789-0.0209 | 283.3556 |   0.9223 |   29 |   26 | 107 |   28 |   1.08 |   2.24 |  14.71 |
|  9904 | G033.9907-0.0057 | 283.3475 |   0.9397 |   29 |   21 |  59 |   25 |   0.62 |   1.04 |   7.42 |
|  9906 | G034.0875+0.0104 | 283.3773 |   1.0332 |   26 |   26 |  38 |   26 |   1.15 |   2.18 |  13.87 |
|  9908 | G034.0954+0.0164 | 283.3755 |   1.0430 |   34 |   26 | 106 |   30 |   1.45 |   3.48 |  18.35 |
|  9910 | G034.1327+0.4701 | 282.9887 |   1.2830 |   30 |   25 | 118 |   28 |   1.47 |   3.06 |  20.60 |
|  9912 | G034.1956-0.5926 | 283.9633 |   0.8543 |   32 |   26 | -21 |   29 |   1.58 |   3.53 |  18.78 |
|  9914 | G034.2120+0.1037 | 283.3511 |   1.1865 |   45 |   19 | 141 |   30 |   0.54 |   1.27 |   6.86 |
|  9916 | G034.2289+0.1339 | 283.3318 |   1.2154 |   33 |   19 |  98 |   25 |   1.09 |   1.87 |  15.34 |
|  9917 | G034.2429+0.1315 | 283.3404 |   1.2267 |   26 |   19 |  74 |   22 |   2.14 |   2.87 |  20.46 |
|  9918 | G034.2446+0.1585 | 283.3171 |   1.2406 |   31 |   19 |  35 |   24 |   3.36 |   5.35 |  34.20 |
|  9919 | G034.2455+0.1237 | 283.3486 |   1.2255 |   33 |   19 |  28 |   25 |   0.75 |   1.28 |   7.43 |
|  9921 | G034.2570+0.1656 | 283.3164 |   1.2548 |   35 |   23 | 104 |   29 |   5.97 |  13.38 |  38.41 |
|  9922 | G034.2572+0.1535 | 283.3274 |   1.2495 |   27 |   26 | 120 |   26 |  51.03 |  94.26 | 186.30 |
|  9923 | G034.2657-0.2096 | 283.6544 |   1.0914 |   26 |   23 |  36 |   24 |   0.91 |   1.47 |  11.93 |
|  9924 | G034.2749-0.1513 | 283.6067 |   1.1262 |   30 |   21 |  11 |   25 |   0.80 |   1.36 |  10.12 |
|  9927 | G034.3691+0.2021 | 283.3351 |   1.3713 |   62 |   19 | -25 |   35 |   0.55 |   1.80 |   7.75 |
|  9928 | G034.3724-0.6644 | 284.1078 |   0.9790 |   24 |   22 | -13 |   23 |   0.73 |   1.03 |  11.32 |
|  9929 | G034.3929+0.2187 | 283.3312 |   1.4000 |   32 |   21 | 127 |   26 |   1.35 |   2.53 |  15.25 |
|  9930 | G034.4005+0.2262 | 283.3280 |   1.4101 |   42 |   25 | 137 |   32 |   6.27 |  17.42 |  63.87 |
|  9931 | G034.4112+0.2344 | 283.3255 |   1.4235 |   28 |   21 | 141 |   25 |  10.26 |  16.77 | 100.33 |
|  9932 | G034.4170+0.2321 | 283.3303 |   1.4275 |   25 |   19 | 140 |   22 |   0.55 |   0.71 |   5.39 |
|  9936 | G034.4545+0.0061 | 283.5486 |   1.3578 |   35 |   24 |  -5 |   29 |   1.37 |   3.06 |  18.89 |
|  9938 | G034.4596+0.2486 | 283.3351 |   1.4730 |   34 |   27 |   7 |   30 |   1.88 |   4.63 |  24.03 |
|  9939 | G034.5753+0.0003 | 283.6089 |   1.4627 |   30 |   23 |  84 |   26 |   0.53 |   0.99 |   6.64 |
|  9940 | G034.5913+0.2428 | 283.4003 |   1.5875 |   26 |   25 | 128 |   25 |   0.60 |   1.06 |   8.59 |
|  9943 | G034.6244-0.1306 | 283.7478 |   1.4466 |   35 |   19 |  61 |   26 |   0.61 |   1.09 |   7.86 |
|  9946 | G034.6861+0.0697 | 283.5976 |   1.5929 |   26 |   25 | 155 |   26 |   0.60 |   1.07 |   7.70 |
|  9947 | G034.6978+0.0039 | 283.6615 |   1.5733 |   38 |   30 |  19 |   34 |   0.62 |   1.90 |   7.94 |
|  9949 | G034.7133-0.5951 | 284.2018 |   1.3139 |   36 |   30 | 137 |   33 |   1.87 |   5.51 |  21.73 |
|  9950 | G034.7181-0.6769 | 284.2768 |   1.2807 |   29 |   19 |  49 |   24 |   0.69 |   1.06 |   8.56 |
|  9952 | G034.7310-0.6323 | 284.2429 |   1.3126 |   27 |   21 |  83 |   24 |   0.72 |   1.12 |   8.61 |
|  9954 | G034.7391-0.1197 | 283.7904 |   1.5537 |   32 |   27 | 116 |   29 |   0.61 |   1.40 |   7.28 |
|  9955 | G034.7418-0.1326 | 283.8032 |   1.5502 |   31 |   24 |  64 |   28 |   0.51 |   1.06 |   6.27 |
|  9956 | G034.7512-0.0927 | 283.7719 |   1.5768 |   30 |   23 | 112 |   26 |   0.72 |   1.34 |   8.85 |
|  9958 | G034.7569+0.0249 | 283.6699 |   1.6355 |   27 |   24 | 110 |   25 |   1.19 |   2.06 |  14.37 |
|  9959 | G034.7798-0.5671 | 284.2072 |   1.3858 |   32 |   23 |  23 |   27 |   0.51 |   1.02 |   6.55 |
|  9962 | G034.8206+0.3504 | 283.4091 |   1.8406 |   42 |   29 | 147 |   35 |   2.51 |   8.30 |  28.60 |
|  9964 | G034.9342+0.0226 | 283.7527 |   1.7922 |   47 |   30 | 108 |   38 |   0.52 |   2.00 |   6.28 |
|  9967 | G035.0250+0.3501 | 283.5027 |   2.0224 |   25 |   22 |  18 |   24 |   5.07 |   7.74 |  53.78 |
|  9969 | G035.0423-0.4731 | 284.2434 |   1.6623 |   33 |   24 |  33 |   28 |   0.71 |   1.52 |   7.76 |
|  9970 | G035.0461-0.5116 | 284.2794 |   1.6481 |   30 |   19 |  89 |   24 |   0.51 |   0.78 |   6.06 |
|  9971 | G035.0534-0.5163 | 284.2869 |   1.6524 |   42 |   24 |  68 |   32 |   0.90 |   2.44 |  10.35 |
|  9972 | G035.1330-0.7450 | 284.5268 |   1.6188 |   30 |   29 |  43 |   29 |   6.56 |  15.38 |  56.01 |
|  9973 | G035.1341-0.7589 | 284.5397 |   1.6134 |   48 |   30 |  58 |   38 |   1.49 |   5.87 |  13.75 |
|  9974 | G035.1436-0.7539 | 284.5396 |   1.6242 |   46 |   39 |  83 |   42 |   3.22 |  15.57 |  35.78 |
|  9975 | G035.1493+0.8099 | 283.1498 |   2.3427 |   27 |   21 | 106 |   24 |   1.23 |   1.91 |  14.52 |
|  9976 | G035.1573-0.8232 | 284.6075 |   1.6047 |   29 |   28 | 115 |   29 |   0.66 |   1.49 |   7.71 |
|  9977 | G035.1976-0.7427 | 284.5543 |   1.6773 |   34 |   24 | 105 |   29 |  11.03 |  24.92 |  89.49 |
|  9978 | G035.1991-0.7333 | 284.5466 |   1.6829 |   29 |   26 | -46 |   27 |   1.12 |   2.31 |   9.16 |
|  9979 | G035.2002-0.7513 | 284.5630 |   1.6757 |   20 |   19 | -45 |   19 |   0.83 |   0.85 |   6.76 |
|  9980 | G035.2006-0.7253 | 284.5402 |   1.6880 |   23 |   19 | 131 |   21 |   0.84 |   1.00 |   6.86 |
|  9981 | G035.2067-0.7426 | 284.5583 |   1.6855 |   28 |   21 |  90 |   24 |   1.00 |   1.59 |  11.77 |
|  9982 | G035.2266-0.3587 | 284.2257 |   1.8784 |   32 |   22 | 116 |   26 |   1.37 |   2.59 |  15.53 |
|  9984 | G035.2934+0.8071 | 283.2180 |   2.4697 |   30 |   20 | 108 |   24 |   0.54 |   0.85 |   6.21 |
|  9985 | G035.2974-0.8978 | 284.7379 |   1.6953 |   32 |   19 | 103 |   25 |   0.91 |   1.52 |   9.08 |
|  9986 | G035.3462+0.3486 | 283.6505 |   2.3076 |   21 |   21 |  54 |   21 |   0.65 |   0.77 |   7.02 |
|  9987 | G035.3548+0.0640 | 283.9079 |   2.1855 |   27 |   19 | 119 |   23 |   0.51 |   0.70 |   5.85 |
|  9990 | G035.3989+0.0255 | 283.9623 |   2.2071 |   22 |   19 | 135 |   21 |   0.88 |   1.00 |   9.47 |
|  9991 | G035.4185-0.2838 | 284.2467 |   2.0834 |   28 |   22 |  62 |   25 |   0.71 |   1.16 |  10.00 |
|  9992 | G035.4301+0.1366 | 283.8776 |   2.2855 |   46 |   22 | 122 |   32 |   0.52 |   1.39 |   6.03 |
|  9993 | G035.4440-0.0089 | 284.0136 |   2.2315 |   30 |   25 |  50 |   28 |   0.62 |   1.28 |   7.26 |
|  9994 | G035.4529-0.2951 | 284.2724 |   2.1088 |   26 |   20 | 116 |   22 |   0.92 |   1.24 |  10.85 |
|  9995 | G035.4565+0.1478 | 283.8797 |   2.3142 |   28 |   20 |  43 |   24 |   0.52 |   0.80 |   6.48 |
|  9997 | G035.4582-0.1791 | 284.1716 |   2.1665 |   25 |   20 | -27 |   22 |   1.06 |   1.44 |  11.57 |
|  9998 | G035.4667+0.1403 | 283.8911 |   2.3198 |   34 |   26 |  52 |   30 |   3.71 |   8.94 |  39.19 |
|  9999 | G035.4745+0.1343 | 283.8999 |   2.3240 |   27 |   26 | 172 |   26 |   0.54 |   1.03 |   6.05 |
| 10000 | G035.4780-0.3106 | 284.2977 |   2.1241 |   40 |   20 | 132 |   28 |   0.54 |   1.17 |   6.54 |
| 10002 | G035.4846-0.2883 | 284.2809 |   2.1401 |   52 |   29 | 118 |   39 |   0.56 |   2.34 |   7.19 |
| 10003 | G035.4966-0.2872 | 284.2854 |   2.1513 |   34 |   23 | 135 |   28 |   0.55 |   1.15 |   7.21 |
| 10004 | G035.4980-0.0187 | 284.0469 |   2.2751 |   40 |   40 |  92 |   40 |   0.67 |   2.96 |   7.91 |
| 10006 | G035.5175-0.0342 | 284.0696 |   2.2854 |   51 |   19 |  74 |   31 |   0.51 |   1.33 |   6.68 |
| 10007 | G035.5234-0.2732 | 284.2851 |   2.1815 |   49 |   26 | -40 |   36 |   0.73 |   2.59 |   9.89 |
| 10008 | G035.5240-0.0486 | 284.0855 |   2.2846 |   32 |   19 | 103 |   25 |   0.51 |   0.86 |   6.13 |
| 10011 | G035.5751-0.5856 | 284.5869 |   2.0849 |   36 |   26 | 132 |   30 |   0.53 |   1.33 |   6.98 |
| 10012 | G035.5767+0.0676 | 284.0061 |   2.3845 |   41 |   31 |  10 |   36 |   1.85 |   6.34 |  23.80 |
| 10013 | G035.5779+0.0481 | 284.0239 |   2.3766 |   34 |   24 | 133 |   28 |   0.78 |   1.72 |   8.82 |
| 10014 | G035.5786-0.0312 | 284.0949 |   2.3411 |   25 |   24 | 135 |   24 |   4.77 |   7.61 |  56.11 |
| 10015 | G035.5791+0.0079 | 284.0603 |   2.3594 |   48 |   39 | -42 |   43 |   1.27 |   6.43 |  14.22 |
| 10018 | G035.5895+0.0597 | 284.0189 |   2.3923 |   42 |   25 | -10 |   32 |   0.93 |   2.64 |  11.44 |
| 10021 | G035.6026+0.2237 | 283.8788 |   2.4787 |   26 |   19 |  81 |   22 |   0.56 |   0.76 |   7.15 |
| 10022 | G035.6050-0.2024 | 284.2595 |   2.2865 |   34 |   22 | 114 |   28 |   0.59 |   1.22 |   7.64 |
| 10028 | G035.6817-0.1756 | 284.2706 |   2.3669 |   27 |   24 |   0 |   26 |   1.41 |   2.54 |  18.40 |
| 10030 | G035.7445+0.1469 | 284.0120 |   2.5700 |   24 |   19 | -10 |   21 |   0.54 |   0.68 |   6.16 |
| 10031 | G035.7493+0.1539 | 284.0081 |   2.5775 |   39 |   27 |  44 |   32 |   1.46 |   4.15 |  19.20 |
| 10032 | G035.7615+0.1552 | 284.0124 |   2.5889 |   28 |   25 |  73 |   27 |   0.64 |   1.23 |   7.87 |
| 10033 | G035.7935-0.1747 | 284.3208 |   2.4668 |   27 |   25 |  88 |   26 |   2.33 |   4.24 |  29.37 |
| 10034 | G035.7945-0.1658 | 284.3134 |   2.4718 |   35 |   19 |   2 |   26 |   0.57 |   1.04 |   6.84 |
| 10035 | G035.8256-0.2036 | 284.3612 |   2.4822 |   34 |   28 |  48 |   31 |   0.58 |   1.50 |   7.61 |
| 10037 | G035.9494-0.1462 | 284.3667 |   2.6185 |   34 |   20 |  78 |   26 |   0.63 |   1.16 |   8.01 |
| 10038 | G036.0127-0.1974 | 284.4413 |   2.6514 |   28 |   23 | 145 |   26 |   0.74 |   1.31 |   9.04 |
| 10041 | G036.1147+0.5535 | 283.8189 |   3.0849 |   27 |   24 |  70 |   25 |   1.22 |   2.14 |  17.29 |
| 10043 | G036.3851+0.7876 | 283.7337 |   3.4323 |   29 |   23 | 114 |   26 |   1.13 |   2.09 |  14.65 |
| 10044 | G036.4063+0.0217 | 284.4261 |   3.1017 |   26 |   25 |  94 |   25 |   2.27 |   4.00 |  27.86 |
| 10045 | G036.4233-0.1622 | 284.5977 |   3.0328 |   34 |   24 |  14 |   29 |   0.55 |   1.22 |   7.07 |
| 10050 | G036.7945-0.2040 | 284.8047 |   3.3439 |   41 |   28 |  19 |   34 |   0.59 |   1.81 |   6.93 |
| 10051 | G036.8256-0.0396 | 284.6725 |   3.4467 |   28 |   25 |   2 |   26 |   0.53 |   1.01 |   6.26 |
| 10052 | G036.8396-0.0225 | 284.6637 |   3.4669 |   33 |   27 |  47 |   30 |   1.10 |   2.64 |  12.70 |
| 10054 | G036.8781-0.4733 | 285.0830 |   3.2952 |   28 |   25 |  70 |   26 |   1.03 |   1.94 |  12.58 |
| 10056 | G036.8989-0.4093 | 285.0355 |   3.3430 |   30 |   24 |  50 |   27 |   0.84 |   1.69 |  10.05 |
| 10057 | G036.9204+0.4831 | 284.2499 |   3.7697 |   24 |   23 |  -8 |   23 |   0.72 |   1.05 |   8.26 |
| 10059 | G037.0308-0.0388 | 284.7657 |   3.6296 |   25 |   22 | -11 |   24 |   0.99 |   1.50 |  10.95 |
| 10060 | G037.0422-0.0353 | 284.7678 |   3.6413 |   32 |   27 | -15 |   29 |   1.61 |   3.76 |  17.75 |
| 10062 | G037.1727+0.0991 | 284.7077 |   3.8188 |   28 |   21 | 128 |   24 |   0.77 |   1.21 |   8.34 |
| 10063 | G037.2004-0.4187 | 285.1820 |   3.6068 |   31 |   26 | 147 |   28 |   0.93 |   1.99 |  10.34 |
| 10065 | G037.2675+0.0808 | 284.7675 |   3.8948 |   31 |   28 |  65 |   29 |   1.91 |   4.46 |  20.09 |
| 10066 | G037.2755+0.0744 | 284.7768 |   3.8990 |   23 |   19 |  99 |   21 |   0.83 |   0.97 |   9.41 |
| 10067 | G037.3185+0.1625 | 284.7180 |   3.9775 |   30 |   21 | 126 |   25 |   0.54 |   0.94 |   5.52 |
| 10069 | G037.3406-0.0617 | 284.9280 |   3.8946 |   35 |   28 | 132 |   31 |   1.23 |   3.25 |  13.65 |
| 10070 | G037.3553-0.0588 | 284.9322 |   3.9090 |   34 |   19 | -17 |   26 |   0.57 |   1.01 |   5.96 |
| 10072 | G037.3735-0.2366 | 285.0990 |   3.8440 |   42 |   37 |  32 |   39 |   0.78 |   3.28 |   8.68 |
| 10074 | G037.4690-0.1029 | 285.0236 |   3.9901 |   26 |   22 | 102 |   24 |   0.80 |   1.23 |   9.50 |
| 10075 | G037.4786-0.1051 | 285.0299 |   3.9976 |   29 |   24 |  24 |   26 |   0.94 |   1.79 |  10.28 |
| 10076 | G037.4976+0.5304 | 284.4718 |   4.3048 |   30 |   23 | 136 |   26 |   1.58 |   2.99 |  16.94 |
| 10077 | G037.5462-0.1122 | 285.0673 |   4.0545 |   29 |   26 |  95 |   28 |   2.31 |   4.84 |  25.93 |
| 10079 | G037.5537+0.2006 | 284.7918 |   4.2041 |   31 |   24 |  95 |   27 |   3.52 |   7.11 |  37.21 |
| 10080 | G037.5567+0.1886 | 284.8039 |   4.2012 |   36 |   25 |  74 |   30 |   0.55 |   1.37 |   6.03 |
| 10081 | G037.5998+0.4258 | 284.6120 |   4.3479 |   33 |   23 | 118 |   28 |   0.91 |   1.91 |   8.77 |
| 10082 | G037.6374-0.1040 | 285.1018 |   4.1393 |   33 |   22 |  -6 |   27 |   0.54 |   1.08 |   6.28 |
| 10083 | G037.6696+0.1422 | 284.8969 |   4.2805 |   32 |   23 | 115 |   27 |   0.53 |   1.02 |   5.88 |
| 10084 | G037.7349-0.1124 | 285.1540 |   4.2222 |   29 |   22 |  90 |   26 |   2.75 |   4.88 |  31.03 |
| 10085 | G037.7532-0.1903 | 285.2318 |   4.2028 |   28 |   20 | 106 |   24 |   0.97 |   1.52 |  11.05 |
| 10086 | G037.7545+0.1965 | 284.8875 |   4.3808 |   34 |   27 | -10 |   30 |   0.63 |   1.58 |   6.91 |
| 10087 | G037.7578+0.5599 | 284.5647 |   4.5497 |   24 |   22 |  49 |   23 |   0.68 |   1.01 |   7.97 |
| 10088 | G037.7636-0.2026 | 285.2475 |   4.2064 |   28 |   23 | -41 |   25 |   0.55 |   0.96 |   6.20 |
| 10089 | G037.7645-0.2159 | 285.2598 |   4.2011 |   48 |   30 | 104 |   38 |   2.54 |   9.87 |  28.76 |
| 10091 | G037.8008-0.3712 | 285.4149 |   4.1624 |   32 |   30 | 147 |   31 |   0.64 |   1.71 |   7.59 |
| 10092 | G037.8189-0.3828 | 285.4335 |   4.1731 |   31 |   28 | -28 |   29 |   1.04 |   2.40 |  12.15 |
| 10093 | G037.8198+0.4124 | 284.7248 |   4.5376 |   24 |   22 | 124 |   23 |   2.77 |   4.00 |  31.86 |
| 10094 | G037.8674-0.6011 | 285.6504 |   4.1164 |   29 |   29 |   4 |   29 |   1.57 |   3.63 |  18.04 |
| 10095 | G037.8734-0.3997 | 285.4736 |   4.2138 |   30 |   27 | 121 |   28 |   5.00 |  10.84 |  51.36 |
| 10096 | G037.8798-0.3525 | 285.4345 |   4.2411 |   25 |   19 | 119 |   22 |   0.56 |   0.74 |   6.56 |
| 10097 | G037.9057-0.3418 | 285.4369 |   4.2691 |   22 |   20 |  97 |   21 |   0.79 |   0.92 |   8.96 |
| 10098 | G038.0364-0.0413 | 285.2289 |   4.5228 |   31 |   22 | 100 |   26 |   0.54 |   0.98 |   6.31 |
| 10099 | G038.0383-0.3007 | 285.4611 |   4.4058 |   30 |   20 | 134 |   24 |   0.53 |   0.85 |   5.89 |
| 10100 | G038.1191-0.2296 | 285.4348 |   4.5102 |   30 |   24 |  66 |   27 |   1.06 |   2.13 |  11.34 |
| 10104 | G038.2029-0.0673 | 285.3285 |   4.6590 |   34 |   23 | -38 |   28 |   1.45 |   3.18 |  15.12 |
| 10105 | G038.2545-0.2002 | 285.4708 |   4.6440 |   26 |   20 |  38 |   23 |   0.51 |   0.74 |   5.64 |
| 10106 | G038.2574-0.0742 | 285.3597 |   4.7043 |   32 |   19 | 121 |   25 |   0.51 |   0.85 |   5.07 |
| 10107 | G038.3546-0.9535 | 286.1884 |   4.3878 |   30 |   28 |  90 |   29 |   1.34 |   3.05 |  10.93 |
| 10108 | G038.3583-0.8976 | 286.1403 |   4.4167 |   25 |   21 |  51 |   23 |   0.88 |   1.21 |   7.32 |
| 10109 | G038.3718-0.1489 | 285.4789 |   4.7718 |   36 |   30 | 122 |   33 |   0.83 |   2.45 |   9.04 |
| 10111 | G038.5555+0.1634 | 285.2845 |   5.0780 |   29 |   23 | -18 |   25 |   1.07 |   1.88 |  12.46 |
| 10113 | G038.5975-0.2116 | 285.6385 |   4.9437 |   27 |   22 |  14 |   25 |   0.65 |   1.07 |   7.06 |
| 10114 | G038.6464-0.2260 | 285.6739 |   4.9806 |   24 |   23 |  -7 |   24 |   0.76 |   1.17 |   8.33 |
| 10115 | G038.6534+0.0874 | 285.3973 |   5.1304 |   33 |   28 |  99 |   30 |   0.68 |   1.71 |   7.96 |
| 10116 | G038.6940-0.4521 | 285.8974 |   4.9193 |   26 |   26 |  75 |   26 |   1.70 |   3.08 |  18.97 |
| 10118 | G038.7524+0.1769 | 285.3629 |   5.2592 |   26 |   19 |  56 |   22 |   0.53 |   0.72 |   6.18 |
| 10119 | G038.8488-0.4272 | 285.9464 |   5.0682 |   32 |   22 | -32 |   26 |   0.65 |   1.23 |   7.22 |
| 10120 | G038.8758+0.3089 | 285.3018 |   5.4295 |   30 |   24 | 105 |   27 |   0.89 |   1.72 |  10.58 |
| 10121 | G038.8868+0.3109 | 285.3050 |   5.4401 |   31 |   19 |  73 |   24 |   0.53 |   0.83 |   6.48 |
| 10123 | G038.9208-0.3510 | 285.9116 |   5.1672 |   50 |   28 | -24 |   37 |   2.57 |   9.64 |  24.75 |
