|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD | nSF |
|  8489 | G018.9295-0.0289 | 276.3985 | -12.4492 |   48 |   37 |  17 |   42 | 0.61 |  2.92 |  9.15 |     0 |     0 |       0 |   0 |
|  8505 | G019.0421-0.5603 | 276.9339 | -12.5972 |   42 |   23 | 123 |   31 | 0.54 |  1.41 |  7.32 |     0 |     0 |       0 |   0 |
|  8506 | G019.0514-0.6011 | 276.9754 | -12.6079 |   44 |   23 | -21 |   32 | 0.55 |  1.51 |   7.2 |     0 |     0 |       0 |   0 |
|  8507 | G019.0559-0.2092 | 276.6222 | -12.4215 |   38 |   28 | -37 |   33 |  0.8 |   2.3 | 12.12 |     0 |     0 |       0 |   0 |
|  8512 | G019.0727-0.2984 | 276.7111 | -12.4482 |   27 |   19 | -12 |   23 | 0.59 |  0.84 |   8.1 |     0 |     0 |       0 |   0 |
|  8515 | G019.0872-0.2884 | 276.7089 | -12.4307 |   43 |   23 | 151 |   31 | 0.71 |  1.89 | 10.66 |     0 |     0 |       0 |   0 |
|  8517 | G019.1012+0.3274 | 276.1583 | -12.1309 |   25 |   19 |  -1 |   22 | 0.51 |  0.67 |  7.96 |     0 |     0 |       0 |   0 |
|  8538 | G019.3100-0.3778 | 276.8961 | -12.2751 |   25 |   22 | 131 |   24 | 0.59 |  0.89 | 10.09 |     0 |     0 |       0 |   0 |
|  8540 | G019.3535-0.0349 | 276.6063 | -12.0769 |   26 |   19 | 153 |   22 | 0.54 |  0.73 |  8.65 |     0 |     0 |       0 |   0 |
|  8558 | G019.5732-0.1006 | 276.7704 | -11.9132 |   38 |   26 | 100 |   31 | 0.59 |  1.58 |  9.46 |     0 |     0 |       0 |   0 |
|  8561 | G019.5892-0.0799 | 276.7593 | -11.8894 |   35 |   26 | 121 |   30 | 0.54 |  1.32 |  8.37 |     0 |     0 |       0 |   0 |
|  8567 | G019.6120-0.2592 | 276.9323 | -11.9526 |   44 |   25 | 120 |   33 | 1.39 |  4.18 | 17.41 |     0 |     0 |       0 |   0 |
|  8570 | G019.6299-0.1623 | 276.8532 | -11.8917 |   28 |   21 |  85 |   24 | 0.52 |  0.83 |  8.27 |     0 |     0 |       0 |   0 |
|  8618 | G020.3157+0.0787 | 276.9611 | -11.1725 |   48 |   24 | 117 |   34 | 0.78 |  2.39 | 13.15 |     0 |     0 |       0 |   0 |
|  8621 | G020.3898-0.0189 | 277.0843 | -11.1523 |   36 |   25 |  -7 |   30 | 0.51 |  1.22 |  7.59 |     0 |     0 |       0 |   0 |
|  8647 | G020.7683-0.0556 | 277.2965 | -10.8341 |   23 |   20 |  63 |   22 | 0.75 |  0.95 | 11.32 |     0 |     0 |       0 |   0 |
|  8670 | G021.3385-0.1380 | 277.6397 | -10.3671 |   31 |   26 | -10 |   29 | 0.55 |  1.22 |  8.56 |     0 |     0 |       0 |   0 |
|  8683 | G021.5627-0.1328 | 277.7405 | -10.1659 |   43 |   29 |  40 |   35 | 0.76 |  2.53 | 13.28 |     0 |     0 |       0 |   0 |
|  8717 | G022.3685+0.3814 | 277.6566 |  -9.2137 |   46 |   39 |  65 |   42 | 0.67 |  3.22 | 12.32 |     0 |     0 |       0 |   0 |
|  8737 | G022.5309-0.1927 | 278.2485 |   -9.335 |   42 |   23 |  42 |   31 | 0.76 |   2.0 | 12.27 |     0 |     0 |       0 |   0 |
|  8740 | G022.5431-0.0208 | 278.0997 |  -9.2449 |   36 |   26 |  18 |   30 | 0.59 |  1.49 |  9.44 |     0 |     0 |       0 |   0 |
|  8741 | G022.5483-0.5225 | 278.5532 |  -9.4718 |   38 |   27 | 141 |   32 |  1.3 |  3.68 | 19.06 |     0 |     0 |       0 |   0 |
|  8746 | G022.6919-0.4519 | 278.5567 |  -9.3118 |   25 |   22 |  15 |   23 | 0.58 |  0.86 |  9.55 |     0 |     0 |       0 |   0 |
|  8750 | G022.7215-0.2733 | 278.4099 |  -9.2032 |   49 |   22 | 110 |   33 | 0.77 |  2.28 | 11.69 |     0 |     0 |       0 |   0 |
|  8756 | G022.7366-0.2418 | 278.3888 |  -9.1752 |   29 |   23 |  73 |   26 | 1.08 |  1.98 | 15.84 |     0 |     0 |       0 |   0 |
|  8757 | G022.7413-0.2592 | 278.4066 |  -9.1791 |   50 |   19 |  80 |   31 | 0.53 |  1.35 |  7.66 |     0 |     0 |       0 |   0 |
|  8774 | G022.9474-0.3232 | 278.5603 |  -9.0257 |   37 |   31 |  95 |   34 | 0.56 |  1.75 |  7.65 |     0 |     0 |       0 |   0 |
|  8788 | G023.0289+0.1202 | 278.2002 |  -8.7489 |   27 |   25 |  14 |   26 | 0.58 |  1.07 |  7.71 |     0 |     0 |       0 |   0 |
|  8792 | G023.0443+0.2021 | 278.1339 |  -8.6974 |   34 |   22 | 114 |   27 | 0.53 |  1.07 |  6.28 |     0 |     0 |       0 |   0 |
|  8807 | G023.2056-0.3772 | 278.7292 |  -8.8214 |   25 |   22 | 130 |   24 | 7.35 |  11.3 | 73.17 |     0 |     0 |       0 |   0 |
|  8808 | G023.2081-0.0003 | 278.3919 |  -8.6455 |   24 |   22 | 116 |   23 | 0.84 |   1.2 |   9.6 |     0 |     0 |       0 |   0 |
|  8809 | G023.2122-0.3726 | 278.7281 |  -8.8134 |   41 |   20 |  64 |   29 |  0.6 |  1.34 |  6.34 |     0 |     0 |       0 |   0 |
|  8816 | G023.2674-0.3559 | 278.7389 |  -8.7567 |   28 |   19 | 148 |   23 | 0.63 |   0.9 |   7.3 |     0 |     0 |       0 |   0 |
|  8818 | G023.2694-0.2097 | 278.6085 |  -8.6876 |   43 |   23 |  72 |   32 |  1.1 |  2.96 | 13.01 |     0 |     0 |       0 |   0 |
|  8821 | G023.2778-0.2149 | 278.6171 |  -8.6826 |   32 |   22 | 121 |   27 | 0.86 |  1.69 |  9.38 |     0 |     0 |       0 |   0 |
|  8822 | G023.2826-0.2007 | 278.6066 |  -8.6718 |   42 |   27 | 109 |   34 | 0.79 |  2.45 |  9.41 |     0 |     0 |       0 |   0 |
|  8825 | G023.2957+0.0556 | 278.3827 |   -8.542 |   35 |   20 | 156 |   27 | 0.61 |  1.19 |  7.19 |     0 |     0 |       0 |   0 |
|  8827 | G023.2989-0.2501 | 278.6586 |  -8.6801 |   21 |   19 |  59 |   20 | 0.78 |  0.86 |  8.99 |     0 |     0 |       0 |   0 |
|  8831 | G023.3222-0.0775 | 278.5145 |  -8.5799 |   32 |   20 | -28 |   26 | 0.51 |   0.9 |  5.38 |     0 |     0 |       0 |   0 |
|  8834 | G023.3339-0.2111 | 278.6398 |   -8.631 |   37 |   22 | -15 |   28 | 0.52 |  1.13 |  6.05 |     0 |     0 |       0 |   0 |
|  8836 | G023.3548-0.1347 |  278.581 |  -8.5773 |   43 |   26 |  82 |   33 | 0.57 |  1.71 |  6.62 |     0 |     0 |       0 |   0 |
|  8842 | G023.3760-0.1293 |  278.586 |   -8.556 |   48 |   26 |  14 |   35 | 0.56 |  1.89 |  6.87 |     0 |     0 |       0 |   0 |
|  8843 | G023.3828-0.2168 | 278.6678 |  -8.5903 |   22 |   19 | 113 |   20 | 0.55 |  0.62 |  6.55 |     0 |     0 |       0 |   0 |
|  8847 | G023.3905-0.1757 | 278.6344 |  -8.5645 |   49 |   22 |  95 |   33 | 0.52 |  1.55 |  6.36 |     0 |     0 |       0 |   0 |
|  8849 | G023.3980-0.2471 |  278.702 |  -8.5907 |   48 |   34 | -34 |   40 | 0.79 |   3.5 |  8.76 |     0 |     0 |       0 |   0 |
|  8850 | G023.3983-0.2154 | 278.6736 |  -8.5759 |   41 |   22 | 101 |   30 | 0.73 |  1.77 |  8.58 |     0 |     0 |       0 |   0 |
|  8851 | G023.3995-0.1761 |  278.639 |  -8.5566 |   22 |   20 |  84 |   21 | 0.51 |   0.6 |  5.29 |     0 |     0 |       0 |   0 |
|  8854 | G023.4079-0.2277 | 278.6892 |   -8.573 |   40 |   31 |   4 |   35 | 2.06 |  6.76 | 24.41 |     0 |     0 |       0 |   0 |
|  8857 | G023.4189-0.1928 |  278.663 |  -8.5472 |   22 |   21 |  81 |   22 |  0.6 |  0.77 |  6.95 |     0 |     0 |       0 |   0 |
|  8858 | G023.4194-0.2329 | 278.6992 |  -8.5651 |   34 |   27 | 109 |   30 | 2.03 |  5.12 | 22.47 |     0 |     0 |       0 |   0 |
|  8860 | G023.4212-0.2255 | 278.6935 |  -8.5602 |   32 |   19 |   8 |   25 | 0.58 |  0.97 |  6.56 |     0 |     0 |       0 |   0 |
|  8862 | G023.4264-0.1538 | 278.6315 |  -8.5226 |   24 |   19 |  77 |   21 | 0.55 |  0.68 |  6.34 |     0 |     0 |       0 |   0 |
|  8863 | G023.4291-0.2370 | 278.7074 |  -8.5585 |   27 |   23 |  -6 |   25 | 0.54 |   0.9 |  5.99 |     0 |     0 |       0 |   0 |
|  8864 | G023.4299-0.1802 | 278.6568 |  -8.5315 |   43 |   19 | 105 |   29 | 0.65 |  1.45 |  7.14 |     0 |     0 |       0 |   0 |
|  8868 | G023.4412-0.2555 | 278.7296 |  -8.5563 |   30 |   26 |  85 |   28 | 0.55 |  1.15 |  6.86 |     0 |     0 |       0 |   0 |
|  8872 | G023.4556-0.2301 | 278.7135 |  -8.5317 |   50 |   20 |  -9 |   32 | 0.58 |  1.57 |  7.52 |     0 |     0 |       0 |   0 |
|  8875 | G023.4742+0.1037 | 278.4227 |  -8.3614 |   29 |   22 | 105 |   26 | 0.89 |  1.58 |  9.65 |     0 |     0 |       0 |   0 |
|  8876 | G023.4771+0.1147 | 278.4142 |  -8.3538 |   28 |   22 |  57 |   25 | 0.73 |   1.2 |  7.59 |     0 |     0 |       0 |   0 |
|  8879 | G023.5123-0.0160 | 278.5478 |  -8.3828 |   25 |   21 |  37 |   23 | 0.55 |  0.78 |  6.72 |     0 |     0 |       0 |   0 |
|  8880 | G023.5176+0.2425 | 278.3185 |  -8.2589 |   26 |   19 | 126 |   22 | 0.54 |  0.74 |  6.07 |     0 |     0 |       0 |   0 |
|  8882 | G023.5344-0.0609 | 278.5984 |  -8.3839 |   43 |   23 | 110 |   31 | 0.58 |  1.54 |  7.93 |     0 |     0 |       0 |   0 |
|  8932 | G023.8923+0.4071 | 278.3456 |  -7.8505 |   37 |   25 | 130 |   30 | 0.54 |  1.36 |  8.95 |     0 |     0 |       0 |   0 |
|  8934 | G023.9006+0.0777 | 278.6446 |   -7.995 |   24 |   20 | 148 |   22 | 0.64 |  0.85 | 10.09 |     0 |     0 |       0 |   0 |
|  8941 | G023.9655+0.1382 | 278.6205 |  -7.9095 |   30 |   19 |  86 |   24 | 0.78 |  1.22 | 12.41 |     0 |     0 |       0 |   0 |
|  8942 | G023.9790+0.1498 | 278.6164 |  -7.8922 |   35 |   19 |   6 |   26 |  0.7 |  1.26 | 11.98 |     0 |     0 |       0 |   0 |
|  8952 | G024.0179+0.2107 |   278.58 |  -7.8296 |   38 |   31 |  47 |   34 | 0.58 |  1.81 |  9.92 |     0 |     0 |       0 |   0 |
|  8953 | G024.0234+0.2431 | 278.5535 |  -7.8097 |   40 |   24 | 124 |   31 | 0.52 |  1.35 |  8.49 |     0 |     0 |       0 |   0 |
|  8954 | G024.0238+0.1988 | 278.5934 |  -7.8298 |   32 |   24 |  82 |   28 | 0.96 |  2.03 | 15.55 |     0 |     0 |       0 |   0 |
|  8960 | G024.0492-0.2145 | 278.9756 |  -7.9976 |   36 |   30 | 136 |   33 | 0.58 |   1.7 |  8.78 |     0 |     0 |       0 |   0 |
|  8989 | G024.2583+0.1022 | 278.7889 |  -7.6662 |   29 |   22 | -15 |   25 | 0.55 |  0.91 |  7.95 |     0 |     0 |       0 |   0 |
|  9007 | G024.3462+0.0626 | 278.8652 |  -7.6064 |   44 |   22 | -17 |   31 | 0.82 |  2.18 | 12.05 |     0 |     0 |       0 |   0 |
|  9010 | G024.3547+0.0294 | 278.8988 |  -7.6141 |   25 |   25 |  97 |   25 | 0.56 |  0.94 |   8.0 |     0 |     0 |       0 |   0 |
|  9022 | G024.4089+0.0733 | 278.8847 |  -7.5459 |   36 |   21 | 103 |   27 | 0.96 |  1.98 | 14.33 |     0 |     0 |       0 |   0 |
|  9023 | G024.4144+0.1020 | 278.8616 |  -7.5278 |   38 |   29 |  33 |   33 | 1.55 |  4.63 | 23.27 |     0 |     0 |       0 |   0 |
|  9027 | G024.4309+0.2237 | 278.7603 |   -7.457 |   42 |   35 |  15 |   38 | 0.59 |  2.36 |   8.3 |     0 |     0 |       0 |   0 |
|  9029 | G024.4326+0.3238 | 278.6714 |  -7.4094 |   42 |   23 |  89 |   31 |  0.6 |  1.52 |  8.41 |     0 |     0 |       0 |   0 |
|  9030 | G024.4352+0.2533 | 278.7357 |  -7.4396 |   32 |   28 |  77 |   30 | 1.28 |  3.19 | 18.06 |     0 |     0 |       0 |   0 |
|  9032 | G024.4377+0.2333 | 278.7549 |  -7.4465 |   48 |   32 |  74 |   40 | 0.61 |  2.59 |   9.2 |     0 |     0 |       0 |   0 |
|  9036 | G024.4526+0.5164 | 278.5084 |  -7.3029 |   26 |   20 |  90 |   23 | 0.51 |  0.75 |  7.75 |     0 |     0 |       0 |   0 |
|  9040 | G024.4592+0.1976 | 278.7968 |  -7.4439 |   24 |   21 | 101 |   23 | 2.07 |  2.93 | 27.91 |     0 |     0 |       0 |   0 |
|  9047 | G024.4757+0.4744 | 278.5566 |  -7.3018 |   30 |   28 |  83 |   29 | 0.64 |  1.46 |  9.07 |     0 |     0 |       0 |   0 |
|  9053 | G024.4814+0.1799 |  278.823 |  -7.4324 |   23 |   19 |  11 |   21 | 0.57 |  0.69 |  8.44 |     0 |     0 |       0 |   0 |
|  9067 | G024.5133-0.2142 | 279.1907 |  -7.5853 |   33 |   26 |  50 |   29 | 0.59 |  1.34 |  8.59 |     0 |     0 |       0 |   0 |
|  9072 | G024.5245-0.1397 | 279.1291 |  -7.5411 |   40 |   27 | -13 |   33 | 0.67 |  1.97 |  9.62 |     0 |     0 |       0 |   0 |
|  9075 | G024.5259-0.2841 | 279.2591 |  -7.6062 |   38 |   30 |   6 |   33 | 0.53 |  1.63 |  7.36 |     0 |     0 |       0 |   0 |
|  9076 | G024.5269+0.3232 | 278.7157 |   -7.326 |   33 |   30 |  17 |   31 | 0.54 |  1.44 |  7.64 |     0 |     0 |       0 |   0 |
|  9088 | G024.5458-0.2144 |  279.206 |  -7.5566 |   41 |   22 |  16 |   30 |  0.6 |  1.44 |  7.88 |     0 |     0 |       0 |   0 |
|  9092 | G024.5611+0.3413 | 278.7155 |  -7.2873 |   44 |   33 |  54 |   38 | 0.63 |   2.5 |   9.5 |     0 |     0 |       0 |   0 |
|  9099 | G024.6294+0.1731 | 278.8977 |  -7.3041 |   31 |   26 | -20 |   28 | 1.27 |  2.75 | 17.55 |     0 |     0 |       0 |   0 |
|  9105 | G024.6654-0.1607 | 279.2133 |  -7.4256 |   44 |   24 |  70 |   32 | 0.87 |  2.43 | 12.06 |     0 |     0 |       0 |   0 |
|  9106 | G024.6669-0.1154 | 279.1734 |  -7.4034 |   37 |   20 |  32 |   27 | 0.66 |  1.33 |  8.81 |     0 |     0 |       0 |   0 |
|  9107 | G024.6709-0.1423 | 279.1993 |  -7.4122 |   21 |   19 |  -9 |   20 | 0.63 |   0.7 |  7.53 |     0 |     0 |       0 |   0 |
|  9108 | G024.6729-0.1511 | 279.2081 |  -7.4146 |   38 |   27 | 113 |   32 | 4.16 | 11.74 | 50.81 |     0 |     0 |       0 |   0 |
|  9109 | G024.6817-0.1488 | 279.2102 |  -7.4057 |   34 |   19 |  88 |   25 | 0.73 |  1.27 |  9.57 |     0 |     0 |       0 |   0 |
|  9110 | G024.6897-0.1253 | 279.1928 |  -7.3877 |   26 |   21 | 148 |   24 | 0.98 |  1.48 | 14.75 |     0 |     0 |       0 |   0 |
|  9111 | G024.7028-0.1272 | 279.2006 |   -7.377 |   37 |   27 |  28 |   32 |  0.9 |  2.47 | 11.56 |     0 |     0 |       0 |   0 |
|  9115 | G024.7441+0.1624 | 278.9604 |  -7.2071 |   59 |   26 |  70 |   39 | 0.61 |  2.52 |  7.67 |     0 |     0 |       0 |   0 |
|  9119 | G024.7588-0.0838 | 279.1877 |  -7.3073 |   26 |   26 |  33 |   26 | 0.53 |  0.99 |  6.46 |     0 |     0 |       0 |   0 |
|  9121 | G024.7810+0.0811 | 279.0504 |  -7.2119 |   22 |   19 |  59 |   21 | 1.05 |   1.2 |  10.0 |     0 |     0 |       0 |   0 |
|  9127 | G024.8099+0.1047 | 279.0426 |  -7.1752 |   21 |   19 | 145 |   20 | 0.95 |  1.01 | 11.49 |     0 |     0 |       0 |   0 |
|  9141 | G025.1526-0.2906 | 279.5551 |  -7.0524 |   38 |   38 | 134 |   38 | 0.51 |  2.01 |   6.5 |     0 |     0 |       0 |   0 |
|  9143 | G025.1546+0.0896 | 279.2158 |  -6.8762 |   34 |   27 |  47 |   30 | 0.71 |  1.76 |  9.91 |     0 |     0 |       0 |   0 |
|  9148 | G025.1803+0.1401 | 279.1824 |  -6.8301 |   30 |   26 |  75 |   28 | 0.67 |  1.44 |  9.32 |     0 |     0 |       0 |   0 |
|  9155 | G025.2602-0.4426 | 279.7409 |  -7.0265 |   30 |   23 | -31 |   26 |  0.6 |  1.11 |  7.66 |     0 |     0 |       0 |   0 |
|  9163 | G025.3411-0.1969 | 279.5583 |   -6.842 |   31 |   20 |  -7 |   25 |  0.6 |  1.02 |  7.81 |     0 |     0 |       0 |   0 |
|  9164 | G025.3453-0.1856 | 279.5501 |   -6.833 |   25 |   19 | -14 |   22 | 0.51 |  0.68 |  6.97 |     0 |     0 |       0 |   0 |
|  9165 | G025.3511-0.1910 | 279.5577 |  -6.8304 |   55 |   27 |  -9 |   38 | 1.39 |  5.57 |  18.6 |     0 |     0 |       0 |   0 |
|  9168 | G025.3770-0.1801 | 279.5599 |  -6.8023 |   23 |   19 |  30 |   21 | 0.73 |  0.86 |  8.79 |     0 |     0 |       0 |   0 |
|  9171 | G025.3902-0.1826 | 279.5682 |  -6.7918 |   28 |   19 | -14 |   23 | 0.73 |  1.04 |  8.95 |     0 |     0 |       0 |   0 |
|  9173 | G025.3926-0.1499 |   279.54 |  -6.7746 |   39 |   19 |  -4 |   27 | 0.53 |  1.09 |  6.38 |     0 |     0 |       0 |   0 |
|  9181 | G025.4124-0.1920 | 279.5869 |  -6.7764 |   34 |   19 | 123 |   25 |  0.6 |  1.04 |  7.13 |     0 |     0 |       0 |   0 |
|  9182 | G025.4131-0.1747 | 279.5718 |  -6.7678 |   38 |   29 | 151 |   33 | 0.82 |  2.46 | 10.34 |     0 |     0 |       0 |   0 |
|  9210 | G025.7362+0.2120 | 279.3752 |  -6.3033 |   47 |   37 | -28 |   42 |  0.8 |  3.77 |  9.69 |     0 |     0 |       0 |   0 |
|  9214 | G025.7920+0.2539 | 279.3635 |  -6.2345 |   38 |   21 | 104 |   28 | 0.65 |  1.42 |  7.84 |     0 |     0 |       0 |   0 |
|  9219 | G025.8048+0.2712 |  279.354 |  -6.2151 |   37 |   23 | -28 |   29 | 0.61 |  1.41 |  7.82 |     0 |     0 |       0 |   0 |
|  9222 | G025.8211-0.1701 | 279.7561 |  -6.4032 |   27 |   19 | 149 |   23 | 0.51 |   0.7 |  5.11 |     0 |     0 |       0 |   0 |
|  9232 | G026.1894-0.1796 | 279.9343 |  -6.0802 |   28 |   24 |  -3 |   26 | 0.67 |  1.19 |  7.69 |     0 |     0 |       0 |   0 |
|  9236 | G026.2866+0.1442 | 279.6898 |  -5.8454 |   28 |   20 |  40 |   24 | 0.69 |  1.04 |   7.8 |     0 |     0 |       0 |   0 |
|  9237 | G026.2895+0.1343 |    279.7 |  -5.8474 |   29 |   22 |  12 |   25 | 0.51 |  0.88 |  6.02 |     0 |     0 |       0 |   0 |
|  9240 | G026.3231+0.1330 | 279.7166 |  -5.8181 |   38 |   25 | -13 |   31 |  1.4 |  3.58 | 15.94 |     0 |     0 |       0 |   0 |
|  9244 | G026.3438+0.1365 | 279.7231 |  -5.7981 |   25 |   22 |  -5 |   23 | 0.56 |  0.82 |  6.27 |     0 |     0 |       0 |   0 |
|  9253 | G026.5168+0.2867 | 279.6686 |  -5.5754 |   36 |   22 |  32 |   28 | 1.14 |   2.5 |  9.84 |     0 |     0 |       0 |   0 |
|  9256 | G026.5443-0.2918 |  280.198 |  -5.8161 |   36 |   22 |  25 |   28 | 1.41 |  2.99 | 15.64 |     0 |     0 |       0 |   0 |
|  9258 | G026.5477+0.4260 | 279.5585 |  -5.4841 |   25 |   19 |  18 |   22 | 0.56 |  0.72 |   6.7 |     0 |     0 |       0 |   0 |
|  9261 | G026.5553-0.2984 |  280.209 |  -5.8094 |   30 |   23 | 151 |   26 | 0.59 |  1.11 |  5.89 |     0 |     0 |       0 |   0 |
|  9263 | G026.5753-0.3244 | 280.2414 |  -5.8035 |   28 |   19 |  87 |   23 | 0.55 |  0.81 |  6.18 |     0 |     0 |       0 |   0 |
|  9264 | G026.5847+0.0946 | 279.8714 |  -5.6031 |   41 |   20 |  69 |   29 |  0.7 |  1.59 |  7.84 |     0 |     0 |       0 |   0 |
|  9269 | G026.6529+0.0056 | 279.9823 |  -5.5833 |   38 |   26 |  80 |   31 | 0.53 |  1.39 |  6.31 |     0 |     0 |       0 |   0 |
|  9278 | G026.9559-0.0756 | 280.1942 |  -5.3512 |   29 |   24 |  28 |   26 |  0.9 |   1.7 | 10.91 |     0 |     0 |       0 |   0 |
|  9280 | G027.0111-0.0378 | 280.1859 |  -5.2848 |   32 |   24 | 105 |   27 | 0.52 |  1.04 |  6.42 |     0 |     0 |       0 |   0 |
|  9296 | G027.3154+0.1772 | 280.1339 |  -4.9159 |   35 |   22 | -13 |   28 | 0.87 |  1.83 | 10.57 |     0 |     0 |       0 |   0 |
|  9298 | G027.3600-0.1584 | 280.4539 |  -5.0298 |   26 |   20 | -11 |   23 |  0.8 |  1.13 |   7.5 |     0 |     0 |       0 |   0 |
|  9300 | G027.3717-0.1631 | 280.4634 |  -5.0215 |   27 |   19 |  79 |   23 | 0.93 |   1.3 |  7.49 |     0 |     0 |       0 |   0 |
|  9301 | G027.4646+0.1189 | 280.2545 |  -4.8099 |   44 |   27 | 134 |   34 | 0.83 |  2.65 |  9.65 |     0 |     0 |       0 |   0 |
|  9305 | G027.5035+0.1958 | 280.2037 |  -4.7401 |   30 |   24 |  96 |   27 | 0.71 |  1.37 |  8.23 |     0 |     0 |       0 |   0 |
|  9321 | G027.8071-0.1819 | 280.6801 |   -4.643 |   26 |   19 | 104 |   22 | 0.52 |   0.7 |  6.93 |     0 |     0 |       0 |   0 |
|  9339 | G028.1443+0.3213 |  280.386 |  -4.1129 |   33 |   33 |  -1 |   33 | 0.54 |  1.61 |  7.22 |     0 |     0 |       0 |   0 |
|  9343 | G028.1943-0.0747 |  280.762 |  -4.2496 |   34 |   24 |  92 |   29 | 0.76 |  1.68 |  8.35 |     0 |     0 |       0 |   0 |
|  9345 | G028.2070-0.0495 | 280.7453 |  -4.2267 |   32 |   19 |  98 |   25 | 0.51 |  0.83 |  5.22 |     0 |     0 |       0 |   0 |
|  9352 | G028.2726-0.1666 | 280.8799 |  -4.2219 |   49 |   28 | 104 |   37 | 0.83 |  3.12 | 10.62 |     0 |     0 |       0 |   0 |
|  9353 | G028.2805-0.3524 | 281.0492 |  -4.2998 |   38 |   27 | 108 |   32 | 0.93 |  2.57 | 11.79 |     0 |     0 |       0 |   0 |
|  9361 | G028.3212-0.0096 | 280.7621 |   -4.107 |   33 |   25 |  48 |   28 | 1.56 |  3.42 | 19.99 |     0 |     0 |       0 |   0 |
|  9363 | G028.3248+0.1612 | 280.6114 |  -4.0256 |   26 |   20 | 135 |   23 | 0.75 |  1.06 | 10.39 |     0 |     0 |       0 |   0 |
|  9378 | G028.4010+0.0877 | 280.7119 |  -3.9915 |   22 |   19 |  60 |   20 | 0.64 |  0.71 |  7.61 |     0 |     0 |       0 |   0 |
|  9390 | G028.5246-0.2519 | 281.0714 |  -4.0368 |   27 |   19 | 141 |   23 | 0.52 |  0.73 |  6.53 |     0 |     0 |       0 |   0 |
|  9393 | G028.5413-0.2371 | 281.0658 |  -4.0152 |   43 |   28 |  11 |   35 | 0.74 |   2.4 |  9.33 |     0 |     0 |       0 |   0 |
|  9412 | G028.6593+0.0406 | 280.8723 |  -3.7833 |   31 |   28 |  44 |   29 | 1.15 |   2.7 | 15.35 |     0 |     0 |       0 |   0 |
|  9419 | G028.7071-0.2947 | 281.1931 |  -3.8939 |   42 |   28 |  17 |   34 | 1.09 |   3.5 | 15.03 |     0 |     0 |       0 |   0 |
|  9424 | G028.7725+0.1758 | 280.8036 |  -3.6208 |   31 |   24 |  90 |   27 | 0.67 |  1.33 |  8.98 |     0 |     0 |       0 |   0 |
|  9426 | G028.7873+0.2379 | 280.7551 |  -3.5793 |   27 |   21 |  63 |   24 |  1.7 |  2.68 | 22.11 |     0 |     0 |       0 |   0 |
|  9431 | G028.8120+0.1701 | 280.8268 |  -3.5883 |   37 |   27 |  67 |   32 | 1.69 |  4.55 | 23.04 |     0 |     0 |       0 |   0 |
|  9437 | G028.8349-0.2085 | 281.1747 |  -3.7409 |   31 |   26 |  25 |   29 | 0.86 |  1.92 | 11.21 |     0 |     0 |       0 |   0 |
|  9442 | G028.8601+0.0749 | 280.9336 |  -3.5889 |   23 |   23 | 160 |   23 | 0.63 |  0.92 |  8.18 |     0 |     0 |       0 |   0 |
|  9448 | G028.9577-0.2016 | 281.2248 |  -3.6285 |   24 |   20 |  70 |   22 | 0.66 |  0.84 |  9.09 |     0 |     0 |       0 |   0 |
|  9451 | G028.9852-0.6216 | 281.6118 |  -3.7957 |   37 |   20 | 124 |   27 | 0.59 |  1.18 |  8.14 |     0 |     0 |       0 |   0 |
|  9452 | G029.0015+0.0668 | 281.0056 |   -3.467 |   31 |   20 |  67 |   25 | 0.51 |  0.86 |  6.64 |     0 |     0 |       0 |   0 |
|  9481 | G029.5561+0.1861 | 281.1531 |  -2.9191 |   33 |   29 |  65 |   31 | 0.55 |   1.4 |  7.34 |     0 |     0 |       0 |   0 |
|  9490 | G029.8406-0.0342 | 281.4794 |  -2.7665 |   28 |   23 | 152 |   26 | 0.55 |  0.99 |   6.6 |     0 |     0 |       0 |   0 |
|  9498 | G029.8871+0.0051 | 281.4656 |  -2.7073 |   34 |   24 |  93 |   28 | 0.95 |  2.05 | 10.06 |     0 |     0 |       0 |   0 |
|  9505 | G029.9206-0.0140 | 281.4979 |  -2.6862 |   27 |   19 |  97 |   23 | 0.92 |   1.3 | 10.47 |     0 |     0 |       0 |   0 |
|  9508 | G029.9351-0.0752 | 281.5591 |  -2.7012 |   34 |   23 | -15 |   28 | 0.58 |  1.22 |  6.07 |     0 |     0 |       0 |   0 |
|  9511 | G029.9405-0.7886 | 282.1972 |  -3.0219 |   40 |   21 | -25 |   29 | 0.61 |  1.38 |  6.87 |     0 |     0 |       0 |   0 |
|  9520 | G029.9726-0.0110 |  281.519 |  -2.6385 |   30 |   19 |  63 |   24 | 0.76 |  1.17 |  8.38 |     0 |     0 |       0 |   0 |
|  9525 | G030.0062-0.1192 | 281.6308 |   -2.658 |   32 |   21 |  93 |   26 | 0.59 |  1.08 |  7.11 |     0 |     0 |       0 |   0 |
|  9528 | G030.0127-0.0307 | 281.5548 |  -2.6119 |   30 |   22 |  97 |   26 | 0.53 |  0.98 |  6.62 |     0 |     0 |       0 |   0 |
|  9532 | G030.0556+0.0995 | 281.4585 |  -2.5143 |   28 |   25 |  52 |   26 | 0.53 |   1.0 |  6.56 |     0 |     0 |       0 |   0 |
