|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD | nSF |
|  6162 | G000.9029-0.0258 | 266.9638 | -28.1778 |   47 |   24 |  45 |   33 | 0.63 |  1.92 | 10.53 |     0 |     0 |       0 |   0 |
|  6163 | G000.9056+0.1140 | 266.8297 | -28.1032 |   60 |   38 |  78 |   48 | 0.58 |  3.59 | 10.35 |     0 |     0 |       0 |   0 |
|  6182 | G000.9295+0.0041 | 266.9504 | -28.1396 |   64 |   29 |  -3 |   43 | 0.63 |  3.14 | 11.04 |     0 |     0 |       0 |   0 |
|  6194 | G000.9504-0.0812 | 267.0454 | -28.1658 |   49 |   44 | -31 |   46 | 0.66 |  3.84 | 11.09 |     0 |     0 |       0 |   0 |
|  6196 | G000.9583-0.0693 | 267.0385 | -28.1528 |   40 |   27 | 148 |   33 |  0.7 |  2.06 | 11.78 |     0 |     0 |       0 |   0 |
|  6219 | G000.9940-0.2431 | 267.2283 | -28.2119 |   40 |   27 |  -5 |   32 | 0.61 |  1.74 | 10.93 |     0 |     0 |       0 |   0 |
|  6220 | G000.9979+0.0672 | 266.9292 | -28.0484 |   45 |   38 |  13 |   41 | 0.62 |  2.83 | 12.09 |     0 |     0 |       0 |   0 |
|  6252 | G001.0438-0.1262 | 267.1438 |  -28.109 |   37 |   34 |  56 |   35 | 0.67 |  2.26 |  12.1 |     0 |     0 |       0 |   0 |
|  6256 | G001.0486-0.0686 | 267.0906 | -28.0751 |   40 |   25 |  -3 |   32 | 1.11 |  3.02 | 19.01 |     0 |     0 |       0 |   0 |
|  6267 | G001.0652-0.1338 | 267.1637 | -28.0946 |   34 |   34 |  88 |   34 | 0.67 |  2.08 | 11.68 |     0 |     0 |       0 |   0 |
|  6278 | G001.0840-0.0542 | 267.0974 | -28.0374 |   28 |   19 |  17 |   23 | 0.55 |  0.79 |  9.62 |     0 |     0 |       0 |   0 |
|  6283 | G001.0891-0.0028 | 267.0505 | -28.0065 |   37 |   25 |  56 |   30 | 0.53 |  1.31 |  9.78 |     0 |     0 |       0 |   0 |
|  6284 | G001.0940-0.0278 | 267.0776 | -28.0152 |   51 |   37 |   3 |   43 | 1.23 |  6.19 | 22.33 |     0 |     0 |       0 |   0 |
|  6307 | G001.1295+0.0038 | 267.0677 | -27.9685 |   63 |   32 | -27 |   45 | 0.72 |  3.94 | 12.71 |     0 |     0 |       0 |   0 |
|  6311 | G001.1326-0.1170 | 267.1867 | -28.0282 |   33 |   27 |  84 |   30 | 1.35 |  3.19 | 23.34 |     0 |     0 |       0 |   0 |
|  6336 | G001.1611-0.1117 | 267.1982 |  -28.001 |   38 |   31 |  50 |   34 | 0.59 |  1.87 | 10.25 |     0 |     0 |       0 |   0 |
|  6338 | G001.1620-0.1253 | 267.2119 | -28.0073 |   22 |   21 |  43 |   21 | 0.55 |  0.68 |  9.98 |     0 |     0 |       0 |   0 |
|  6341 | G001.1655+0.2326 | 266.8672 | -27.8194 |   46 |   30 |  72 |   37 | 0.69 |  2.51 | 12.07 |     0 |     0 |       0 |   0 |
|  6345 | G001.1738+0.0936 | 267.0066 | -27.8842 |   38 |   31 | 146 |   34 |  0.7 |  2.22 |  12.4 |     0 |     0 |       0 |   0 |
|  6366 | G001.1985+0.0762 | 267.0379 |  -27.872 |   34 |   23 |   9 |   28 | 0.57 |  1.22 | 10.41 |     0 |     0 |       0 |   0 |
|  6371 | G001.2013+0.0046 | 267.1089 | -27.9066 |   49 |   34 | -10 |   41 | 0.53 |   2.4 |  9.36 |     0 |     0 |       0 |   0 |
|  6375 | G001.2106+0.1020 |   267.02 | -27.8484 |   72 |   30 | 116 |   47 | 0.82 |  4.86 | 15.32 |     0 |     0 |       0 |   0 |
|  6394 | G001.2250-0.0034 | 267.1305 | -27.8904 |   34 |   22 |  95 |   27 | 0.52 |  1.05 |  9.56 |     0 |     0 |       0 |   0 |
|  6403 | G001.2339+0.0592 | 267.0751 | -27.8505 |   30 |   23 |  33 |   26 | 0.74 |  1.38 | 13.57 |     0 |     0 |       0 |   0 |
|  6404 | G001.2360-0.0558 | 267.1877 |  -27.908 |   46 |   31 |  19 |   38 | 0.54 |  2.05 |  9.74 |     0 |     0 |       0 |   0 |
|  6452 | G001.2866+0.2941 | 266.8785 |  -27.684 |   36 |   34 | 122 |   35 | 0.56 |   1.9 | 11.05 |     0 |     0 |       0 |   0 |
|  6455 | G001.2885+0.0346 | 267.1307 | -27.8164 |   39 |   39 |   6 |   39 | 0.95 |  3.93 | 17.03 |     0 |     0 |       0 |   0 |
|  6456 | G001.2890+0.1464 | 267.0228 | -27.7583 |   33 |   28 |  29 |   31 | 0.51 |  1.31 |  9.01 |     0 |     0 |       0 |   0 |
|  6462 | G001.2981+0.0310 | 267.1398 |   -27.81 |   33 |   23 | 153 |   27 |  0.7 |   1.4 | 12.94 |     0 |     0 |       0 |   0 |
|  6479 | G001.3159-0.0466 | 267.2253 | -27.8348 |   36 |   34 |  99 |   35 | 0.53 |  1.73 |  9.88 |     0 |     0 |       0 |   0 |
|  6480 | G001.3165-0.1432 | 267.3194 |  -27.884 |   42 |   31 |  -2 |   36 | 0.68 |  2.38 | 12.15 |     0 |     0 |       0 |   0 |
|  6483 | G001.3214-0.0710 | 267.2523 | -27.8427 |   43 |   29 |  78 |   35 | 0.58 |  1.96 |  10.9 |     0 |     0 |       0 |   0 |
|  6495 | G001.3340+0.0966 | 267.0973 | -27.7455 |   58 |   30 | 101 |   41 | 0.81 |  3.77 | 13.99 |     0 |     0 |       0 |   0 |
|  6535 | G001.3794+0.1111 | 267.1097 | -27.6991 |   55 |   34 |  32 |   43 | 0.54 |  2.71 | 10.18 |     0 |     0 |       0 |   0 |
|  6537 | G001.3810-0.2105 | 267.4222 | -27.8634 |   70 |   47 | 126 |   57 | 0.71 |   6.3 | 13.68 |     0 |     0 |       0 |   0 |
|  6600 | G001.4536+0.2001 | 267.0668 | -27.5896 |   37 |   25 | -35 |   30 | 0.58 |  1.43 | 10.65 |     0 |     0 |       0 |   0 |
|  6612 | G001.4727+0.0399 | 267.2328 | -27.6559 |   51 |   49 | 159 |   50 |  0.8 |  5.43 | 14.45 |     0 |     0 |       0 |   0 |
|  6617 | G001.4811+0.1983 | 267.0846 |  -27.567 |   43 |   38 | -55 |   40 | 0.59 |  2.58 | 10.97 |     0 |     0 |       0 |   0 |
|  6627 | G001.5040+0.1548 |   267.14 | -27.5698 |   47 |   33 |  92 |   40 | 0.51 |  2.17 |   9.8 |     0 |     0 |       0 |   0 |
|  6637 | G001.5229-0.1140 | 267.4111 |  -27.692 |   61 |   41 |  45 |   50 | 0.63 |  4.32 | 12.23 |     0 |     0 |       0 |   0 |
|  6662 | G001.5801+0.0068 | 267.3273 | -27.5809 |   23 |   19 | -23 |   21 | 0.52 |  0.61 |  8.83 |     0 |     0 |       0 |   0 |
|  6676 | G001.5979+0.0246 | 267.3204 | -27.5564 |   55 |   31 | 118 |   41 | 1.95 |  8.97 | 33.44 |     0 |     0 |       0 |   0 |
|  6678 | G001.5993-0.0266 | 267.3708 | -27.5815 |   48 |   28 |  12 |   36 | 0.53 |  1.88 |  9.19 |     0 |     0 |       0 |   0 |
|  6685 | G001.6076-0.1777 | 267.5219 |  -27.652 |   38 |   30 |  24 |   34 | 0.53 |  1.64 |   9.4 |     0 |     0 |       0 |   0 |
|  6686 | G001.6084+0.0310 | 267.3203 | -27.5441 |   32 |   20 | 148 |   25 | 0.64 |  1.13 | 11.53 |     0 |     0 |       0 |   0 |
|  6691 | G001.6177+0.0360 | 267.3209 | -27.5336 |   28 |   24 |   2 |   26 | 0.61 |  1.13 | 10.88 |     0 |     0 |       0 |   0 |
|  6697 | G001.6359-0.0278 | 267.3931 | -27.5507 |   36 |   21 |  42 |   27 | 0.53 |  1.08 |  8.65 |     0 |     0 |       0 |   0 |
|  6698 | G001.6387-0.1889 | 267.5508 | -27.6311 |   40 |   30 |  49 |   35 | 0.73 |   2.4 | 12.99 |     0 |     0 |       0 |   0 |
|  6702 | G001.6486-0.0631 | 267.4347 |  -27.558 |   38 |   38 |  14 |   38 | 1.41 |  5.63 |  24.9 |     0 |     0 |       0 |   0 |
|  6710 | G001.6627-0.1744 | 267.5506 |  -27.603 |   58 |   30 | 157 |   42 | 0.56 |  2.62 | 10.06 |     0 |     0 |       0 |   0 |
|  6712 | G001.6662-0.1394 | 267.5187 | -27.5821 |   33 |   30 | -15 |   32 | 0.84 |  2.27 | 13.67 |     0 |     0 |       0 |   0 |
|  6720 | G001.6825-0.0911 | 267.4814 | -27.5433 |   36 |   26 |  24 |   31 | 0.56 |  1.44 |  9.88 |     0 |     0 |       0 |   0 |
|  6724 | G001.6971-0.1706 | 267.5668 | -27.5716 |   80 |   23 |   2 |   43 | 0.59 |  2.95 | 10.83 |     0 |     0 |       0 |   0 |
|  6727 | G001.6976-0.0874 | 267.4866 | -27.5285 |   48 |   28 | -12 |   37 | 0.75 |  2.74 | 13.34 |     0 |     0 |       0 |   0 |
|  6737 | G001.7174-0.4030 | 267.8039 | -27.6731 |   35 |   25 |  13 |   29 | 0.64 |  1.51 | 11.56 |     0 |     0 |       0 |   0 |
|  6745 | G001.7377-0.3961 | 267.8089 | -27.6522 |   44 |   27 |  51 |   35 | 0.52 |   1.7 |  9.51 |     0 |     0 |       0 |   0 |
|  6755 | G001.7640-0.4096 | 267.8371 | -27.6364 |   36 |   27 |   4 |   31 |  0.6 |  1.55 | 10.29 |     0 |     0 |       0 |   0 |
|  6763 | G001.7955-0.1254 |   267.58 | -27.4639 |   49 |   29 | 137 |   38 |  0.6 |   2.3 | 10.36 |     0 |     0 |       0 |   0 |
|  6812 | G002.4446-0.5447 | 268.3584 | -27.1195 |   37 |   25 |  99 |   31 |  0.7 |  1.78 | 11.66 |     0 |     0 |       0 |   0 |
|  6820 | G002.5034-0.0469 | 267.9111 | -26.8155 |   43 |   31 |  70 |   37 | 0.55 |  2.02 |  9.05 |     0 |     0 |       0 |   0 |
|  6841 | G002.7039+0.0402 | 267.9418 | -26.5986 |   25 |   24 |  90 |   25 | 1.05 |  1.74 | 16.78 |     0 |     0 |       0 |   0 |
|  6869 | G002.9402+0.1305 | 267.9898 | -26.3494 |   45 |   34 |  43 |   39 | 0.56 |  2.31 |  9.81 |     0 |     0 |       0 |   0 |
|  6884 | G002.9836+0.0107 | 268.1295 | -26.3731 |   37 |   26 |  53 |   31 | 0.56 |  1.49 |   9.4 |     0 |     0 |       0 |   0 |
|  6901 | G003.0371-0.0582 | 268.2261 | -26.3621 |   63 |   50 |   6 |   56 | 0.55 |  4.76 |  9.58 |     0 |     0 |       0 |   0 |
|  6905 | G003.0490-0.0474 | 268.2225 | -26.3463 |   23 |   21 | 149 |   22 | 0.51 |  0.66 |  8.49 |     0 |     0 |       0 |   0 |
|  6913 | G003.0792+0.1620 | 268.0386 | -26.2137 |   38 |   30 | 151 |   34 | 0.55 |   1.7 |  9.24 |     0 |     0 |       0 |   0 |
|  6920 | G003.0928+0.1680 | 268.0406 |  -26.199 |   54 |   44 | 105 |   49 | 1.22 |  7.84 | 21.31 |     0 |     0 |       0 |   0 |
|  6943 | G003.1447+0.4733 | 267.7778 | -25.9985 |   35 |   26 |  85 |   30 | 0.53 |  1.32 |  8.31 |     0 |     0 |       0 |   0 |
|  6966 | G003.2110+0.6465 |   267.65 | -25.8529 |   43 |   38 | 116 |   40 | 0.56 |  2.44 |  8.74 |     0 |     0 |       0 |   0 |
|  6975 | G003.2278+0.4924 | 267.8067 | -25.9173 |   55 |   30 |  59 |   41 | 0.52 |  2.38 |  8.24 |     0 |     0 |       0 |   0 |
|  6982 | G003.2413+0.6334 | 267.6797 | -25.8336 |   38 |   24 |  18 |   30 | 0.67 |  1.64 | 10.56 |     0 |     0 |       0 |   0 |
|  6986 | G003.2554+0.4120 | 267.8993 | -25.9346 |   37 |   32 |  -6 |   34 | 0.59 |  1.86 |  9.57 |     0 |     0 |       0 |   0 |
|  6993 | G003.2702+0.4446 | 267.8765 | -25.9053 |   56 |   39 | -14 |   47 | 0.53 |  3.15 |  8.56 |     0 |     0 |       0 |   0 |
|  6994 | G003.2739+0.5804 | 267.7489 | -25.8327 |   38 |   32 |  90 |   35 | 0.54 |  1.77 |   8.5 |     0 |     0 |       0 |   0 |
|  7001 | G003.3056-0.4044 | 268.7109 |  -26.306 |   51 |   21 |  50 |   33 | 0.53 |  1.52 |  8.58 |     0 |     0 |       0 |   0 |
|  7006 | G003.3249+0.4418 | 267.9102 | -25.8597 |   43 |   38 |  71 |   40 | 0.64 |  2.86 |  9.82 |     0 |     0 |       0 |   0 |
|  7010 | G003.3373+0.4191 |  267.939 | -25.8606 |   40 |   26 |  87 |   32 | 0.72 |  2.07 | 11.54 |     0 |     0 |       0 |   0 |
|  7019 | G003.3574+0.4819 | 267.8904 | -25.8112 |   30 |   19 |  96 |   24 | 0.54 |  0.83 |  8.45 |     0 |     0 |       0 |   0 |
|  7024 | G003.3676+0.3988 | 267.9755 | -25.8449 |   54 |   41 |   7 |   47 | 0.55 |  3.31 |  8.44 |     0 |     0 |       0 |   0 |
|  7028 | G003.3862+0.3080 | 268.0729 | -25.8752 |   42 |   28 | 111 |   34 | 0.52 |  1.62 |  8.26 |     0 |     0 |       0 |   0 |
|  7035 | G003.4350-0.5719 |  268.945 | -26.2788 |   33 |   26 |  44 |   29 | 0.66 |  1.51 |  9.73 |     0 |     0 |       0 |   0 |
|  7078 | G004.4076+0.0993 | 268.8458 | -25.1005 |   23 |   19 | 133 |   21 | 0.55 |  0.65 |  8.91 |     0 |     0 |       0 |   0 |
|  7081 | G004.4341+0.1294 | 268.8317 | -25.0624 |   34 |   23 | 126 |   28 | 3.09 |  6.55 | 46.44 |     0 |     0 |       0 |   0 |
|  7088 | G004.5229-0.8292 | 269.7982 | -25.4661 |   34 |   24 | 106 |   29 | 0.53 |  1.18 |  8.92 |     0 |     0 |       0 |   0 |
|  7111 | G004.7473-0.7623 | 269.8576 | -25.2383 |   41 |   31 |  97 |   36 | 0.51 |  1.79 |  8.99 |     0 |     0 |       0 |   0 |
|  7120 | G004.8168+0.2288 | 268.9497 | -24.6818 |   31 |   22 |  85 |   26 | 0.55 |  1.04 |  9.68 |     0 |     0 |       0 |   0 |
|  7146 | G005.3876+0.1874 | 269.3042 |  -24.209 |   31 |   20 |  80 |   25 | 0.67 |   1.1 |  9.13 |     0 |     0 |       0 |   0 |
|  7170 | G005.8243-0.5221 | 270.2172 | -24.1843 |   33 |   27 | 132 |   30 | 0.86 |  2.09 | 11.48 |     0 |     0 |       0 |   0 |
|  7173 | G005.8292-0.4071 | 270.1104 |  -24.123 |   23 |   19 | 122 |   21 | 0.53 |  0.62 |  6.88 |     0 |     0 |       0 |   0 |
|  7174 | G005.8324-0.5130 | 270.2129 | -24.1728 |   39 |   36 |  80 |   38 | 1.63 |   6.3 | 19.69 |     0 |     0 |       0 |   0 |
|  7177 | G005.8357-0.9958 | 270.6751 | -24.4086 |   41 |   29 | 144 |   35 | 0.57 |  1.89 |   5.9 |     0 |     0 |       0 |   0 |
|  7178 | G005.8421-0.4018 | 270.1124 | -24.1091 |   22 |   19 |  17 |   21 | 0.59 |  0.68 |  7.16 |     0 |     0 |       0 |   0 |
|  7180 | G005.8523-0.2397 | 269.9639 | -24.0197 |   36 |   32 | 154 |   34 |  0.6 |   1.9 |  8.06 |     0 |     0 |       0 |   0 |
|  7183 | G005.8763-0.3919 | 270.1216 | -24.0746 |   33 |   19 | 108 |   25 | 1.06 |   1.8 |  9.15 |     0 |     0 |       0 |   0 |
|  7184 | G005.8799-0.3591 | 270.0923 | -24.0552 |   33 |   25 | 147 |   29 | 0.98 |  2.18 | 10.47 |     0 |     0 |       0 |   0 |
|  7186 | G005.8824-0.3833 | 270.1167 |  -24.065 |   27 |   19 | 130 |   22 | 1.05 |  1.44 |  7.23 |     0 |     0 |       0 |   0 |
|  7190 | G005.8893-0.4565 |   270.19 | -24.0953 |   28 |   19 | 141 |   23 | 1.02 |  1.48 | 11.64 |     0 |     0 |       0 |   0 |
|  7191 | G005.8917-0.3567 | 270.0964 | -24.0437 |   48 |   19 |  19 |   30 | 0.65 |  1.62 |  8.26 |     0 |     0 |       0 |   0 |
|  7193 | G005.8931-0.3200 | 270.0623 | -24.0243 |   29 |   25 | 141 |   27 | 2.34 |  4.59 | 28.54 |     0 |     0 |       0 |   0 |
|  7194 | G005.8980-0.4435 | 270.1824 | -24.0813 |   42 |   36 |  -5 |   39 | 4.32 | 17.63 | 40.75 |     0 |     0 |       0 |   0 |
|  7197 | G005.9040-0.4245 | 270.1676 | -24.0667 |   30 |   19 |  54 |   24 | 0.55 |  0.85 |  5.28 |     0 |     0 |       0 |   0 |
|  7199 | G005.9052-0.4430 | 270.1858 | -24.0748 |   24 |   19 |  16 |   21 | 1.05 |   1.3 | 10.65 |     0 |     0 |       0 |   0 |
|  7202 | G005.9133-0.9883 | 270.7099 | -24.3373 |   39 |   31 | 109 |   35 | 0.54 |  1.76 |  5.77 |     0 |     0 |       0 |   0 |
|  7207 | G005.9394-0.3754 | 270.1402 | -24.0115 |   43 |   19 |  34 |   29 | 0.64 |  1.44 |  8.43 |     0 |     0 |       0 |   0 |
|  7210 | G005.9429-0.4221 | 270.1864 | -24.0317 |   20 |   19 | 134 |   20 | 0.61 |  0.63 |  7.43 |     0 |     0 |       0 |   0 |
|  7212 | G005.9547-0.4768 | 270.2449 | -24.0486 |   29 |   22 |  -4 |   25 | 0.67 |  1.15 |  8.64 |     0 |     0 |       0 |   0 |
|  7228 | G006.0979-0.0896 |  269.955 |  -23.732 |   26 |   21 | 117 |   23 | 0.52 |  0.77 |   7.1 |     0 |     0 |       0 |   0 |
|  7229 | G006.1099-0.6397 | 270.4839 | -23.9943 |   35 |   29 | -23 |   32 | 0.75 |  2.06 | 10.35 |     0 |     0 |       0 |   0 |
|  7231 | G006.1204-0.6486 |  270.498 | -23.9896 |   46 |   28 |  83 |   36 | 0.73 |  2.61 |   9.1 |     0 |     0 |       0 |   0 |
|  7241 | G006.2130-0.5937 | 270.4959 |  -23.882 |   39 |   19 |  98 |   27 | 0.65 |  1.29 |  7.78 |     0 |     0 |       0 |   0 |
|  7245 | G006.2213-0.0471 | 269.9818 | -23.6039 |   32 |   24 |  46 |   28 | 1.09 |  2.32 | 13.79 |     0 |     0 |       0 |   0 |
|  7258 | G006.4609-0.3902 | 270.4365 |  -23.566 |   27 |   22 | 119 |   24 | 0.51 |  0.82 |  6.42 |     0 |     0 |       0 |   0 |
|  7262 | G006.4916-0.3322 | 270.3981 | -23.5105 |   28 |   20 | -12 |   24 | 0.54 |  0.81 |  6.94 |     0 |     0 |       0 |   0 |
|  7263 | G006.4982-0.3222 | 270.3922 | -23.4999 |   45 |   32 | -40 |   38 | 0.79 |  3.08 |  9.96 |     0 |     0 |       0 |   0 |
|  7285 | G006.9026-0.2229 | 270.5159 | -23.0992 |   28 |   20 | 102 |   24 | 0.77 |  1.16 |   9.1 |     0 |     0 |       0 |   0 |
|  7304 | G007.2503-0.0792 | 270.5667 | -22.7259 |   26 |   21 |  42 |   23 | 0.54 |   0.8 |  6.61 |     0 |     0 |       0 |   0 |
|  7306 | G007.2677-0.5295 | 271.0013 | -22.9326 |   38 |   32 |  34 |   35 | 1.46 |  4.78 | 15.97 |     0 |     0 |       0 |   0 |
|  7307 | G007.2761-0.1662 | 270.6625 | -22.7465 |   38 |   26 |  58 |   32 | 0.87 |  2.36 | 11.02 |     0 |     0 |       0 |   0 |
|  7314 | G007.3449-0.0001 | 270.5428 | -22.6046 |   34 |   28 |  58 |   31 | 0.59 |  1.55 |   7.7 |     0 |     0 |       0 |   0 |
|  7315 | G007.3655+0.6974 | 269.8986 | -22.2409 |   41 |   26 |  38 |   33 | 0.57 |  1.66 |  7.32 |     0 |     0 |       0 |   0 |
|  7322 | G007.5063+0.4019 | 270.2513 | -22.2655 |   26 |   20 | 126 |   23 | 0.86 |  1.27 | 10.91 |     0 |     0 |       0 |   0 |
|  7325 | G007.6359-0.1491 | 270.8384 | -22.4249 |   35 |   22 |  64 |   28 | 0.61 |  1.28 |  7.41 |     0 |     0 |       0 |   0 |
|  7328 | G007.9764-0.3578 | 271.2157 | -22.2309 |   36 |   26 |  76 |   31 | 0.66 |   1.7 |  7.82 |     0 |     0 |       0 |   0 |
|  7330 | G008.0013-0.2695 | 271.1458 | -22.1659 |   32 |   19 |  83 |   25 | 0.52 |  0.86 |  6.18 |     0 |     0 |       0 |   0 |
|  7333 | G008.0195-0.1724 | 271.0641 | -22.1023 |   41 |   26 | 110 |   33 | 0.61 |  1.78 |  7.39 |     0 |     0 |       0 |   0 |
|  7334 | G008.0495-0.2433 | 271.1467 |  -22.111 |   26 |   24 | 119 |   25 |  1.0 |   1.7 | 12.95 |     0 |     0 |       0 |   0 |
|  7338 | G008.0930+0.2255 | 270.7296 | -21.8426 |   46 |   21 |  82 |   31 | 0.56 |  1.48 |  7.61 |     0 |     0 |       0 |   0 |
|  7341 | G008.1102+0.2591 | 270.7072 | -21.8111 |   25 |   23 | -22 |   24 | 0.55 |  0.83 |  7.35 |     0 |     0 |       0 |   0 |
|  7342 | G008.1232+0.2573 | 270.7158 | -21.8007 |   33 |   23 |  62 |   28 | 0.82 |  1.69 | 11.45 |     0 |     0 |       0 |   0 |
|  7345 | G008.1384+0.2340 | 270.7457 | -21.7989 |   35 |   20 |  28 |   26 | 0.96 |  1.82 | 12.09 |     0 |     0 |       0 |   0 |
|  7348 | G008.1414+0.2076 |  270.772 | -21.8093 |   24 |   19 | 134 |   21 | 0.66 |   0.8 |  8.23 |     0 |     0 |       0 |   0 |
|  7353 | G008.2629+0.1680 | 270.8735 |  -21.723 |   51 |   20 |  11 |   32 | 0.51 |  1.38 |  6.19 |     0 |     0 |       0 |   0 |
|  7358 | G008.3295-0.0752 | 271.1368 | -21.7846 |   27 |   20 |  74 |   23 | 0.64 |  0.92 |  7.92 |     0 |     0 |       0 |   0 |
|  7361 | G008.3778-0.3479 | 271.4185 |  -21.876 |   26 |   20 |  83 |   23 | 0.96 |  1.35 | 12.03 |     0 |     0 |       0 |   0 |
|  7371 | G008.4328-0.2806 | 271.3842 | -21.7951 |   27 |   19 | 123 |   23 | 0.62 |  0.87 |  7.88 |     0 |     0 |       0 |   0 |
|  7376 | G008.4691-0.2685 | 271.3919 | -21.7575 |   40 |   21 |  32 |   29 | 0.59 |  1.32 |  7.15 |     0 |     0 |       0 |   0 |
|  7384 | G008.5032-0.9834 | 272.0828 | -22.0759 |   37 |   22 |  34 |   28 | 0.78 |  1.69 |  7.61 |     0 |     0 |       0 |   0 |
|  7388 | G008.5441-0.3421 | 271.5005 | -21.7281 |   34 |   26 | 122 |   30 | 0.63 |  1.51 |  7.73 |     0 |     0 |       0 |   0 |
|  7403 | G008.7264-0.3959 | 271.6468 | -21.5952 |   28 |   21 | 108 |   24 | 0.95 |   1.5 | 11.53 |     0 |     0 |       0 |   0 |
|  7435 | G009.5776-0.6599 | 272.3382 | -20.9795 |   40 |   23 |  69 |   30 | 0.53 |  1.31 |  7.95 |     0 |     0 |       0 |   0 |
|  7458 | G009.8282-0.7268 | 272.5306 | -20.7925 |   28 |   26 | 112 |   27 | 0.62 |  1.26 |  9.13 |     0 |     0 |       0 |   0 |
|  7462 | G009.8682-0.7506 | 272.5735 | -20.7689 |   35 |   23 |  99 |   29 | 0.87 |  1.92 | 12.02 |     0 |     0 |       0 |   0 |
|  7467 | G009.9517-0.3649 |  272.256 | -20.5094 |   35 |   27 |  15 |   31 | 0.56 |  1.46 |  8.64 |     0 |     0 |       0 |   0 |
|  7483 | G010.0676-0.4076 | 272.3557 | -20.4286 |   36 |   24 |  72 |   29 | 0.61 |  1.42 |  9.08 |     0 |     0 |       0 |   0 |
|  7486 | G010.0992+0.7396 | 271.3047 | -19.8427 |   22 |   19 | 108 |   21 |  0.9 |  1.04 | 12.31 |     0 |     0 |       0 |   0 |
|  7488 | G010.1065-0.4168 | 272.3844 |  -20.399 |   41 |   27 |  -2 |   33 | 0.56 |  1.69 |  8.21 |     0 |     0 |       0 |   0 |
|  7490 | G010.1330-0.3775 | 272.3613 | -20.3568 |   34 |   24 | -19 |   28 | 1.07 |  2.33 | 15.13 |     0 |     0 |       0 |   0 |
|  7491 | G010.1365-0.4108 | 272.3943 | -20.3698 |   41 |   21 |  -1 |   30 | 0.63 |  1.51 |  9.03 |     0 |     0 |       0 |   0 |
|  7492 | G010.1395-0.3679 | 272.3557 | -20.3465 |   30 |   22 |  57 |   26 | 0.57 |  1.01 |   8.0 |     0 |     0 |       0 |   0 |
|  7493 | G010.1451-0.3315 | 272.3247 | -20.3239 |   40 |   25 |  88 |   32 | 0.88 |  2.38 | 11.73 |     0 |     0 |       0 |   0 |
|  7494 | G010.1453-0.3155 | 272.3099 |  -20.316 |   37 |   19 | 108 |   26 | 0.64 |  1.22 |   9.3 |     0 |     0 |       0 |   0 |
|  7499 | G010.1604-0.3003 | 272.3035 | -20.2954 |   48 |   19 | 132 |   30 | 0.58 |  1.45 |  7.75 |     0 |     0 |       0 |   0 |
|  7502 | G010.1737-0.3498 | 272.3566 | -20.3078 |   49 |   26 | -17 |   36 | 1.23 |   4.3 | 16.51 |     0 |     0 |       0 |   0 |
|  7503 | G010.1839-0.4050 | 272.4133 | -20.3256 |   34 |   19 |   9 |   26 | 0.72 |  1.28 |  9.07 |     0 |     0 |       0 |   0 |
|  7505 | G010.1904-0.3884 | 272.4012 | -20.3118 |   28 |   25 |  93 |   26 |  1.4 |  2.62 | 17.52 |     0 |     0 |       0 |   0 |
|  7506 | G010.1931-0.3966 | 272.4102 | -20.3134 |   33 |   20 | 111 |   25 | 0.59 |  1.03 |  8.09 |     0 |     0 |       0 |   0 |
|  7508 | G010.1976-0.2876 | 272.3108 | -20.2568 |   29 |   19 | 137 |   23 | 0.52 |  0.77 |  6.79 |     0 |     0 |       0 |   0 |
|  7510 | G010.1984-0.3164 |  272.338 |   -20.27 |   41 |   25 |  82 |   32 | 0.66 |  1.82 |  8.56 |     0 |     0 |       0 |   0 |
|  7515 | G010.2144-0.3051 | 272.3358 | -20.2506 |   22 |   19 | 108 |   20 | 1.35 |  1.49 | 17.33 |     0 |     0 |       0 |   0 |
|  7517 | G010.2190-0.3632 | 272.3924 | -20.2746 |   34 |   23 |  65 |   28 | 0.96 |  2.06 | 12.91 |     0 |     0 |       0 |   0 |
|  7522 | G010.2377+0.1144 | 271.9571 | -20.0267 |   33 |   23 | -36 |   28 | 0.62 |   1.3 |   8.3 |     0 |     0 |       0 |   0 |
|  7523 | G010.2488-0.1101 | 272.1718 | -20.1259 |   31 |   20 |  10 |   25 | 0.75 |  1.24 | 10.51 |     0 |     0 |       0 |   0 |
|  7531 | G010.2912-0.1369 | 272.2186 | -20.1019 |   25 |   19 |  41 |   22 | 1.56 |  2.04 | 18.43 |     0 |     0 |       0 |   0 |
|  7536 | G010.3160-0.1673 | 272.2598 | -20.0949 |   24 |   19 |   6 |   22 | 0.93 |  1.17 | 12.14 |     0 |     0 |       0 |   0 |
|  7542 | G010.3442-0.1504 | 272.2586 | -20.0621 |   34 |   19 | 146 |   25 | 0.52 |   0.9 |  6.38 |     0 |     0 |       0 |   0 |
|  7558 | G010.5742-0.5771 | 272.7747 | -20.0668 |   24 |   24 |  67 |   24 | 1.02 |  1.53 | 12.98 |     0 |     0 |       0 |   0 |
|  7559 | G010.5743-0.7905 | 272.9739 | -20.1695 |   33 |   25 | 103 |   29 | 0.53 |  1.19 |  6.93 |     0 |     0 |       0 |   0 |
