|             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD |
| G338.3843+0.0118 | 250.2117 | -46.4596 |   43 |   25 | 125 |   33 | 0.77 |  2.26 | 11.15 |     0 |     0 |       0 |
| G338.3908+0.1415 |  250.077 | -46.3688 |   30 |   21 |  15 |   25 | 0.61 |  1.02 |  8.52 |     0 |     0 |       0 |
| G338.3956-0.0083 | 250.2444 | -46.4645 |   21 |   21 | 114 |   21 | 0.61 |  0.74 |  8.99 |     0 |     0 |       0 |
| G338.4010+0.0573 | 250.1782 | -46.4169 |   20 |   19 | 101 |   19 | 0.59 |   0.6 |  8.01 |     0 |     0 |       0 |
| G338.4118+0.1956 | 250.0386 | -46.3171 |   32 |   24 | 128 |   28 | 0.69 |  1.45 | 10.23 |     0 |     0 |       0 |
| G338.4460-0.0064 | 250.2907 | -46.4254 |   28 |   21 |  18 |   24 | 0.75 |  1.19 | 11.34 |     0 |     0 |       0 |
| G338.4470+0.0669 |  250.212 | -46.3761 |   26 |   22 | 128 |   24 | 0.88 |  1.38 | 12.72 |     0 |     0 |       0 |
| G338.4598+0.0239 | 250.2709 |  -46.395 |   45 |   28 |  86 |   36 | 2.02 |  6.97 |  29.3 |     0 |     0 |       0 |
| G338.4667+0.0151 | 250.2872 | -46.3956 |   36 |   23 | -20 |   29 | 0.78 |  1.79 | 11.52 |     0 |     0 |       0 |
| G338.4888+0.0289 | 250.2934 |   -46.37 |   38 |   38 |  80 |   38 | 0.87 |  3.47 | 11.98 |     0 |     0 |       0 |
| G338.5953+0.0252 | 250.3994 | -46.2924 |   36 |   24 |  75 |   30 | 0.56 |  1.32 |  8.68 |     0 |     0 |       0 |
| G338.6209+0.0228 | 250.4264 | -46.2748 |   40 |   24 |   6 |   31 | 0.97 |  2.58 |  15.1 |     0 |     0 |       0 |
| G338.7851+0.4767 | 250.0924 | -45.8514 |   36 |   31 |  32 |   33 | 1.27 |  3.83 | 20.38 |     0 |     0 |       0 |
| G338.8045+0.0889 | 250.5295 | -46.0932 |   30 |   24 |  53 |   27 | 0.54 |  1.04 |  8.34 |     0 |     0 |       0 |
| G338.8688-0.4796 | 251.2112 | -46.4175 |   32 |   23 |  71 |   27 | 0.58 |  1.18 |  8.36 |     0 |     0 |       0 |
| G338.9099+0.5566 | 250.1253 |  -45.705 |   30 |   19 |  16 |   24 | 0.56 |  0.86 |   8.1 |     0 |     0 |       0 |
| G338.9293-0.0802 | 250.8316 | -46.1104 |   35 |   31 | 123 |   33 | 0.54 |  1.58 |  8.14 |     0 |     0 |       0 |
| G339.0510-0.1841 | 251.0598 | -46.0865 |   26 |   21 |  53 |   23 | 1.01 |  1.49 | 13.93 |     0 |     0 |       0 |
| G339.1041+0.1578 | 250.7386 | -45.8223 |   28 |   23 | 116 |   25 | 0.51 |   0.9 |  6.56 |     0 |     0 |       0 |
| G339.2067-0.6594 | 251.7273 | -46.2778 |   40 |   28 | 120 |   33 | 0.55 |  1.65 |  6.64 |     0 |     0 |       0 |
| G339.2211+0.2608 | 250.7375 | -45.6664 |   34 |   25 | 128 |   29 | 0.71 |  1.62 |  9.03 |     0 |     0 |       0 |
| G339.2580-0.0069 | 251.0618 | -45.8141 |   35 |   26 | 101 |   30 |  0.6 |  1.47 |  7.51 |     0 |     0 |       0 |
| G339.3007+0.3006 | 250.7694 | -45.5803 |   30 |   19 | -32 |   24 | 0.64 |  1.02 |  8.09 |     0 |     0 |       0 |
| G339.3052+0.3260 | 250.7463 | -45.5602 |   30 |   23 |  92 |   26 | 0.55 |  1.02 |   6.3 |     0 |     0 |       0 |
| G339.3148+0.2296 | 250.8592 | -45.6162 |   44 |   33 | 128 |   38 | 0.51 |  2.05 |  6.78 |     0 |     0 |       0 |
| G339.3645-0.1812 |  251.351 | -45.8472 |   32 |   19 | 121 |   25 | 0.52 |  0.86 |  6.55 |     0 |     0 |       0 |
| G339.8326+0.6324 | 250.9094 | -44.9612 |   45 |   23 |  55 |   32 | 0.61 |  1.71 |  8.11 |     0 |     0 |       0 |
| G339.8416+0.2914 | 251.2831 | -45.1773 |   32 |   25 | 159 |   28 | 0.58 |  1.25 |  6.97 |     0 |     0 |       0 |
| G339.8827-0.5784 | 252.2659 | -45.7091 |   22 |   22 |  48 |   22 | 0.61 |  0.83 |  7.22 |     0 |     0 |       0 |
| G339.9218-0.5781 | 252.3017 | -45.6788 |   47 |   30 |  91 |   37 | 0.57 |  2.13 |  6.38 |     0 |     0 |       0 |
| G339.9517-0.5294 | 252.2757 | -45.6247 |   24 |   19 |  84 |   21 | 0.54 |  0.68 |  5.61 |     0 |     0 |       0 |
| G339.9677-0.1632 |  251.891 | -45.3765 |   44 |   26 |  54 |   33 | 0.58 |  1.76 |  7.12 |     0 |     0 |       0 |
| G340.0556-0.2530 | 252.0693 | -45.3673 |   34 |   24 |   7 |   29 | 0.95 |  2.11 | 10.86 |     0 |     0 |       0 |
| G340.1185-0.0213 | 251.8756 | -45.1697 |   31 |   21 |  79 |   25 | 0.67 |  1.17 | 11.14 |     0 |     0 |       0 |
| G340.1815-0.0473 | 251.9614 | -45.1385 |   35 |   24 |  35 |   29 |  0.8 |  1.78 | 14.31 |     0 |     0 |       0 |
| G340.2060-0.0496 | 251.9863 | -45.1212 |   36 |   28 |  32 |   32 | 0.95 |  2.63 | 17.57 |     0 |     0 |       0 |
| G340.2230-0.1681 | 252.1303 | -45.1846 |   34 |   27 |  56 |   30 | 0.65 |  1.58 | 12.51 |     0 |     0 |       0 |
| G340.2401-0.1581 | 252.1351 |  -45.165 |   26 |   19 |  13 |   22 |  0.6 |  0.79 | 10.87 |     0 |     0 |       0 |
| G340.2458-0.0384 | 252.0106 | -45.0835 |   22 |   19 | 139 |   21 | 0.62 |  0.71 | 10.93 |     0 |     0 |       0 |
| G340.2528-0.3833 | 252.3917 |    -45.3 |   41 |   26 |  -4 |   33 |  0.9 |  2.64 | 14.03 |     0 |     0 |       0 |
| G340.2545-0.2261 | 252.2222 | -45.1978 |   51 |   21 |  -7 |   33 | 0.64 |  1.88 | 11.53 |     0 |     0 |       0 |
| G340.2558-0.2104 | 252.2062 | -45.1867 |   31 |   19 |  94 |   24 | 0.51 |  0.83 |  9.74 |     0 |     0 |       0 |
| G340.2604-0.1925 | 252.1909 | -45.1717 |   44 |   30 | 105 |   37 | 0.75 |  2.72 | 12.16 |     0 |     0 |       0 |
| G340.2634-0.3778 | 252.3953 | -45.2884 |   35 |   19 |  11 |   26 | 0.57 |  1.04 |   9.5 |     0 |     0 |       0 |
| G340.2664-0.1570 | 252.1579 | -45.1442 |   34 |   29 | -40 |   31 | 0.52 |   1.4 |  9.23 |     0 |     0 |       0 |
| G340.2664-0.2123 |  252.218 | -45.1798 |   42 |   21 |  71 |   29 | 0.68 |  1.58 | 10.98 |     0 |     0 |       0 |
| G340.2841-0.4013 | 252.4398 | -45.2876 |   26 |   20 | 145 |   23 | 0.51 |  0.71 |  9.06 |     0 |     0 |       0 |
| G340.3185-0.2277 | 252.2822 | -45.1498 |   37 |   26 | 143 |   31 | 1.24 |  3.26 | 21.95 |     0 |     0 |       0 |
| G340.3736-0.3904 | 252.5094 | -45.2119 |   32 |   25 |  73 |   28 | 1.78 |  3.88 | 32.52 |     0 |     0 |       0 |
| G340.7424-0.6264 | 253.1006 | -45.0783 |   33 |   24 |  67 |   28 | 0.67 |  1.41 | 12.61 |     0 |     0 |       0 |
| G340.9246-0.2293 | 252.8317 | -44.6851 |   30 |   27 |  96 |   29 | 0.74 |  1.64 | 12.98 |     0 |     0 |       0 |
| G341.0096-0.3595 |  253.049 | -44.7024 |   39 |   33 |  64 |   36 | 0.75 |  2.65 | 12.15 |     0 |     0 |       0 |
| G341.1254-0.3648 | 253.1581 | -44.6163 |   42 |   27 | 110 |   34 | 0.55 |   1.7 |  8.71 |     0 |     0 |       0 |
| G341.1806-0.2769 |  253.112 | -44.5179 |   36 |   19 | 121 |   26 | 0.56 |  1.04 |  9.44 |     0 |     0 |       0 |
| G341.2829+0.1650 | 252.7265 | -44.1576 |   32 |   26 |  79 |   29 |  0.6 |  1.34 |  9.83 |     0 |     0 |       0 |
| G341.2888-0.2885 | 253.2207 | -44.4416 |   29 |   21 | 133 |   25 |  1.4 |  2.36 | 21.53 |     0 |     0 |       0 |
| G341.3119+0.1930 | 252.7223 | -44.1175 |   37 |   28 |  -3 |   32 | 1.05 |  2.89 | 16.78 |     0 |     0 |       0 |
| G341.7206+0.0591 | 253.2273 | -43.8873 |   26 |   21 |  79 |   23 | 0.65 |  0.96 | 11.43 |     0 |     0 |       0 |
| G341.9733+0.2339 | 253.2617 |  -43.581 |   21 |   19 | 132 |   20 | 0.52 |  0.57 |  9.15 |     0 |     0 |       0 |
| G342.0494+0.4254 | 253.1241 | -43.4008 |   37 |   23 | 119 |   29 | 0.91 |   2.1 | 15.09 |     0 |     0 |       0 |
| G342.0946+0.4002 | 253.1903 | -43.3818 |   35 |   24 |  16 |   29 | 0.57 |  1.33 | 10.18 |     0 |     0 |       0 |
| G342.1156+0.5044 | 253.0979 | -43.2994 |   35 |   28 |  12 |   31 | 0.61 |  1.61 | 10.69 |     0 |     0 |       0 |
| G342.3219+0.2938 | 253.5013 |  -43.273 |   31 |   25 |  55 |   28 |  0.9 |   1.9 | 15.64 |     0 |     0 |       0 |
| G342.3691+0.1400 | 253.7062 | -43.3333 |   26 |   24 |  58 |   25 | 1.56 |  2.62 | 25.57 |     0 |     0 |       0 |
| G342.4321-0.0574 |  253.972 | -43.4082 |   26 |   20 | 101 |   22 | 0.55 |  0.76 |  9.91 |     0 |     0 |       0 |
| G342.7158+0.1283 | 254.0173 | -43.0707 |   34 |   24 |  84 |   29 | 0.71 |  1.59 | 10.97 |     0 |     0 |       0 |
| G343.1185-0.0675 | 254.5698 | -42.8781 |   28 |   19 |  67 |   23 | 1.85 |  2.64 | 19.96 |     0 |     0 |       0 |
| G343.1345-0.0623 | 254.5778 | -42.8623 |   27 |   19 |  82 |   23 | 1.01 |  1.41 | 11.82 |     0 |     0 |       0 |
| G343.5014-0.4841 | 255.3393 | -42.8342 |   32 |   22 |  39 |   27 | 0.55 |  1.07 |  8.74 |     0 |     0 |       0 |
| G343.7487-0.1634 | 255.2021 |  -42.442 |   45 |   19 |  88 |   29 | 0.75 |  1.73 | 10.52 |     0 |     0 |       0 |
| G343.8618-0.1045 | 255.2334 | -42.3166 |   29 |   29 |  68 |   29 | 0.91 |  2.08 | 14.37 |     0 |     0 |       0 |
| G343.8774-0.1050 | 255.2469 | -42.3047 |   48 |   28 |   1 |   37 | 0.53 |  1.91 |  9.32 |     0 |     0 |       0 |
| G343.8985-0.6624 |  255.862 | -42.6291 |   32 |   21 | 121 |   26 | 0.52 |  0.93 |  8.72 |     0 |     0 |       0 |
| G344.0948-0.6416 | 256.0017 | -42.4607 |   47 |   30 |  96 |   37 | 0.63 |  2.38 |  9.12 |     0 |     0 |       0 |
| G344.1469-0.6158 | 256.0168 | -42.4037 |   39 |   29 |  21 |   34 | 0.67 |  2.03 | 10.09 |     0 |     0 |       0 |
| G345.0102-0.2170 | 256.2945 | -41.4754 |   26 |   19 | 104 |   22 | 0.52 |  0.68 |  6.16 |     0 |     0 |       0 |
| G345.0243-0.2204 | 256.3094 | -41.4662 |   47 |   30 | 166 |   38 | 0.54 |  2.07 |  9.03 |     0 |     0 |       0 |
| G345.2096-0.7410 |  257.014 | -41.6316 |   31 |   27 |  99 |   29 | 0.86 |  1.96 | 12.89 |     0 |     0 |       0 |
| G345.4240-0.9156 | 257.3724 | -41.5638 |   35 |   28 |  33 |   31 | 1.06 |  2.78 | 15.57 |     0 |     0 |       0 |
| G345.5083+0.3712 | 256.0744 | -40.7227 |   28 |   19 |  87 |   23 | 0.93 |  1.33 | 10.96 |     0 |     0 |       0 |
| G345.5090+0.3612 | 256.0855 | -40.7282 |   42 |   22 | 107 |   30 | 2.15 |  5.26 | 22.98 |     0 |     0 |       0 |
| G345.5554+0.0239 | 256.4772 | -40.8954 |   47 |   40 |  21 |   43 | 0.75 |  3.83 | 11.18 |     0 |     0 |       0 |
| G345.5826-0.0669 | 256.5949 | -40.9285 |   27 |   23 |  97 |   25 |  0.6 |   1.0 |  9.23 |     0 |     0 |       0 |
| G346.1907-0.0789 |  257.089 | -40.4493 |   30 |   24 |  60 |   27 | 0.55 |  1.06 |  9.58 |     0 |     0 |       0 |
| G346.2308+0.1184 |  256.913 | -40.2991 |   27 |   22 |   0 |   25 | 0.66 |  1.08 | 11.36 |     0 |     0 |       0 |
| G347.6270+0.1219 | 257.9893 | -39.1746 |   37 |   20 |  62 |   27 | 0.53 |  1.05 |  7.96 |     0 |     0 |       0 |
| G347.6328+0.1076 | 258.0086 | -39.1783 |   41 |   26 |  70 |   33 | 0.51 |  1.48 |  8.18 |     0 |     0 |       0 |
| G347.6424+0.2551 | 257.8624 | -39.0836 |   50 |   20 |  23 |   31 | 0.62 |  1.67 |  9.58 |     0 |     0 |       0 |
| G347.6622+0.2264 | 257.9073 | -39.0845 |   37 |   23 |  35 |   29 |  0.6 |  1.38 |  9.65 |     0 |     0 |       0 |
| G347.6783+0.2039 |  257.943 | -39.0848 |   49 |   22 | 137 |   32 | 0.51 |  1.46 |  7.37 |     0 |     0 |       0 |
| G348.1852+0.4919 | 258.0283 | -38.5055 |   29 |   24 | -11 |   26 |  0.7 |  1.29 |  7.33 |     0 |     0 |       0 |
| G348.2025+0.4271 | 258.1082 | -38.5298 |   46 |   25 | 100 |   34 | 0.57 |  1.78 |  8.67 |     0 |     0 |       0 |
| G348.3504+0.1519 | 258.5041 | -38.5716 |   26 |   22 |  96 |   24 | 0.75 |  1.15 | 12.01 |     0 |     0 |       0 |
| G348.5210-0.9753 | 259.8102 | -39.0859 |   31 |   19 |  78 |   24 | 1.07 |  1.73 | 11.96 |     0 |     0 |       0 |
| G348.5413-0.9669 | 259.8163 | -39.0645 |   23 |   19 | -11 |   21 | 0.56 |  0.68 |  6.13 |     0 |     0 |       0 |
| G348.6171-0.8379 | 259.7364 | -38.9283 |   23 |   23 |  54 |   23 | 0.52 |  0.74 |  7.69 |     0 |     0 |       0 |
| G348.6261-0.9074 | 259.8162 | -38.9609 |   36 |   20 |  22 |   27 | 0.67 |   1.3 | 10.26 |     0 |     0 |       0 |
| G348.6961-0.9977 |  259.963 | -38.9552 |   46 |   22 |  10 |   32 | 0.62 |   1.7 |  6.48 |     0 |     0 |       0 |
| G348.8829+0.1280 | 258.9251 | -38.1531 |   36 |   24 |  50 |   30 | 0.51 |  1.22 |  8.07 |     0 |     0 |       0 |
| G349.1075+0.0902 | 259.1299 | -37.9922 |   25 |   23 | -38 |   24 | 0.86 |   1.3 | 15.46 |     0 |     0 |       0 |
| G349.1195+0.0953 | 259.1334 | -37.9795 |   44 |   26 | 141 |   34 | 1.08 |  3.42 | 19.95 |     0 |     0 |       0 |
| G349.1665+0.1308 | 259.1314 | -37.9206 |   40 |   31 |  75 |   35 | 0.72 |  2.44 | 14.15 |     0 |     0 |       0 |
| G349.1770+0.1247 | 259.1454 | -37.9156 |   37 |   31 |  49 |   34 | 1.16 |  3.59 | 23.15 |     0 |     0 |       0 |
| G349.1823+0.0645 | 259.2115 | -37.9462 |   41 |   26 | 111 |   33 | 0.78 |  2.26 | 15.39 |     0 |     0 |       0 |
| G349.7856+0.1224 | 259.5918 | -37.4202 |   53 |   29 |  75 |   39 | 0.51 |  2.14 |  9.36 |     0 |     0 |       0 |
| G349.8123-0.5183 |  260.274 | -37.7653 |   36 |   30 | 138 |   33 | 0.51 |   1.5 |  9.82 |     0 |     0 |       0 |
| G349.9295+0.0757 | 259.7442 | -37.3293 |   41 |   23 |  56 |   31 | 0.53 |  1.39 | 10.66 |     0 |     0 |       0 |
| G350.0854+0.0770 | 259.8552 | -37.2009 |   22 |   20 |   5 |   21 | 0.57 |  0.68 | 11.18 |     0 |     0 |       0 |
| G350.1303+0.0671 | 259.8977 | -37.1698 |   22 |   19 | 157 |   20 | 0.52 |  0.58 |  9.78 |     0 |     0 |       0 |
| G350.3242+0.1072 | 259.9957 | -36.9879 |   27 |   19 | 144 |   23 | 0.81 |  1.12 | 14.11 |     0 |     0 |       0 |
| G350.4475+0.8777 | 259.2979 | -36.4438 |   42 |   26 |  50 |   33 | 0.53 |  1.56 |  6.55 |     0 |     0 |       0 |
| G350.7594+0.4828 | 259.9224 |  -36.416 |   46 |   37 | -28 |   41 | 0.63 |  2.89 |  9.69 |     0 |     0 |       0 |
| G350.7599+0.7918 | 259.6087 | -36.2382 |   40 |   26 |   9 |   32 | 0.77 |   2.1 |  9.91 |     0 |     0 |       0 |
| G350.7733+0.7956 | 259.6145 |  -36.225 |   40 |   23 | 146 |   30 | 0.65 |  1.63 |  8.58 |     0 |     0 |       0 |
| G350.7947+0.9075 | 259.5164 | -36.1431 |   33 |   21 | 109 |   26 | 0.54 |   1.0 |  5.83 |     0 |     0 |       0 |
| G350.8162+0.5146 | 259.9305 | -36.3512 |   33 |   27 | -19 |   30 | 1.05 |  2.58 |  16.2 |     0 |     0 |       0 |
| G350.9224+0.7443 | 259.7726 | -36.1325 |   38 |   24 | 120 |   30 | 0.73 |  1.82 |   9.4 |     0 |     0 |       0 |
| G350.9730+0.5488 | 260.0069 | -36.2031 |   54 |   38 | 142 |   45 | 0.56 |  3.12 |  7.12 |     0 |     0 |       0 |
| G351.0104+0.7324 | 259.8471 | -36.0673 |   23 |   19 |  52 |   21 | 0.59 |  0.71 |  6.56 |     0 |     0 |       0 |
| G351.0126+0.7478 | 259.8331 | -36.0566 |   46 |   28 |  54 |   36 | 0.56 |   2.0 |  6.74 |     0 |     0 |       0 |
| G351.0167+0.7356 | 259.8484 | -36.0603 |   39 |   28 |  -1 |   33 | 1.44 |  4.28 | 17.37 |     0 |     0 |       0 |
| G351.0201+0.5666 | 260.0222 | -36.1543 |   49 |   40 |  35 |   44 | 0.78 |  4.21 |  9.54 |     0 |     0 |       0 |
| G351.1314+0.7709 | 259.8939 | -35.9461 |   32 |   32 |  96 |   32 |  1.1 |  2.97 | 13.13 |     0 |     0 |       0 |
| G351.1374+0.7656 | 259.9035 | -35.9442 |   33 |   19 |  88 |   25 |  0.7 |  1.18 |  7.46 |     0 |     0 |       0 |
| G351.1402+0.7551 | 259.9161 | -35.9479 |   50 |   20 |  62 |   31 | 0.89 |  2.34 | 10.11 |     0 |     0 |       0 |
| G351.1414+0.7764 | 259.8954 | -35.9347 |   35 |   19 |  59 |   26 | 0.66 |  1.18 |  7.25 |     0 |     0 |       0 |
| G351.1438+0.6599 | 260.0152 | -35.9994 |   30 |   22 | 105 |   26 | 0.65 |  1.18 |  7.45 |     0 |     0 |       0 |
| G351.1510+0.7656 | 259.9131 |  -35.933 |   40 |   19 |  73 |   27 | 0.53 |  1.09 |  6.06 |     0 |     0 |       0 |
| G351.1588+0.7490 | 259.9355 | -35.9361 |   36 |   19 |  71 |   26 | 1.01 |  1.89 |  11.1 |     0 |     0 |       0 |
| G351.1734+0.6330 | 260.0633 | -35.9906 |   40 |   30 |  40 |   35 | 2.89 |   9.4 | 33.62 |     0 |     0 |       0 |
| G351.1785+0.6452 | 260.0545 | -35.9794 |   44 |   29 |  -8 |   36 | 1.29 |  4.44 | 14.89 |     0 |     0 |       0 |
| G351.1821+0.5734 |   260.13 | -36.0175 |   58 |   35 |  98 |   45 | 0.83 |  4.51 | 11.11 |     0 |     0 |       0 |
| G351.1914+0.5841 | 260.1256 | -36.0037 |   60 |   19 | 128 |   34 | 0.54 |  1.68 |  6.97 |     0 |     0 |       0 |
| G351.1942+0.6117 | 260.0996 | -35.9857 |   27 |   19 | 127 |   23 | 0.63 |  0.88 |  7.69 |     0 |     0 |       0 |
| G351.2250+0.9338 | 259.7955 |  -35.776 |   26 |   24 | 105 |   25 | 0.74 |  1.29 |  6.66 |     0 |     0 |       0 |
| G351.2427+0.5295 | 260.2172 | -35.9928 |   30 |   25 |  70 |   27 | 0.54 |  1.12 |  7.43 |     0 |     0 |       0 |
| G351.4346+0.6770 | 260.2029 |  -35.751 |   42 |   19 | -22 |   29 | 3.22 |  7.12 | 21.24 |     0 |     0 |       0 |
| G351.4659+0.6821 | 260.2196 | -35.7224 |   48 |   27 | -34 |   36 | 5.71 | 19.89 | 45.04 |     0 |     0 |       0 |
| G351.4680+0.5865 | 260.3179 | -35.7751 |   56 |   41 |  82 |   48 | 0.64 |  3.98 |  7.82 |     0 |     0 |       0 |
| G351.4862+0.7026 | 260.2132 |  -35.694 |   43 |   19 | 151 |   29 | 0.53 |  1.17 |  5.29 |     0 |     0 |       0 |
| G351.4968+0.6453 | 260.2786 |  -35.718 |   43 |   25 |  -2 |   33 | 0.74 |  2.14 |  8.41 |     0 |     0 |       0 |
| G351.4981+0.6634 | 260.2612 | -35.7066 |   20 |   19 | -13 |   20 | 0.67 |   0.7 |  7.68 |     0 |     0 |       0 |
| G351.5089+0.6415 | 260.2909 | -35.7102 |   25 |   25 |  89 |   25 | 0.54 |  0.92 |  6.08 |     0 |     0 |       0 |
| G351.5176+0.6956 | 260.2423 | -35.6722 |   25 |   19 |  78 |   22 |  0.6 |  0.76 |  6.47 |     0 |     0 |       0 |
| G351.5228+0.1963 | 260.7527 | -35.9515 |   37 |   21 | -14 |   28 | 0.73 |  1.57 | 12.01 |     0 |     0 |       0 |
| G351.5290+0.6939 | 260.2519 | -35.6638 |   33 |   19 |   6 |   25 | 0.67 |  1.14 |  7.95 |     0 |     0 |       0 |
| G351.5471+0.1847 | 260.7814 | -35.9381 |   33 |   30 | -28 |   31 | 0.69 |  1.85 | 10.84 |     0 |     0 |       0 |
| G351.5508+0.6942 |  260.267 | -35.6457 |   40 |   23 |  35 |   30 | 0.56 |  1.38 |  6.56 |     0 |     0 |       0 |
| G351.5634+0.1856 | 260.7919 |  -35.924 |   36 |   24 | 138 |   30 | 1.02 |  2.47 | 16.69 |     0 |     0 |       0 |
| G351.5663+0.6068 | 260.3663 | -35.6828 |   45 |   20 |  90 |   29 |  0.7 |  1.66 |  8.04 |     0 |     0 |       0 |
| G351.5716+0.1921 |  260.791 | -35.9136 |   27 |   22 | -32 |   25 | 0.64 |  1.06 | 10.84 |     0 |     0 |       0 |
| G351.5719+0.7631 | 260.2121 | -35.5891 |   49 |   36 |  -9 |   42 | 1.48 |  7.18 | 16.82 |     0 |     0 |       0 |
| G351.5745-0.3592 | 261.3567 | -36.2216 |   36 |   19 |  54 |   26 | 0.88 |  1.62 |  8.18 |     0 |     0 |       0 |
| G351.5845-0.3451 | 261.3492 | -36.2055 |   26 |   22 | -12 |   24 | 2.36 |   3.8 |  21.8 |     0 |     0 |       0 |
| G351.5847+0.7677 | 260.2164 |  -35.576 |   32 |   26 |  -7 |   29 | 0.69 |  1.58 |   8.1 |     0 |     0 |       0 |
| G351.6516+0.5283 | 260.5055 | -35.6572 |   41 |   23 |  70 |   31 | 0.52 |  1.33 |  7.53 |     0 |     0 |       0 |
| G351.6549+0.1717 |   260.87 | -35.8565 |   29 |   22 |  19 |   25 | 1.22 |  2.11 | 20.61 |     0 |     0 |       0 |
| G351.7339-0.5774 | 261.6914 | -36.2116 |   36 |   24 | 126 |   29 | 1.34 |  3.15 | 20.36 |     0 |     0 |       0 |
| G351.7379-0.5874 | 261.7045 | -36.2138 |   24 |   19 | 142 |   21 | 0.62 |  0.75 |  8.71 |     0 |     0 |       0 |
| G351.7477-0.5696 | 261.6929 | -36.1957 |   20 |   20 | -14 |   20 |  0.8 |  0.88 | 11.39 |     0 |     0 |       0 |
| G351.7858+0.2130 | 260.9191 | -35.7251 |   64 |   33 |  14 |   46 | 0.62 |  3.51 | 11.01 |     0 |     0 |       0 |
| G352.0609+0.6004 | 260.7174 | -35.2792 |   32 |   23 |  20 |   27 | 0.81 |  1.57 | 10.47 |     0 |     0 |       0 |
| G352.0731+0.6844 | 260.6411 | -35.2216 |   43 |   28 |  85 |   34 | 1.22 |   3.9 | 14.76 |     0 |     0 |       0 |
| G352.5730-0.1914 | 261.8724 | -35.2997 |   31 |   21 |  45 |   26 | 0.58 |  1.04 | 10.86 |     0 |     0 |       0 |
| G352.6685-0.3481 |  262.097 | -35.3073 |   32 |   27 | 116 |   30 | 0.54 |  1.31 |  9.25 |     0 |     0 |       0 |
| G352.9633+0.3817 | 261.5575 | -34.6561 |   26 |   22 | 123 |   24 | 0.52 |  0.82 |  9.27 |     0 |     0 |       0 |
| G352.9722+0.9249 |  261.018 | -34.3439 |   30 |   22 |  13 |   25 | 0.79 |  1.39 |  11.1 |     0 |     0 |       0 |
| G353.0005+0.9090 | 261.0532 | -34.3295 |   38 |   26 |  64 |   31 | 0.75 |  1.99 | 10.71 |     0 |     0 |       0 |
| G353.0040+0.8874 | 261.0771 | -34.3388 |   30 |   20 | 144 |   24 | 0.52 |  0.82 |  7.96 |     0 |     0 |       0 |
| G353.0043+0.8014 | 261.1635 | -34.3869 |   35 |   32 |  22 |   33 | 0.63 |  1.92 |  11.3 |     0 |     0 |       0 |
| G353.0043+0.8484 | 261.1164 | -34.3604 |   33 |   24 |  29 |   28 | 0.64 |  1.36 |  9.98 |     0 |     0 |       0 |
| G353.0089+0.8952 | 261.0727 | -34.3304 |   39 |   29 |  79 |   34 | 0.75 |  2.29 | 11.32 |     0 |     0 |       0 |
| G353.0114+0.9828 | 260.9868 | -34.2789 |   43 |   20 |  78 |   29 |  0.6 |  1.41 |  8.25 |     0 |     0 |       0 |
| G353.0195+0.9750 | 261.0001 | -34.2766 |   34 |   25 |  45 |   29 | 0.83 |  1.87 | 11.57 |     0 |     0 |       0 |
| G353.0325+0.5659 |  261.419 | -34.4957 |   40 |   34 | -28 |   37 | 1.23 |  4.59 | 19.16 |     0 |     0 |       0 |
| G353.0335+0.6808 | 261.3044 | -34.4305 |   49 |   27 |  58 |   36 | 0.92 |  3.29 | 14.05 |     0 |     0 |       0 |
| G353.0427+0.6905 | 261.3009 | -34.4174 |   42 |   42 |  89 |   42 | 1.04 |  5.08 |  17.4 |     0 |     0 |       0 |
| G353.0536+0.6812 | 261.3176 | -34.4136 |   40 |   30 |  50 |   34 | 1.75 |  5.59 |  26.4 |     0 |     0 |       0 |
| G353.0579+0.5522 | 261.4501 | -34.4823 |   29 |   26 | 109 |   28 | 0.98 |  2.03 |  15.7 |     0 |     0 |       0 |
| G353.0701+0.5051 | 261.5058 | -34.4986 |   45 |   34 |  16 |   39 | 1.16 |  4.83 | 19.82 |     0 |     0 |       0 |
| G353.0785+0.4196 | 261.5974 | -34.5394 |   43 |   24 | 135 |   32 | 0.72 |  1.99 | 12.06 |     0 |     0 |       0 |
| G353.0919+0.9713 | 261.0531 | -34.2189 |   41 |   27 |  16 |   33 | 0.94 |  2.85 | 10.91 |     0 |     0 |       0 |
| G353.1294+0.3549 | 261.6971 | -34.5333 |   38 |   27 | 153 |   32 | 0.62 |  1.75 | 11.56 |     0 |     0 |       0 |
| G353.2777+0.8504 | 261.3002 | -34.1331 |   40 |   29 |  96 |   34 | 0.68 |  2.14 | 10.86 |     0 |     0 |       0 |
| G353.3096+0.6616 | 261.5109 | -34.2125 |   30 |   26 | 136 |   28 | 0.53 |  1.16 |  8.74 |     0 |     0 |       0 |
| G353.4090-0.0903 | 262.3351 | -34.5478 |   28 |   24 |  40 |   26 | 0.73 |  1.36 | 10.87 |     0 |     0 |       0 |
| G353.4298-0.1939 |  262.454 | -34.5877 |   36 |   31 |  34 |   34 | 0.57 |  1.73 |  8.99 |     0 |     0 |       0 |
| G353.5734-0.0798 | 262.4346 |  -34.405 |   35 |   26 |  77 |   30 | 0.59 |  1.43 |  7.53 |     0 |     0 |       0 |
