  Name                  nYSOs
  G345.5589-0.7418      2 
  G345.5750-0.2259      1 
  G345.5826-0.0669      0 
  G345.5998+0.0080      0 
  G345.6487+0.0089      0 
  G345.6656-0.0041      1 
  G345.7074+0.8243      2 
  G345.7172+0.8176      3 
  G345.8237+0.0418      0 
  G345.9697+0.5947      5 
  G345.9856-0.0207      0 
  G346.0371+0.0475      0 
  G346.0761-0.0554      0 
  G346.1907-0.0789      0 
  G346.2308+0.1184      0 
  G346.2336-0.3196      1 
  G346.2520+0.0989      1 
  G346.2769+0.0967      1 
  G346.2820+0.5865      3 
  G346.3052+0.1136      1 
  G346.3687-0.6482      2 
  G346.4182+0.2793      0 
  G346.4807+0.2215      0 
  G346.4810+0.1304      2 
  G346.4897+0.2152      1 
  G346.5220+0.0834      0 
  G346.5235+0.1086      0 
  G346.5976+0.0353      0 
  G346.6085+0.0282      1 
  G347.0782-0.3943      0 
  G347.2109-0.0945      0 
  G347.2319+0.0169      2 
  G347.2887+0.1363      1 
  G347.2957+0.1328      1 
  G347.3047+0.0145      1 
  G347.3133+0.2810      1 
  G347.5855+0.2159      0 
  G347.5978+0.2292      0 
  G347.6009+0.2048      0 
  G347.6024+0.2447      0 
  G347.6159+0.1528      0 
  G347.6270+0.1219      0 
  G347.6278+0.1487      1 
  G347.6324+0.2107      0 
  G347.6328+0.1076      0 
  G347.6424+0.2551      0 
  G347.6425+0.1444      0 
  G347.6622+0.2264      0 
  G347.6783+0.2039      0 
  G347.7706+0.1458      0 
  G347.8636+0.0190      0 
  G347.8712+0.0139      0 
  G347.8727-0.3118      0 
  G347.8827-0.2932      2 
  G347.8978+0.0425      0 
  G347.9678-0.4326      0 
  G347.9680-0.4421      0 
  G348.0236+0.0310      0 
  G348.0480+0.2319      2 
  G348.1448+0.2579      0 
  G348.1586+0.4683      1 
  G348.1716+0.4753      1 
  G348.1724+0.4670      4 
  G348.1753+0.4907      0 
  G348.1755+0.4793      3 
  G348.1812+0.4714      0 
  G348.1825+0.4829      2 
  G348.1852+0.4919      0 
  G348.2025+0.4271      0 
  G348.2281-0.9628      0 
  G348.2303+0.4148      0 
  G348.2335-0.9812      0 
  G348.2424-0.9694      0 
  G348.2441-0.9598      0 
  G348.2659+0.4004      0 
  G348.2913+0.6411      5 
  G348.2970+0.4308      3 
  G348.3074+0.2432      1 
  G348.3406+0.6603      0 
  G348.3504+0.1519      0 
  G348.3711+0.1908      2 
  G348.3764+0.5245      0 
  G348.4194+0.1052      0 
  G348.5210-0.9753      0 
  G348.5295-0.9737      0 
  G348.5336-0.9839      0 
  G348.5413-0.9669      0 
  G348.5425-0.9793      0 
  G348.5493-0.9789      0 
  G348.5512-0.9709      0 
  G348.5797-0.9197      5 
  G348.5995-0.9121      3 
  G348.6136-0.9100      0 
  G348.6171-0.8379      0 
  G348.6261-0.9074      0 
  G348.6487+0.0225      2 
  G348.6550-0.9427      1 
  G348.6961-0.9977      0 
  G348.7138-0.9522      1 
  G348.7279-0.9480      1 
  G348.7358-0.9355      1 
  G348.7437-0.9401      3 
  G348.7496-0.9866      1 
  G348.7589-0.9459      2 
  G348.7676-0.9252      1 
  G348.7774+0.1500      3 
  G348.8829+0.1280      0 
  G348.8870+0.0976      3 
  G348.8922-0.1792      0 
  G349.0676-0.0166      0 
  G349.0915+0.1059      1 
  G349.1006+0.1114      1 
  G349.1075+0.0902      0 
  G349.1111+0.1027      0 
  G349.1195+0.0953      0 
  G349.1275+0.0230      0 
  G349.1425+0.0239      2 
  G349.1541+0.0215      1 
  G349.1665+0.1308      0 
  G349.1770+0.1247      0 
  G349.1823+0.0645      0 
  G349.2183+0.1326      2 
  G349.4848+0.1234      1 
  G349.4930+0.0908      2 
  G349.5013+0.1184      1 
  G349.5233+0.2056      1 
  G349.6208-0.2021      1 
  G349.7209+0.1220      0 
  G349.7280+0.1741      0 
  G349.7856+0.1224      0 
  G349.7971+0.1089      3 
  G349.8123-0.5183      0 
  G349.8355-0.5266      0 
  G349.8445-0.5339      0 
  G349.8924+0.0920      1 
  G349.9295+0.0757      0 
  G349.9848-0.5545      3 
  G349.9971-0.4993      1 
  G350.0150+0.4327      1 
  G350.0172-0.5192      1 
  G350.0854+0.0770      0 
  G350.0939+0.0786      0 
  G350.1018+0.0817      0 
  G350.1036+0.0961      1 
  G350.1113+0.0906      2 
  G350.1160+0.0820      0 
  G350.1201+0.0596      2 
  G350.1303+0.0671      0 
  G350.1703+0.0179      1 
  G350.1718+0.0288      0 
  G350.1790+0.0141      0 
  G350.1847+0.0024      1 
  G350.2184+0.0571      2 
  G350.2441+0.0654      0 
  G350.2718-0.5014      6 
  G350.2733+0.1205      0 
  G350.2963+0.1230      0 
  G350.3242+0.1072      0 
  G350.3297+0.1005      0 
  G350.3400+0.1409      0 
  G350.3440+0.1168      1 
  G350.3538+0.1639      2 
  G350.3554-0.0665      1 
  G350.3609+0.9683      1 
  G350.3947+0.9124      2 
  G350.4069-0.8879      1 
  G350.4113-0.0633      0 
  G350.4475+0.8777      0 
  G350.4875-0.9445      0 
  G350.4978+0.9582      0 
  G350.5052+0.9583      0 
  G350.5209-0.3489      0 
  G350.5255+0.9597      0 
  G350.5445+0.9584      1 
  G350.6048+0.6799      1 
  G350.6880-0.4904      2 
  G350.6926-0.4822      2 
  G350.7199+0.8756      3 
  G350.7250+0.9466      3 
  G350.7265-0.2974      1 
  G350.7301+0.9278      0 
  G350.7488+0.9439      2 
  G350.7552+0.9527      2 
  G350.7580+0.9429      5 
  G350.7594+0.4828      0 
  G350.7599+0.7918      0 
  G350.7625+0.9095      4 
  G350.7733+0.7956      0 
  G350.7749-0.0796      0 
  G350.7830-0.0266      0 
  G350.7859+0.8011      1 
  G350.7947+0.9075      0 
  G350.8162+0.5146      0 
  G350.8526+0.8222      2 
  G350.8674+0.2418      1 
  G350.9224+0.7443      0 
  G350.9364+0.6586      3 
  G350.9371+0.7571      5 
  G350.9398+0.7461      3 
  G350.9522+0.5513      1 
  G350.9618+0.7399      2 
  G350.9730+0.5488      0 
  G350.9789-0.5379      0 
  G351.0104+0.7324      0 
  G351.0126+0.7478      0 
  G351.0167+0.7356      0 
  G351.0201+0.5666      0 
  G351.0207-0.8555      3 
  G351.0341-0.3425      1 
  G351.0406-0.3359      0 
  G351.0905+0.6681      0 
  G351.1314+0.7709      0 
  G351.1374+0.7656      0 
  G351.1402+0.7551      0 
  G351.1414+0.7764      0 
  G351.1438+0.6599      0 
  G351.1456+0.7257      0 
  G351.1480+0.7144      0 
  G351.1510+0.7656      0 
  G351.1519+0.6956      0 
  G351.1542+0.7073      0 
  G351.1586+0.7200      0 
  G351.1588+0.7490      0 
  G351.1598+0.6982      0 
  G351.1694+0.5865      1 
  G351.1721+0.6607      0 
  G351.1734+0.6330      0 
  G351.1785+0.6452      0 
  G351.1821+0.5734      0 
  G351.1848+0.6301      1 
  G351.1914+0.5841      0 
  G351.1927+0.6263      1 
  G351.1942+0.6117      0 
  G351.2002+0.6249      1 
  G351.2096+0.6602      0 
  G351.2169+0.6712      0 
  G351.2201+0.6495      0 
  G351.2250+0.9338      0 
  G351.2270+0.6921      1 
  G351.2289+0.7014      0 
  G351.2341+0.6819      0 
  G351.2375+0.6509      0 
  G351.2408+0.6584      0 
  G351.2427+0.5295      0 
  G351.2437+0.6687      0 
  G351.2459+0.6610      0 
  G351.2509+0.6528      0 
  G351.2769+0.6692      0 
  G351.2873+0.6712      0 
  G351.2891+0.6637      0 
  G351.3039+0.6622      0 
  G351.3189+0.6599      0 
  G351.3193+0.6539      0 
  G351.3273+0.7241      0 
  G351.3385+0.6520      0 
  G351.3451+0.6701      0 
  G351.3505+0.6110      0 
  G351.3523+0.6961      0 
  G351.3617+0.6649      2 
  G351.3620+0.6514      0 
  G351.3690+0.6158      0 
  G351.3757+0.6612      0 
  G351.3781+0.7059      0 
  G351.3821-0.1805      1 
  G351.3836+0.6105      0 
  G351.3836+0.7129      0 
  G351.3844+0.6973      0 
  G351.3853+0.6672      0 
  G351.3994+0.6694      1 
  G351.4085+0.6471      0 
  G351.4086+0.7984      0 
  G351.4112+0.5680      1 
  G351.4125+0.6404      0 
  G351.4161+0.6464      0 
  G351.4163+0.6726      0 
  G351.4167+0.6561      0 
  G351.4293+0.6476      0 
  G351.4346+0.6770      0 
  G351.4359+0.6584      1 
  G351.4373+0.6656      0 
  G351.4441+0.6579      0 
  G351.4482+0.6513      3 
  G351.4504+0.6771      0 
  G351.4551+0.6681      1 
  G351.4634-0.4604      0 
  G351.4659+0.6821      0 
  G351.4680+0.5865      0 
  G351.4757-0.4523      0 
  G351.4771+0.6965      1 
  G351.4775+0.6830      1 
  G351.4820+0.6886      0 
  G351.4862+0.7026      0 
  G351.4894+0.2490      0 
  G351.4937+0.6908      1 
  G351.4968+0.6453      0 
  G351.4981+0.6634      0 
  G351.5032+0.7122      1 
  G351.5089+0.6415      0 
  G351.5113+0.6984      1 
  G351.5125+0.7104      1 
  G351.5176+0.6956      0 
  G351.5228+0.1963      0 
  G351.5239+0.7086      3 
  G351.5290+0.6939      0 
  G351.5299-0.5561      4 
  G351.5471+0.1847      0 
  G351.5492+0.2112      0 
  G351.5508+0.6942      0 
  G351.5567+0.2068      0 
  G351.5620+0.2129      0 
  G351.5634+0.1856      0 
  G351.5656-0.5825      1 
  G351.5663+0.6068      0 
  G351.5716+0.1921      0 
  G351.5719+0.7631      0 
  G351.5745-0.3592      0 
  G351.5815-0.3528      2 
  G351.5845-0.3451      0 
  G351.5847+0.7677      0 
  G351.5862+0.5920      2 
  G351.5933+0.5790      1 
  G351.6107+0.1738      0 
  G351.6127+0.1635      0 
  G351.6241+0.1617      0 
  G351.6451+0.7697      2 
  G351.6516+0.5283      0 
  G351.6549+0.1717      0 
  G351.6890+0.1722      0 
  G351.7339-0.5774      0 
  G351.7379-0.5874      0 
  G351.7437-0.5768      0 
  G351.7477-0.5696      0 
  G351.7747-0.5369      0 
  G351.7798-0.5429      1 
  G351.7853-0.5134      2 
  G351.7858+0.2130      0 
  G351.7901-0.5027      1 
  G351.7977-0.4890      4 
  G351.7996-0.4747      1 
  G351.8025-0.4627      1 
  G351.8040-0.4482      2 
  G351.8044-0.4358      2 
  G351.8104+0.6442      1 
  G351.8210+0.6215      0 
  G351.8557+0.6592      1 
  G351.9220+0.1146      0 
  G352.0314-0.2508      1 
  G352.0609+0.6004      0 
  G352.0729+0.6713      1 
  G352.0731+0.6844      0 
  G352.0744-0.3886      3 
  G352.0835+0.1669      0 
  G352.0942+0.7138      2 
  G352.0974+0.1628      0 
  G352.1074+0.5244      0 
  G352.1116+0.1764      1 
  G352.1214+0.7393      2 
  G352.1330-0.9431      4 
  G352.1572-0.1401      1 
  G352.1580+0.4033      0 
  G352.1612+0.1997      1 
  G352.2375-0.1609      1 
  G352.2769+0.8263      1 
  G352.3159-0.4432      0 
  G352.3586-0.9759      0 
  G352.3686-0.9689      3 
  G352.3810-0.3925      1 
  G352.3859+0.8248      1 
  G352.3902-0.0664      0 
  G352.4929+0.7954      0 
  G352.4932+0.7846      1 
  G352.4998+0.7964      1 
  G352.5025+0.7847      2 
  G352.5170-0.1551      0 
  G352.5171+0.7724      7 
  G352.5203+0.7585      1 
  G352.5262-0.1588      2 
  G352.5730-0.1914      0 
  G352.5799-0.1866      1 
  G352.5920-0.1910      1 
  G352.6009-0.1771      0 
  G352.6045-0.2258      2 
  G352.6066-0.1930      1 
  G352.6458-0.2237      0 
  G352.6494-0.3447      2 
  G352.6685-0.3481      0 
  G352.6835-0.1216      1 
  G352.8566-0.2025      0 
  G352.8653-0.2022      0 
  G352.8696-0.1433      1 
  G352.8728+0.2886      0 
  G352.8733-0.5159      0 
  G352.9413+0.9606      0 
  G352.9633+0.3817      0 
  G352.9680+0.3545      1 
  G352.9722+0.9249      0 
  G352.9951+0.5529      1 
  G353.0005+0.9090      0 
  G353.0040+0.8874      0 
  G353.0043+0.8014      0 
  G353.0043+0.8484      0 
  G353.0089+0.8952      0 
  G353.0114+0.9828      0 
  G353.0120-0.0376      0 
  G353.0123+0.5584      1 
  G353.0166+0.8553      1 
  G353.0195+0.9750      0 
  G353.0211+0.5019      1 
  G353.0325+0.5659      0 
  G353.0335+0.6808      0 
  G353.0427+0.6905      0 
  G353.0435+0.5795      1 
  G353.0443+0.5451      1 
  G353.0524+0.5625      0 
  G353.0536+0.6812      0 
  G353.0579+0.5522      0 
  G353.0654+0.6739      0 
  G353.0670+0.4519      0 
  G353.0687+0.4795      2 
  G353.0701+0.5051      0 
  G353.0708+0.6641      0 
  G353.0785+0.4196      0 
  G353.0823+0.4362      1 
  G353.0826+0.9919      1 
  G353.0890+0.9962      2 
  G353.0903+0.4430      1 
  G353.0919+0.9713      0 
  G353.0939+0.6713      0 
  G353.0967+0.9908      0 
  G353.1016+0.6052      0 
  G353.1146+0.3683      0 
  G353.1212+0.9519      0 
  G353.1294+0.3549      0 
  G353.1403+0.6461      0 
  G353.1418-0.6128      0 
  G353.1426+0.6316      0 
  G353.1458+0.6616      0 
  G353.1468+0.8501      0 
  G353.1482+0.9606      0 
  G353.1531+0.6239      0 
  G353.1599+0.6739      0 
  G353.1624+0.6007      1 
  G353.1633+0.8262      3 
  G353.1683+0.6187      0 
  G353.1817+0.6909      0 
  G353.1881+0.8380      0 
  G353.1886+0.9006      0 
  G353.1888+0.8966      0 
  G353.1931+0.8296      0 
  G353.1934+0.9140      0 
  G353.1966+0.9279      0 
  G353.2041+0.8879      0 
  G353.2054+0.6406      0 
  G353.2080+0.9154      0 
  G353.2144-0.2475      0 
  G353.2241+0.6465      0 
  G353.2289+0.6733      0 
  G353.2542+0.7264      0 
  G353.2592+0.8253      0 
  G353.2625+0.6266      0 
  G353.2642+0.8331      0 
  G353.2670+0.5997      0 
  G353.2726+0.6414      0 
  G353.2777+0.8504      0 
  G353.2821+0.6518      0 
  G353.3058-0.2564      2 
  G353.3096+0.6616      0 
  G353.3169-0.2566      5 
  G353.3210+0.6666      0 
  G353.3416-0.2898      0 
  G353.3602-0.3372      1 
  G353.3606-0.1745      1 
  G353.3631-0.1671      1 
  G353.3704-0.0921      2 
  G353.3798-0.3344      1 
  G353.3864+0.4307      1 
  G353.3965-0.0704      0 
  G353.4067-0.3491      1 
  G353.4090-0.0903      0 
  G353.4102-0.3611      0 
  G353.4124-0.3704      0 
  G353.4173-0.0803      1 
  G353.4238-0.3629      0 
  G353.4268-0.3718      1 
  G353.4282-0.0892      4 
  G353.4298-0.1939      0 
  G353.4411+0.0076      1 
  G353.4634+0.5627      2 
  G353.5019+0.6738      1 
  G353.5360-0.4710      2 
  G353.5385-0.0908      1 
  G353.5442-0.0550      1 
  G353.5464-0.0178      0 
  G353.5734-0.0798      0 
  G353.5787+0.6594      3 
  G353.5841-0.0026      2 
  G353.6873+0.9697      0 
  G353.8328+0.2674      2 
  G353.8549+0.2218      0 
  G353.9763+0.2586      2 
  G354.0657+0.0076      2 
  G354.1561+0.0997      3 
  G354.1830-0.0727      0 
  G354.1888-0.0606      0 
  G354.2034+0.0821      0 
  G354.2055-0.0373      0 
  G354.2064-0.0284      0 
  G354.2483-0.5182      2 
  G354.3070-0.1103      1 
  G354.3403+0.4742      0 
  G354.3631+0.2594      1 
  G354.4183+0.0313      0 
  G354.4389+0.4189      0 
  G354.4525+0.4192      0 
  G354.4800+0.0844      0 
  G354.4940+0.0977      1 
  G354.4943+0.0830      0 
  G354.5737+0.0085      0 
  G354.5964+0.4695      2 
  G354.6000+0.4791      0 
  G354.6154+0.4719      0 
  G354.6506+0.4842      0 
  G354.6609+0.4828      0 
  G354.6659-0.6543      1 
  G354.6705+0.2413      0 
  G354.6768+0.4977      0 
  G354.6875+0.5072      1 
  G354.7012+0.2993      0 
  G354.7103+0.2920      1 
  G354.7189+0.3071      0 
  G354.7241+0.3002      0 
  G354.7285+0.3077      0 
  G354.7464+0.3686      1 
  G354.7636+0.3194      0 
  G354.7746+0.3262      0 
  G354.7863+0.3219      1 
  G354.8133+0.3514      0 
  G354.8140+0.9758      2 
  G354.8251+0.8177      1 
  G354.8428+0.3521      0 
  G354.8545+0.3406      0 
  G354.9437-0.5381      0 
  G354.9836+0.5618      2 
  G355.1288-0.3017      0 
  G355.1826-0.4191      2 
  G355.1948-0.0824      2 
  G355.2030-0.0162      0 
  G355.2441+0.3672      2 
  G355.2548-0.2656      0 
  G355.2569+0.3646      0 
  G355.2648-0.2695      3 
  G355.2780-0.2003      1 
  G355.3433+0.1486      0 
  G355.3865+0.0351      1 
  G355.4032+0.3415      1 
  G355.4122+0.1026      1 
  G355.5384-0.1051      0 
  G355.5505-0.0945      1 
  G355.5760+0.2876      1 
  G355.5804+0.2272      0 
  G355.5890-0.0332      1 
  G355.6159+0.1504      0 
  G355.6414+0.3990      1 
  G355.6654+0.3747      0 
  G355.7315-0.2460      1 
  G355.7395+0.1310      1 
  G355.7415+0.6550      0 
  G355.7903-0.2566      0 
  G355.7986+0.1092      1 
  G355.8217-0.5046      0 
  G355.8289-0.4982      2 
  G355.9342-0.3452      4 
  G356.0060-0.7534      0 
  G356.0069-0.4228      0 
  G356.2261+0.7052      0 
  G356.2303+0.6898      0 
  G356.2542-0.0555      2 
  G356.3037-0.2030      0 
  G356.3429-0.0687      5 
  G356.3496+0.2306      0 
  G356.3694+0.5675      1 
  G356.4110+0.0375      3 
  G356.4290+0.1045      0 
  G356.4820+0.1896      0 
  G356.5172+0.6629      3 
  G356.5963-0.5021      2 
  G356.6618-0.2641      1 
  G356.8578+0.3280      1 
  G357.4595+0.5987      0 
  G357.4848-0.0374      0 
  G357.4871-0.3318      0 
  G357.5230+0.1943      1 
  G357.5534-0.5498      0 
  G357.5577-0.3217      1 
  G357.5603-0.3296      2 
  G357.6093-0.6176      2 
  G357.7856-0.3106      2 
  G357.8664-0.1496      3 
  G357.9223-0.3372      5 
  G357.9597-0.1638      1 
  G357.9667-0.1626      0 
  G357.9813+0.0568      2 
  G357.9977-0.1535      0 
  G358.0107-0.3299      3 
  G358.1025-0.4179      0 
  G358.1146-0.1113      1 
  G358.2755-0.4172      2 
  G358.3704-0.4672      3 
  G358.3792-0.4849      2 
  G358.3843-0.4709      0 
  G358.3873-0.4838      1 
  G358.4116-0.3842      0 
  G358.4188-0.4729      2 
  G358.4519-0.3874      0 
  G358.4536-0.5599      2 
  G358.4579-0.4007      0 
  G358.4601-0.3924      0 
  G358.4652-0.3763      4 
  G358.4907-0.3549      2 
  G358.5082-0.3712      2 
  G358.5638+0.0804      1 
  G358.5723-0.3058      0 
  G358.5757-0.8082      1 
  G358.5772-0.1891      0 
  G358.5858-0.3021      0 
  G358.5890-0.8202      5 
  G358.6325+0.0620      0 
  G358.6408-0.3896      1 
  G358.6500-0.7941      0 
  G358.6771-0.4584      0 
  G358.7141-0.1416      1 
  G358.7198+0.0087      0 
  G358.7209-0.1290      1 
  G358.7473-0.7778      0 
  G358.7566-0.7738      2 
  G358.7833-0.0069      0 
  G358.8058-0.1295      0 
  G358.8069-0.0860      1 
  G358.8407-0.7378      2 
  G358.9088+0.0614      0 
  G358.9305-0.0291      0 
  G358.9798+0.0838      0 
  G359.0025+0.1684      0 
  G359.0134-0.1998      0 
  G359.0155+0.1479      0 
  G359.0305-0.2236      0 
  G359.1282-0.1031      3 
  G359.1376+0.0315      1 
  G359.1971+0.0207      0 
  G359.2014-0.0761      0 
  G359.2015+0.0068      0 
  G359.2152-0.1916      1 
  G359.2165-0.2068      1 
  G359.2195+0.1861      0 
  G359.2513-0.0261      0 
  G359.2792-0.2670      1 
  G359.2808-0.0798      0 
  G359.3009+0.0329      1 
  G359.3057-0.0406      1 
  G359.3059-0.0125      2 
  G359.3172-0.1672      1 
  G359.3262-0.1006      1 
  G359.3334+0.2925      2 
  G359.3357-0.2401      0 
  G359.3514+0.2889      3 
  G359.3579-0.1155      1 
  G359.3583-0.9804      0 
  G359.3608-0.0077      0 
  G359.3615-0.4181      0 
  G359.3702+0.2761      0 
  G359.3727-0.0672      0 
  G359.4132+0.0911      3 
  G359.4212-0.2208      0 
  G359.4230-0.1697      0 
  G359.4290-0.0514      0 
  G359.4305+0.0013      0 
  G359.4328+0.2547      2 
  G359.4392-0.0559      0 
  G359.4400-0.1038      1 
  G359.4423-0.1906      0 
  G359.4423-0.1129      0 
  G359.4452+0.0066      0 
  G359.4524-0.1777      0 
  G359.4527-0.1039      0 
  G359.4546-0.1119      2 
  G359.4560-0.0519      1 
  G359.4573-0.1583      0 
  G359.4644-0.0422      0 
  G359.4667-0.0534      1 
  G359.4680-0.0344      6 
  G359.4711-0.1175      0 
  G359.4739-0.2453      1 
  G359.4754-0.1522      0 
  G359.4763+0.0084      0 
  G359.4791-0.1664      0 
  G359.4810-0.1044      0 
  G359.4852-0.2442      0 
  G359.4854-0.1237      0 
  G359.4886-0.2149      0 
  G359.4919-0.0334      0 
  G359.4948-0.1542      0 
  G359.4965-0.1699      0 
  G359.5025-0.1379      2 
  G359.5031+0.1163      0 
  G359.5086-0.0512      0 
  G359.5103-0.1712      0 
  G359.5138-0.1558      0 
  G359.5172-0.0627      2 
  G359.5257-0.0096      0 
  G359.5372-0.0016      0 
  G359.5400-0.1638      0 
  G359.5408-0.0644      0 
  G359.5454-0.0793      0 
  G359.5479-0.1070      0 
  G359.5534+0.0387      0 
  G359.5551+0.0005      3 
  G359.5575-0.0933      0 
  G359.5622-0.2177      0 
  G359.5629+0.1122      0 
  G359.5643-0.0738      0 
  G359.5649-0.1611      0 
  G359.5701-0.0096      1 
  G359.5708-0.2048      0 
  G359.5728-0.2569      0 
  G359.5735+0.0034      0 
  G359.5740-0.0673      2 
  G359.5948-0.1700      0 
  G359.5985-0.2361      0 
  G359.5988-0.2212      2 
  G359.5988+0.0149      0 
  G359.6042-0.0332      0 
  G359.6067-0.0216      0 
  G359.6100-0.1578      0 
  G359.6101+0.0180      0 
  G359.6103-0.2136      2 
  G359.6128-0.2300      3 
  G359.6137-0.0371      0 
  G359.6158-0.2429      3 
  G359.6209-0.0994      0 
  G359.6241-0.2461      1 
  G359.6246+0.0235      0 
  G359.6329-0.1297      0 
  G359.6364-0.2397      0 
  G359.6454-0.0251      0 
  G359.6465-0.1366      0 
  G359.6537-0.1270      0 
  G359.6540-0.0064      0 
  G359.6542-0.1156      0 
  G359.6545-0.2987      0 
  G359.6625-0.1137      0 
  G359.6659-0.2990      0 
  G359.6749-0.1772      0 
  G359.6815-0.0842      0 
  G359.6820-0.0166      0 
  G359.6897+0.0159      0 
  G359.6930-0.0658      0 
  G359.6956-0.2986      0 
  G359.7003+0.0388      0 
  G359.7026-0.2601      0 
  G359.7119+0.0473      0 
  G359.7162-0.3741      0 
  G359.7242-0.3799      0 
  G359.7269-0.0589      0 
  G359.7338-0.1639      0 
  G359.7340+0.0032      0 
  G359.7426+0.0302      0 
  G359.7435+0.0196      0 
  G359.7475-0.0359      0 
  G359.7484-0.1023      1 
  G359.7513-0.1447      0 
  G359.7524+0.0426      0 
  G359.7723-0.0925      0 
  G359.7781-0.0852      0 
  G359.7822-0.1284      0 
  G359.7865-0.1380      1 
  G359.7962-0.1415      0 
  G359.8153+0.0262      0 
  G359.8170-0.0731      0 
  G359.8184-0.1286      0 
  G359.8193+0.0365      0 
  G359.8248+0.0227      0 
  G359.8326+0.0404      0 
  G359.8404-0.1180      0 
  G359.8448+0.0275      0 
  G359.8486-0.0738      0 
  G359.8514-0.3319      0 
  G359.8528-0.0862      0 
  G359.8552-0.1079      0 
  G359.8588-0.0758      0 
  G359.8620-0.2623      2 
  G359.8643+0.0214      1 
  G359.8663-0.0826      0 
  G359.8690-0.1026      0 
  G359.8710-0.0660      0 
  G359.8752+0.0256      0 
  G359.8768-0.0884      0 
  G359.8769-0.0787      0 
  G359.8854-0.0763      0 
  G359.8885-0.0984      3 
  G359.8897+0.0274      0 
  G359.8911+0.0098      3 
  G359.8942-0.0691      0 
  G359.9015-0.0972      0 
  G359.9018+0.0161      3 
  G359.9030+0.0417      0 
  G359.9070-0.0655      1 
  G359.9092-0.0433      0 
  G359.9106+0.0261      0 
  G359.9117-0.3045      4 
  G359.9131-0.1299      0 
  G359.9160-0.0472      0 
  G359.9170-0.0653      0 
  G359.9174+0.0360      0 
  G359.9214+0.0276      0 
  G359.9226-0.0386      0 
  G359.9228+0.1581      4 
  G359.9234-0.1233      1 
  G359.9260-0.0461      0 
  G359.9295+0.1967      2 
  G359.9316-0.0626      1 
  G359.9320+0.0322      0 
  G359.9345-0.0454      0 
  G359.9388+0.1828      1 
  G359.9389-0.0527      0 
  G359.9413+0.1728      4 
  G359.9425-0.0719      0 
  G359.9445+0.1528      3 
  G359.9450-0.0451      0 
  G359.9454-0.0855      0 
  G359.9459+0.0220      1 
  G359.9474-0.0366      0 
  G359.9480+0.1450      1 
  G359.9532+0.0605      0 
  G359.9541-0.0768      1 
  G359.9553-0.0894      0 
  G359.9559-0.0442      0 
  G359.9703-0.4570      0 
  G359.9732-0.0721      2 
  G359.9745-0.0637      0 
  G359.9762+0.1691      0 
  G359.9767+0.0714      0 
  G359.9790-0.4611      3 
  G359.9821-0.0810      1 
  G359.9838-0.0662      0 
  G359.9843+0.0260      0 
  G359.9860-0.1301      1 
  G359.9886-0.4599      0 
  G359.9893-0.0459      0 
  G359.9903-0.0768      0 
  G359.9927+0.1075      1 
  G359.9927-0.0692      0 
  G359.9951-0.4732      3 
  G000.0002-0.0951      1 
  G000.0009-0.0592      0 
  G000.0043-0.0854      0 
  G000.0052+0.1574      3 
  G000.0105-0.0533      0 
  G000.0135-0.0184      1 
  G000.0154-0.0241      0 
  G000.0154+0.0365      1 
  G000.0173+0.0044      0 
  G000.0191-0.0511      1 
  G000.0201-0.0059      0 
  G000.0333+0.0238      1 
  G000.0335+0.2051      0 
  G000.0355+0.2241      0 
  G000.0444+0.0292      0 
  G000.0468-0.2200      0 
  G000.0474+0.1124      0 
  G000.0498-0.0781      0 
  G000.0511-0.0259      0 
  G000.0526-0.2077      0 
  G000.0534+0.0258      1 
  G000.0620-0.0682      0 
  G000.0622-0.0782      1 
  G000.0623+0.1775      1 
  G000.0693+0.2127      0 
  G000.0695+0.0494      0 
  G000.0734+0.1697      1 
  G000.0741-0.0729      0 
  G000.0758-0.0021      0 
  G000.0758-0.1466      1 
  G000.0779-0.0837      0 
  G000.0833-0.0096      0 
  G000.0836-0.6408      4 
  G000.0850+0.1642      0 
  G000.0881+0.0547      0 
  G000.0898-0.6633      0 
  G000.0939-0.1096      0 
  G000.0961-0.0800      0 
  G000.0971-0.0045      0 
  G000.0971-0.1649      0 
  G000.0976-0.1305      0 
  G000.0990+0.1768      0 
  G000.1049-0.0823      0 
  G000.1073-0.0635      0 
  G000.1097+0.0020      0 
  G000.1101+0.1476      0 
  G000.1122-0.6795      3 
  G000.1128-0.0724      0 
  G000.1150-0.1399      0 
  G000.1162-0.0198      0 
  G000.1185-0.1116      0 
  G000.1189-0.6950      1 
  G000.1203+0.0876      0 
  G000.1213+0.1542      0 
  G000.1213+0.0060      0 
  G000.1260-0.0736      0 
  G000.1293+0.0227      0 
  G000.1315-0.1299      0 
  G000.1387-0.0850      0 
  G000.1388-0.1384      0 
  G000.1392+0.0202      0 
  G000.1409+0.0054      0 
  G000.1458+0.0276      0 
  G000.1549-0.0820      0 
  G000.1558-0.4526      4 
  G000.1582-0.0941      0 
  G000.1583-0.0387      1 
  G000.1620+0.0786      0 
  G000.1622+0.0656      0 
  G000.1663-0.4461      3 
  G000.1694+0.0197      0 
  G000.1700-0.0831      0 
  G000.1742-0.0335      0 
  G000.1811+0.0243      0 
  G000.1866+0.0816      0 
  G000.1901+0.0160      0 
  G000.2018+0.0668      0 
  G000.2030-0.5239      0 
  G000.2032+0.0523      1 
  G000.2050-0.0409      0 
