  Name                  nYSOs
  G331.3958-0.0001      0 
  G331.4096+0.0137      0 
  G331.4106-0.1664      2 
  G331.4122-0.1923      0 
  G331.4179-0.3556      0 
  G331.4192-0.1573      1 
  G331.4253+0.2624      1 
  G331.4298-0.3658      0 
  G331.4328-0.2648      0 
  G331.4344-0.2839      2 
  G331.4352-0.1892      0 
  G331.4423-0.1871      4 
  G331.4594-0.1018      1 
  G331.4813-0.0748      0 
  G331.4828-0.1155      1 
  G331.4900-0.0905      0 
  G331.4909-0.1156      0 
  G331.4942-0.2727      0 
  G331.4956-0.0794      0 
  G331.5002-0.1044      0 
  G331.5067-0.3433      0 
  G331.5110+0.2007      0 
  G331.5122-0.1033      0 
  G331.5214-0.0796      0 
  G331.5218-0.1001      0 
  G331.5288-0.0829      0 
  G331.5313-0.1003      0 
  G331.5341-0.0791      0 
  G331.5395-0.3061      0 
  G331.5461-0.0922      0 
  G331.5464-0.1484      1 
  G331.5467-0.0694      1 
  G331.5525-0.1373      0 
  G331.5551-0.0799      1 
  G331.5559-0.0697      0 
  G331.5559-0.1221      0 
  G331.5708-0.2294      0 
  G331.6041-0.1072      1 
  G331.6201-0.0450      2 
  G331.6258+0.5263      1 
  G331.6383+0.5007      1 
  G331.6640-0.1602      0 
  G331.6799-0.3591      0 
  G331.6808-0.0308      0 
  G331.6937-0.2167      0 
  G331.7084+0.5834      0 
  G331.7096+0.6021      0 
  G331.7240-0.2044      3 
  G331.7964-0.0982      0 
  G331.8313+0.0354      1 
  G331.8549-0.1045      1 
  G331.8562-0.1253      3 
  G331.8562-0.0904      1 
  G331.8824+0.0523      0 
  G331.8869+0.0630      2 
  G332.0585+0.5067      0 
  G332.0849-0.4203      1 
  G332.0946-0.4210      0 
  G332.1022-0.4195      0 
  G332.1234+0.9348      0 
  G332.1297-0.4471      0 
  G332.1305+0.1031      1 
  G332.1452-0.4500      0 
  G332.1453+0.0834      3 
  G332.1477-0.4393      0 
  G332.1556-0.4490      0 
  G332.1563-0.4408      0 
  G332.1598-0.4568      0 
  G332.1993+0.5977      2 
  G332.2056-0.0402      1 
  G332.2257-0.5361      2 
  G332.2316-0.0385      0 
  G332.2412-0.0439      0 
  G332.2547-0.0558      4 
  G332.2798-0.5473      0 
  G332.2873-0.0940      0 
  G332.2949-0.0940      0 
  G332.3004-0.1020      0 
  G332.3124-0.5559      0 
  G332.3180+0.1785      1 
  G332.3223-0.5530      0 
  G332.3418-0.4275      1 
  G332.3505-0.4355      0 
  G332.3530-0.1164      0 
  G332.3567-0.1069      2 
  G332.3649+0.6041      5 
  G332.4099-0.5033      0 
  G332.4513+0.0761      0 
  G332.4685-0.5226      1 
  G332.4691-0.1312      0 
  G332.4772-0.5296      3 
  G332.4947-0.1215      0 
  G332.5244-0.6283      0 
  G332.5300-0.1581      0 
  G332.5323-0.1214      0 
  G332.5439-0.1238      0 
  G332.5583-0.5915      2 
  G332.5590-0.1483      1 
  G332.5775-0.5636      0 
  G332.5837+0.1457      1 
  G332.5844-0.5592      0 
  G332.6043-0.1681      0 
  G332.6382-0.5873      0 
  G332.6396-0.5953      0 
  G332.6444-0.6078      0 
  G332.6518-0.6217      0 
  G332.6702-0.6463      0 
  G332.6778-0.6147      0 
  G332.6814+0.1952      2 
  G332.6826-0.0082      0 
  G332.6907-0.6283      0 
  G332.6938-0.6125      0 
  G332.7003-0.5869      0 
  G332.7014-0.6157      0 
  G332.7154-0.6756      0 
  G332.7263-0.6211      0 
  G332.7289-0.0266      1 
  G332.7393-0.6211      0 
  G332.7570-0.4666      0 
  G332.7633-0.0059      0 
  G332.7650-0.5856      0 
  G332.7667-0.0190      1 
  G332.7728-0.0099      0 
  G332.7735-0.5841      0 
  G332.7743+0.0042      2 
  G332.7953-0.5968      1 
  G332.8134-0.7012      0 
  G332.8175-0.5461      0 
  G332.8188-0.5577      0 
  G332.8224-0.7025      1 
  G332.8262-0.5493      0 
  G332.8290-0.5430      0 
  G332.8326-0.5545      0 
  G332.8975-0.5488      0 
  G332.9079-0.5484      0 
  G332.9404+0.9116      0 
  G332.9432-0.6855      0 
  G332.9529-0.6812      1 
  G332.9580-0.6710      0 
  G332.9593+0.7762      0 
  G332.9630-0.6781      2 
  G332.9713-0.4973      1 
  G332.9714+0.7579      0 
  G332.9753+0.7676      0 
  G332.9847-0.4892      0 
  G332.9857-0.5016      0 
  G332.9869+0.7583      0 
  G332.9915-0.4374      0 
  G332.9998-0.6394      1 
  G333.0014-0.4359      0 
  G333.0079+0.7621      0 
  G333.0089+0.7719      0 
  G333.0105-0.4806      0 
  G333.0114-0.4666      0 
  G333.0138-0.5339      0 
  G333.0142-0.5213      0 
  G333.0150-0.7511      0 
  G333.0151-0.4964      0 
  G333.0164+0.7654      0 
  G333.0180-0.4499      0 
  G333.0188-0.4137      0 
  G333.0194+0.7744      1 
  G333.0227-0.3997      0 
  G333.0287-0.0249      2 
  G333.0293-0.0616      0 
  G333.0294-0.0141      2 
  G333.0328-0.4054      0 
  G333.0456+0.0379      0 
  G333.0497-0.4777      0 
  G333.0519+0.0295      0 
  G333.0597-0.4416      0 
  G333.0667-0.4154      0 
  G333.0670-0.4467      0 
  G333.0697-0.4570      0 
  G333.0717-0.3997      1 
  G333.0757-0.4164      0 
  G333.0764-0.5585      3 
  G333.0999-0.5014      1 
  G333.1027+0.0252      1 
  G333.1097-0.5027      0 
  G333.1138-0.5822      0 
  G333.1162-0.4924      0 
  G333.1205-0.4336      0 
  G333.1219-0.4203      0 
  G333.1236-0.5520      0 
  G333.1254-0.0275      0 
  G333.1257-0.5778      0 
  G333.1276-0.4398      0 
  G333.1286-0.5700      0 
  G333.1288-0.4243      0 
  G333.1298-0.5602      1 
  G333.1319-0.4156      0 
  G333.1341-0.4314      0 
  G333.1386-0.4234      0 
  G333.1611-0.0989      0 
  G333.1639-0.4413      0 
  G333.1700-0.4303      0 
  G333.1716-0.0917      1 
  G333.1721+0.0196      0 
  G333.1797-0.3958      0 
  G333.1844-0.0909      0 
  G333.1980-0.3534      0 
  G333.2014-0.0437      2 
  G333.2025+0.2949      0 
  G333.2050-0.3669      0 
  G333.2090-0.4041      0 
  G333.2161-0.4094      0 
  G333.2203-0.4019      1 
  G333.2260-0.0580      0 
  G333.2280-0.0893      0 
  G333.2292-0.4003      0 
  G333.2332-0.0606      1 
  G333.2418-0.5148      0 
  G333.2463+0.0664      0 
  G333.2486+0.0542      0 
  G333.2591+0.0606      0 
  G333.2770-0.4846      0 
  G333.2805-0.3938      0 
  G333.2827-0.3725      0 
  G333.2841-0.3868      0 
  G333.2902-0.3456      0 
  G333.2914-0.4229      0 
  G333.2990-0.3508      0 
  G333.3080-0.3663      0 
  G333.3096-0.3495      0 
  G333.3128-0.3618      0 
  G333.3139+0.1057      1 
  G333.3142-0.3772      0 
  G333.3215-0.3710      1 
  G333.3257-0.3630      1 
  G333.3383-0.1269      0 
  G333.3387-0.3604      3 
  G333.3502-0.3560      1 
  G333.3759-0.2016      0 
  G333.3867+0.0321      1 
  G333.4489-0.1822      0 
  G333.4586-0.1630      0 
  G333.4659-0.1641      0 
  G333.4660-0.1544      0 
  G333.4685-0.1735      0 
  G333.4700-0.4851      0 
  G333.4728-0.2367      0 
  G333.4800-0.2243      0 
  G333.4826-0.2468      0 
  G333.4889+0.0861      1 
  G333.4957+0.1430      1 
  G333.4974-0.1154      0 
  G333.5061-0.1006      1 
  G333.5081-0.2398      0 
  G333.5153-0.2616      1 
  G333.5202-0.2396      1 
  G333.5239-0.2698      1 
  G333.5292-0.4925      3 
  G333.5392-0.2428      1 
  G333.5512-0.2923      0 
  G333.5584+0.0326      0 
  G333.5617-0.0225      0 
  G333.5652-0.2964      1 
  G333.5685+0.0292      0 
  G333.5692-0.1668      0 
  G333.5749+0.0979      1 
  G333.5812+0.0881      3 
  G333.5874-0.2087      0 
  G333.5977-0.2182      0 
  G333.6036-0.2130      0 
  G333.6070+0.0502      1 
  G333.6135-0.2134      0 
  G333.6349+0.0545      0 
  G333.6392-0.1076      2 
  G333.6425+0.3764      0 
  G333.6443+0.0579      0 
  G333.6563+0.0587      0 
  G333.6688-0.3480      0 
  G333.6708-0.3575      0 
  G333.6773+0.3812      1 
  G333.6827-0.2555      0 
  G333.6926-0.1945      0 
  G333.6987-0.2122      0 
  G333.7026+0.3654      3 
  G333.7217-0.2079      1 
  G333.7240+0.3636      0 
  G333.7324-0.4251      0 
  G333.7556-0.2294      0 
  G333.7594+0.3655      0 
  G333.7656+0.3477      0 
  G333.7736-0.2560      1 
  G333.8504+0.5272      0 
  G333.9294-0.1326      0 
  G333.9683+0.0683      0 
  G334.0279-0.0466      1 
  G334.0434+0.3496      3 
  G334.1385-0.0229      1 
  G334.1747+0.0764      0 
  G334.1913-0.2028      1 
  G334.2014-0.2007      1 
  G334.2446-0.1065      0 
  G334.3284-0.2864      0 
  G334.3321+0.9638      0 
  G334.3443+0.0486      0 
  G334.4338+0.3290      0 
  G334.5275-0.2257      1 
  G334.6461+0.4351      1 
  G334.6566-0.2858      0 
  G334.6666-0.1328      0 
  G334.6823+0.0105      1 
  G334.6940-0.1325      2 
  G334.7040-0.1277      0 
  G334.7231-0.6544      0 
  G334.7269-0.1470      0 
  G334.7468+0.5052      2 
  G334.8376-0.2002      0 
  G334.9355-0.0978      2 
  G334.9751-0.0487      1 
  G334.9822-0.3293      0 
  G335.0604-0.4269      1 
  G335.0699-0.4250      1 
  G335.1780-0.2426      1 
  G335.2209-0.3446      0 
  G335.2841-0.1325      2 
  G335.3909-0.2907      0 
  G335.4273-0.2403      2 
  G335.4417-0.2375      1 
  G335.4619-0.2371      0 
  G335.5857-0.2906      2 
  G335.5860-0.2830      0 
  G335.5915+0.1836      0 
  G335.6873-0.8131      0 
  G335.6952+0.1999      1 
  G335.7257+0.1912      1 
  G335.7293-0.0977      0 
  G335.7896+0.1737      1 
  G335.7917+0.1821      1 
  G336.0108-0.8346      1 
  G336.0177-0.8283      0 
  G336.0189-0.8148      0 
  G336.0297-0.8199      0 
  G336.0895+0.0341      0 
  G336.2475-0.1369      0 
  G336.3329+0.0313      0 
  G336.3350+0.2456      0 
  G336.3536-0.1469      0 
  G336.3541-0.0366      0 
  G336.3585-0.1382      0 
  G336.3586+0.0006      2 
  G336.3665-0.1405      0 
  G336.3684-0.0046      0 
  G336.3743-0.1395      0 
  G336.3839+0.0113      1 
  G336.4026-0.2544      4 
  G336.4113-0.2564      1 
  G336.4178-0.2502      0 
  G336.4279-0.0721      0 
  G336.4383-0.2619      0 
  G336.4422-0.2516      0 
  G336.4486+0.0308      1 
  G336.4611-0.1593      1 
  G336.4689-0.2023      0 
  G336.4960-0.2590      0 
  G336.4976-0.2722      0 
  G336.5023-0.2800      1 
  G336.5282-0.1744      0 
  G336.5356-0.1573      1 
  G336.5382-0.1821      0 
  G336.5434-0.1916      0 
  G336.5494-0.2076      0 
  G336.5531-0.1954      0 
  G336.5649-0.0825      0 
  G336.5714-0.1096      0 
  G336.5915+0.1772      0 
  G336.6201+0.2109      2 
  G336.6901+0.1031      1 
  G336.6938-0.0929      0 
  G336.7037-0.0988      1 
  G336.7050+0.0194      0 
  G336.7428+0.1078      0 
  G336.7458+0.0486      0 
  G336.7536-0.2204      0 
  G336.7552-0.0569      0 
  G336.7621+0.0632      0 
  G336.7700-0.2173      0 
  G336.7706+0.0465      0 
  G336.7737+0.2464      0 
  G336.7994+0.1323      2 
  G336.8022+0.0490      0 
  G336.8079+0.1196      0 
  G336.8098+0.2570      0 
  G336.8177+0.1268      0 
  G336.8242+0.0269      0 
  G336.8253+0.1397      0 
  G336.8301-0.3752      0 
  G336.8315+0.1307      0 
  G336.8349+0.0706      0 
  G336.8409+0.0208      0 
  G336.8664+0.0028      0 
  G336.8705+0.2956      2 
  G336.8740-0.0059      0 
  G336.8763-0.0328      0 
  G336.8822+0.0101      2 
  G336.8841-0.0087      1 
  G336.8861+0.0461      0 
  G336.8992-0.1752      1 
  G336.9005-0.0318      0 
  G336.9022-0.1621      0 
  G336.9157-0.0233      0 
  G336.9253-0.0031      1 
  G336.9340-0.1849      0 
  G336.9420-0.1556      0 
  G336.9574-0.2247      1 
  G336.9581-0.9777      2 
  G336.9677-0.1841      2 
  G336.9738+0.4609      0 
  G336.9799+0.4446      2 
  G336.9827-0.0045      0 
  G336.9834-0.1834      0 
  G336.9856-0.0117      0 
  G336.9866+0.1334      0 
  G336.9897+0.1098      0 
  G336.9944-0.0270      0 
  G337.0042+0.3229      0 
  G337.0480-0.0012      0 
  G337.0481-0.0793      1 
  G337.0526-0.2261      0 
  G337.0981-0.9296      1 
  G337.1010-0.0518      0 
  G337.1095+0.3490      0 
  G337.1148-0.1792      1 
  G337.1212-0.1741      0 
  G337.1233-0.0041      0 
  G337.1249-0.1851      0 
  G337.1255-0.0491      1 
  G337.1329+0.0061      1 
  G337.1339-0.3807      7 
  G337.1415+0.0089      0 
  G337.1468-0.0918      0 
  G337.1517-0.3938      0 
  G337.1617+0.1113      0 
  G337.1622-0.0479      1 
  G337.1644-0.3946      0 
  G337.1693-0.0434      1 
  G337.1742-0.0594      0 
  G337.1751-0.0324      2 
  G337.1837+0.0025      1 
  G337.1872-0.0559      0 
  G337.1924+0.0095      1 
  G337.1960-0.0621      0 
  G337.2011+0.1141      1 
  G337.2030-0.0944      1 
  G337.2059-0.0742      0 
  G337.2216+0.0220      1 
  G337.2330-0.2358      2 
  G337.2390+0.2239      0 
  G337.2580-0.1012      1 
  G337.2640-0.0684      2 
  G337.2788+0.1182      0 
  G337.2845-0.1592      1 
  G337.2860+0.0083      0 
  G337.2891-0.1088      0 
  G337.3003-0.8740      0 
  G337.3223-0.3726      0 
  G337.3478-0.1584      0 
  G337.3530+0.0541      0 
  G337.3641+0.0131      1 
  G337.3888-0.2107      0 
  G337.4052-0.4024      0 
  G337.4091-0.4093      0 
  G337.4109-0.3979      0 
  G337.4201-0.1620      0 
  G337.4307+0.0733      0 
  G337.4382-0.3984      0 
  G337.4427-0.4046      2 
  G337.4507-0.3821      1 
  G337.4519+0.3556      1 
  G337.4750+0.1731      1 
  G337.5084-0.2947      0 
  G337.5371-0.1728      0 
  G337.5414-0.0817      1 
  G337.5807-0.0807      0 
  G337.5956-0.0882      1 
  G337.6029-0.0564      0 
  G337.6135-0.0599      2 
  G337.6228-0.0609      1 
  G337.6323+0.1442      1 
  G337.6324-0.0788      1 
  G337.6651-0.1772      0 
  G337.6662+0.1437      4 
  G337.6682-0.0430      0 
  G337.6703-0.1917      1 
  G337.6808-0.0562      1 
  G337.6862+0.1364      3 
  G337.6926-0.0228      1 
  G337.6966+0.0240      1 
  G337.6989-0.0503      0 
  G337.6997-0.0595      0 
  G337.7014-0.0413      1 
  G337.7029+0.0825      0 
  G337.7045-0.0535      1 
  G337.7047-0.3541      0 
  G337.7063+0.0929      1 
  G337.7129+0.0874      0 
  G337.7194+0.0789      2 
  G337.7195+0.0645      0 
  G337.7207+0.0436      0 
  G337.7607-0.3388      6 
  G337.7726-0.3323      4 
  G337.8026-0.9187      0 
  G337.8039-0.3342      0 
  G337.8120+0.0086      0 
  G337.8440-0.3756      0 
  G337.8965-0.5628      1 
  G337.9075-0.4519      0 
  G337.9078-0.4789      0 
  G337.9092-0.4701      0 
  G337.9109-0.4603      0 
  G337.9154-0.4773      1 
  G337.9214-0.1193      1 
  G337.9219-0.4555      0 
  G337.9227-0.4482      0 
  G337.9305-0.5222      0 
  G337.9333-0.5064      1 
  G337.9386-0.5333      3 
  G337.9427-0.0061      0 
  G337.9616-0.1667      0 
  G337.9634+0.1430      1 
  G337.9696+0.1358      0 
  G337.9709+0.0897      0 
  G337.9843-0.1457      1 
  G337.9882+0.0237      0 
  G337.9936+0.1245      0 
  G337.9937-0.0964      2 
  G337.9951+0.0766      0 
  G337.9966+0.1343      1 
  G337.9999-0.1496      0 
  G338.0063+0.0171      0 
  G338.0215-0.2057      1 
  G338.0360-0.0429      0 
  G338.0634+0.0120      2 
  G338.0661-0.0699      0 
  G338.0663+0.0445      1 
  G338.0748+0.0111      0 
  G338.0781-0.0292      0 
  G338.0802+0.0174      1 
  G338.0911-0.1493      0 
  G338.1087+0.0226      0 
  G338.1113-0.1911      2 
  G338.1197+0.1611      2 
  G338.1252+0.1698      1 
  G338.1317-0.2104      0 
  G338.1414+0.1773      1 
  G338.1457-0.0567      0 
  G338.1464+0.1094      0 
  G338.1906+0.6439      0 
  G338.2278-0.1194      0 
  G338.2409-0.1910      0 
  G338.2713+0.5199      0 
  G338.2736-0.2954      0 
  G338.2794+0.1244      0 
  G338.2810+0.5419      2 
  G338.2876+0.1207      0 
  G338.2942+0.1291      0 
  G338.2987+0.5721      1 
  G338.3058+0.1526      0 
  G338.3074+0.0059      1 
  G338.3105+0.5792      1 
  G338.3250+0.1539      0 
  G338.3250+0.1797      0 
  G338.3271-0.4096      2 
  G338.3325+0.1314      1 
  G338.3383+0.6090      1 
  G338.3463+0.1357      0 
  G338.3543+0.1483      0 
  G338.3555+0.1822      0 
  G338.3740-0.1519      0 
  G338.3827+0.0627      0 
  G338.3843+0.0118      0 
  G338.3882+0.1622      0 
  G338.3908+0.1415      0 
  G338.3912+0.1718      2 
  G338.3922+0.2186      1 
  G338.3937-0.4053      2 
  G338.3948+0.0641      0 
  G338.3956-0.0083      0 
  G338.4002+0.1779      0 
  G338.4010+0.0573      0 
  G338.4020+0.0328      0 
  G338.4057-0.2047      0 
  G338.4091+0.1856      0 
  G338.4118+0.1956      0 
  G338.4236-0.4101      2 
  G338.4286+0.0524      0 
  G338.4339+0.0122      0 
  G338.4349+0.0572      0 
  G338.4411+0.0976      0 
  G338.4451-0.2494      2 
  G338.4460-0.0064      0 
  G338.4470+0.0669      0 
  G338.4556-0.7208      0 
  G338.4598+0.0239      0 
  G338.4610-0.2582      0 
  G338.4610-0.2449      2 
  G338.4667+0.0151      0 
  G338.4727+0.2894      1 
  G338.4757+0.0302      1 
  G338.4888+0.0289      0 
  G338.4940+0.0429      0 
  G338.4980+0.2079      3 
  G338.5236+0.2145      2 
  G338.5624+0.2167      0 
  G338.5681+0.1094      0 
  G338.5691-0.1445      0 
  G338.5750+0.1044      0 
  G338.5781-0.0158      1 
  G338.5786+0.0514      0 
  G338.5851+0.0477      1 
  G338.5953+0.0252      0 
  G338.5967-0.0020      0 
  G338.6209+0.0228      0 
  G338.6822-0.0842      0 
  G338.7380+0.1743      2 
  G338.7851+0.4767      0 
  G338.8045+0.0889      0 
  G338.8337+0.4798      0 
  G338.8507+0.4084      0 
  G338.8688-0.4796      0 
  G338.8712+0.5592      3 
  G338.8878+0.5968      2 
  G338.8914+0.5777      1 
  G338.8992+0.5257      1 
  G338.9071-0.1985      3 
  G338.9099+0.5566      0 
  G338.9153+0.3980      2 
  G338.9166+0.3824      2 
  G338.9188+0.5494      0 
  G338.9243-0.0605      0 
  G338.9246+0.6240      0 
  G338.9249+0.5539      0 
  G338.9266+0.6329      0 
  G338.9275-0.5018      3 
  G338.9293-0.0802      0 
  G338.9304+0.3899      1 
  G338.9321+0.5489      1 
  G338.9329+0.3706      2 
  G338.9357-0.0621      0 
  G338.9362-0.4808      0 
  G338.9371-0.4919      0 
  G339.0510-0.1841      0 
  G339.0539-0.3162      1 
  G339.0644+0.1514      0 
  G339.0974+0.0608      0 
  G339.1041+0.1578      0 
  G339.1055+0.1479      0 
  G339.1762-0.3906      0 
  G339.2067-0.6594      0 
  G339.2211+0.2608      0 
  G339.2580-0.0069      0 
  G339.2833+0.1344      2 
  G339.2941+0.1383      0 
  G339.3007+0.3006      0 
  G339.3040+0.3116      1 
  G339.3052+0.3260      0 
  G339.3148+0.2296      0 
  G339.3645-0.1812      0 
  G339.4020-0.4154      3 
  G339.4664+0.0838      0 
  G339.4764+0.1847      2 
  G339.4772+0.0431      1 
  G339.4882+0.0911      0 
  G339.5723+0.0908      0 
  G339.5842-0.1283      2 
  G339.5884+0.0823      1 
  G339.6225-0.1220      0 
  G339.6334-0.1777      1 
  G339.6710-0.4258      3 
  G339.7075+0.1894      1 
  G339.7455+0.0940      0 
  G339.8326+0.6324      0 
  G339.8416+0.2914      0 
  G339.8561+0.2998      0 
  G339.8827-0.5784      0 
  G339.9099+0.2387      1 
  G339.9218-0.5781      0 
  G339.9246-0.0840      0 
  G339.9432-0.0928      0 
  G339.9482-0.5389      0 
  G339.9517-0.5294      0 
  G339.9551+0.0596      0 
  G339.9564-0.5194      2 
  G339.9627-0.5426      1 
  G339.9677-0.1632      0 
  G339.9795-0.5396      1 
  G339.9858-0.4252      2 
  G340.0463-0.2443      0 
  G340.0542-0.2442      0 
  G340.0556-0.2530      0 
  G340.0576-0.2364      0 
  G340.0591-0.2234      0 
  G340.0645+0.9268      0 
  G340.0667-0.2382      0 
  G340.0725+0.9273      0 
  G340.0930-0.8540      1 
  G340.1185-0.0213      0 
  G340.1815-0.0473      0 
  G340.2060-0.0496      0 
  G340.2157-0.1212      1 
  G340.2230-0.1681      0 
  G340.2316-0.1456      1 
  G340.2380-0.3692      0 
  G340.2401-0.1581      0 
  G340.2458-0.0384      0 
  G340.2474-0.3747      0 
  G340.2475+0.5197      1 
  G340.2494-0.0451      0 
  G340.2528-0.3833      0 
  G340.2545-0.2261      0 
  G340.2558-0.2104      0 
  G340.2586-0.0426      1 
  G340.2591-0.2500      2 
  G340.2604-0.1925      0 
  G340.2634-0.3778      0 
  G340.2664-0.1570      0 
  G340.2664-0.2123      0 
  G340.2723-0.0576      1 
  G340.2740-0.2113      0 
  G340.2838-0.0723      1 
  G340.2841-0.4013      0 
  G340.2975+0.5415      0 
  G340.2999-0.2230      1 
  G340.3009-0.4022      2 
  G340.3051-0.3762      2 
  G340.3108-0.4358      1 
  G340.3185-0.2277      0 
  G340.3263-0.2169      1 
  G340.3591+0.1293      0 
  G340.3736-0.3904      0 
  G340.3994-0.3960      2 
  G340.4007-0.3776      1 
  G340.4196-0.3227      2 
  G340.4306-0.3714      2 
  G340.4357-0.0373      2 
  G340.4500-0.5552      0 
  G340.4659-0.2996      1 
  G340.6358-0.6465      1 
  G340.6559-0.2362      1 
  G340.6652-0.5696      1 
  G340.7224-0.9890      2 
  G340.7350-0.2284      1 
  G340.7424-0.6264      0 
  G340.7718-0.1188      3 
  G340.7848-0.0968      3 
  G340.8769-0.3746      0 
  G340.8828-0.3692      0 
  G340.9246-0.2293      0 
  G340.9359-0.2326      1 
  G340.9946-0.3117      1 
  G341.0096-0.3595      0 
  G341.0385-0.1137      0 
  G341.1215+0.1436      0 
  G341.1254-0.3648      0 
  G341.1259-0.3482      1 
  G341.1806-0.2769      0 
  G341.1961-0.2212      1 
  G341.2048-0.2150      0 
  G341.2128-0.2262      0 
  G341.2151-0.2360      0 
  G341.2179-0.2122      0 
  G341.2213-0.2615      2 
  G341.2361-0.2710      1 
  G341.2372+0.3326      0 
  G341.2656-0.3023      1 
  G341.2715-0.2941      1 
  G341.2748+0.0610      1 
  G341.2809-0.2967      0 
  G341.2829+0.1650      0 
  G341.2888-0.2885      0 
  G341.3119+0.1930      0 
  G341.7024+0.0500      0 
  G341.7206+0.0591      0 
  G341.7263-0.9687      4 
  G341.9320-0.1741      0 
  G341.9430-0.1666      0 
  G341.9478-0.1766      0 
  G341.9719+0.2958      2 
  G341.9733+0.2339      0 
  G341.9738+0.2261      2 
  G341.9905-0.1029      0 
  G342.0494+0.4254      0 
  G342.0579+0.4211      1 
  G342.0946+0.4002      0 
  G342.1032+0.5048      1 
  G342.1062+0.3969      0 
  G342.1156+0.5044      0 
  G342.1304+0.0308      1 
  G342.1617+0.1554      0 
  G342.2472+0.3065      0 
  G342.2717+0.4899      1 
  G342.3180+0.5874      0 
  G342.3219+0.2938      0 
  G342.3267+0.2674      2 
  G342.3377+0.0256      1 
  G342.3566+0.1077      0 
  G342.3691+0.1400      0 
  G342.3852+0.1226      0 
  G342.4147+0.4116      3 
  G342.4321-0.0574      0 
  G342.4836+0.1831      0 
  G342.6900+0.1297      1 
  G342.7002+0.1329      0 
  G342.7069+0.1256      0 
  G342.7075+0.1170      2 
  G342.7158+0.1283      0 
  G342.8191-0.0276      0 
  G342.8217+0.3823      2 
  G342.9046-0.1196      1 
  G342.9591-0.3178      0 
  G343.1185-0.0675      0 
  G343.1271-0.0632      0 
  G343.1344-0.4858      1 
  G343.1345-0.0623      0 
  G343.1906-0.0818      3 
  G343.2375-0.0699      3 
  G343.3521-0.0796      0 
  G343.3530-0.0676      0 
  G343.3560-0.4045      1 
  G343.3970-0.3294      1 
  G343.4774-0.0243      0 
  G343.4889-0.0641      1 
  G343.4950-0.0694      0 
  G343.5007+0.0255      0 
  G343.5009-0.0226      0 
  G343.5014-0.4841      0 
  G343.5016-0.4741      1 
  G343.5031-0.0147      0 
  G343.5117-0.0149      0 
  G343.5136-0.5235      1 
  G343.5211-0.5193      1 
  G343.5283-0.5081      4 
  G343.6895-0.0181      0 
  G343.7204-0.2237      0 
  G343.7231-0.1824      2 
  G343.7376-0.1130      1 
  G343.7487-0.1634      0 
  G343.7545-0.1558      2 
  G343.7559-0.1640      1 
  G343.7635-0.1621      2 
  G343.7792-0.2348      1 
  G343.8129+0.2286      0 
  G343.8410-0.0818      2 
  G343.8489-0.0991      1 
  G343.8618-0.1045      0 
  G343.8774-0.1050      0 
  G343.8911-0.6489      1 
  G343.8985-0.6624      0 
  G343.9024-0.6715      0 
  G343.9293+0.1240      1 
  G343.9386+0.0959      1 
  G344.0036-0.5802      1 
  G344.0357-0.5187      2 
  G344.0629-0.6501      2 
  G344.0948-0.6416      0 
  G344.1018-0.6620      0 
  G344.1137-0.6388      2 
  G344.1469-0.6158      0 
  G344.2127-0.5983      0 
  G344.2180-0.6214      6 
  G344.2204-0.5657      2 
  G344.2206-0.5938      0 
  G344.2234-0.6727      1 
  G344.2234-0.5508      1 
  G344.2254-0.6014      0 
  G344.2275-0.5688      2 
  G344.2286-0.5813      1 
  G344.2287-0.5599      0 
  G344.2478-0.6690      1 
  G344.2903-0.7191      1 
  G344.4157+0.0356      0 
  G344.4162+0.0491      0 
  G344.4221+0.0457      0 
  G344.4257+0.0353      0 
  G344.4365+0.0577      2 
  G344.5777+0.2142      2 
  G344.5816-0.0235      0 
  G344.6604+0.3401      3 
  G344.7267-0.5410      1 
  G344.8247-0.2649      2 
  G344.9147-0.2285      1 
  G344.9728-0.8930      1 
  G344.9854-0.2659      0 
  G344.9921-0.2739      0 
  G345.0005-0.2317      1 
  G345.0029-0.2241      2 
  G345.0102-0.2170      0 
  G345.0125-0.2251      0 
  G345.0243-0.2204      0 
  G345.0490-0.2112      1 
  G345.0608-0.1982      1 
  G345.0720-0.1953      3 
  G345.1310-0.1749      1 
  G345.1443-0.2165      1 
  G345.1965-0.7431      2 
  G345.1977-0.0306      1 
  G345.2096-0.7410      0 
  G345.2403+0.3891      1 
  G345.2574-0.0353      3 
  G345.2617-0.4178      0 
  G345.3734-0.9912      1 
  G345.3884-0.9314      0 
  G345.3909-0.9155      1 
  G345.3952-0.9501      0 
  G345.4047-0.9420      0 
  G345.4070-0.9520      0 
  G345.4107-0.9729      0 
  G345.4198-0.9636      0 
  G345.4238-0.9409      0 
  G345.4240-0.9156      0 
  G345.4253-0.9507      0 
  G345.4399-0.9416      1 
  G345.4422+0.2119      1 
  G345.4655-0.9321      3 
  G345.4784+0.3178      0 
  G345.4792+0.3063      0 
  G345.4871+0.3142      0 
  G345.4890+0.3246      0 
  G345.4931+0.3322      1 
  G345.4969+0.3418      0 
  G345.4988+0.3638      0 
  G345.5002+0.8425      1 
  G345.5006+0.3570      0 
  G345.5045+0.3481      0 
  G345.5083+0.3712      0 
  G345.5090+0.3612      0 
  G345.5264-0.0527      1 
  G345.5482-0.0821      0 
  G345.5554+0.0239      0 
